Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Eucalyptus camphora subsp. camphora,Eucalyptus camphora subsp. camphora,Eucalyptus camphora,eucalyptus_camphora,616,2.75,0.673,929,188,-928.862,10,R016/T43,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,NA,camphora,camphora,0.6666667,2.218333,4.581281,-28.67333,1.533333,Mallee,1,Combination resprouter,3,14.175,Humid,0,-34.65722,150.2169
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6160,0,0.5749,899,175,-898.8437,10,R248/T06,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.3,Dry Subhumuid,1,-30.30028,150.2011
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6160,0,0.5749,899,175,-898.8437,10,R248/T07,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.3,Dry Subhumuid,1,-30.30028,150.2011
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6160,0,0.5749,899,175,-898.8437,10,R248/T08,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.3,Dry Subhumuid,1,-30.30028,150.2011
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6160,0,0.5749,899,175,-898.8437,10,R248/T09,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.3,Dry Subhumuid,1,-30.30028,150.2011
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6164,0,0.3916,720,148,-719.8162,10,R276/T05,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,13.3,Semiarid,2,-30.06333,150.0994
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6164,0,0.3916,720,148,-719.8162,10,R276/T06,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,13.3,Semiarid,2,-30.06333,150.0994
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6164,0,0.3916,720,148,-719.8162,10,R276/T07,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,13.3,Semiarid,2,-30.06333,150.0994
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus_nandewarica,6164,0,0.3916,720,148,-719.8162,10,R276/T08,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,nandewarica,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,13.3,Semiarid,2,-30.06333,150.0994
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,eucalyptus_exserta,6168,0,0.3483,665,108,-664.8091,20,R241/T07,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,1.666,Semiarid,2,-28.79667,150.7789
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,eucalyptus_exserta,6168,0,0.3483,665,108,-664.8091,20,R241/T08,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,1.666,Semiarid,2,-28.79667,150.7789
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,eucalyptus_exserta,6168,0,0.3483,665,108,-664.8091,20,R241/T09,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,1.666,Semiarid,2,-28.79667,150.7789
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,eucalyptus_exserta,6168,0,0.3483,665,108,-664.8091,20,R241/T10,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,1.666,Semiarid,2,-28.79667,150.7789
Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,eucalyptus_crebra,6170,0,0.3929,742,122,-741.8112,35,R276/T01,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,crebra,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.9825,Semiarid,2,-28.83139,151.2478
Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,eucalyptus_crebra,6170,0,0.3929,742,122,-741.8112,35,R276/T02,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,crebra,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.9825,Semiarid,2,-28.83139,151.2478
Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,eucalyptus_crebra,6170,0,0.3929,742,122,-741.8112,35,R276/T03,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,crebra,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.9825,Semiarid,2,-28.83139,151.2478
Eucalyptus crebra,Eucalyptus crebra,Eucalyptus crebra,eucalyptus_crebra,6170,0,0.3929,742,122,-741.8112,35,R276/T04,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,crebra,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,13.9825,Semiarid,2,-28.83139,151.2478
Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata,eucalyptus_dealbata,6171,0,0.3929,742,122,-741.8112,20,R242/T09,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,dealbata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.0625,Semiarid,2,-28.83139,151.2478
Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata,eucalyptus_dealbata,6171,0,0.3929,742,122,-741.8112,20,R242/T11,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,dealbata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.0625,Semiarid,2,-28.83139,151.2478
Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata subsp. dealbata,Eucalyptus dealbata,eucalyptus_dealbata,6171,0,0.3929,742,122,-741.8112,20,R242/T12,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,dealbata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.0625,Semiarid,2,-28.83139,151.2478
Eucalyptus viridis var. latiuscula,Eucalyptus viridis var. latiuscula,Eucalyptus viridis var. latiuscula,eucalyptus_viridis_var._latiuscula,6172,0,0.3336,660,102,-659.8023,NA,R289/T13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lignotuber resprouter,2,NA,Semiarid,2,-28.48278,151.095
Eucalyptus viridis var. latiuscula,Eucalyptus viridis var. latiuscula,Eucalyptus viridis var. latiuscula,eucalyptus_viridis_var._latiuscula,6172,0,0.3336,660,102,-659.8023,NA,R289/T16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lignotuber resprouter,2,NA,Semiarid,2,-28.48278,151.095
Eucalyptus terrica,Eucalyptus terrica,Eucalyptus terrica,eucalyptus_terrica,6173,0,0.3524,682,101,-681.8065,10,R272/T05,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,terrica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,9.3275,Semiarid,2,-28.45083,151.2142
Eucalyptus terrica,Eucalyptus terrica,Eucalyptus terrica,eucalyptus_terrica,6173,0,0.3524,682,101,-681.8065,10,R272/T06,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,terrica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,9.3275,Semiarid,2,-28.45083,151.2142
Eucalyptus terrica,Eucalyptus terrica,Eucalyptus terrica,eucalyptus_terrica,6173,0,0.3524,682,101,-681.8065,10,R272/T07,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,terrica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,9.3275,Semiarid,2,-28.45083,151.2142
Eucalyptus terrica,Eucalyptus terrica,Eucalyptus terrica,eucalyptus_terrica,6173,0,0.3524,682,101,-681.8065,10,R272/T08,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,terrica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,9.3275,Semiarid,2,-28.45083,151.2142
Eucalyptus infera,Eucalyptus infera,Eucalyptus infera,eucalyptus_infera,6175,0.5,0.3822,692,99,-691.819,8,R244/T10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,16.9575,Semiarid,2,-28.1775,151.6539
Eucalyptus infera,Eucalyptus infera,Eucalyptus infera,eucalyptus_infera,6175,0.5,0.3822,692,99,-691.819,8,R244/T11,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,infera,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,16.9575,Semiarid,2,-28.1775,151.6539
Eucalyptus viridis,Eucalyptus viridis,Eucalyptus viridis,eucalyptus_viridis,6176,0,0.3877,699,100,-698.8198,8,R247/T02,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,viridis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.67,Semiarid,2,-28.19444,151.6617
Eucalyptus viridis,Eucalyptus viridis,Eucalyptus viridis,eucalyptus_viridis,6176,0,0.3877,699,100,-698.8198,8,R247/T03,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,viridis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.67,Semiarid,2,-28.19444,151.6617
Eucalyptus viridis,Eucalyptus viridis,Eucalyptus viridis,eucalyptus_viridis,6176,0,0.3877,699,100,-698.8198,8,R247/T04,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,viridis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.67,Semiarid,2,-28.19444,151.6617
Eucalyptus viridis,Eucalyptus viridis,Eucalyptus viridis,eucalyptus_viridis,6176,0,0.3877,699,100,-698.8198,8,R247/T05,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,viridis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.67,Semiarid,2,-28.19444,151.6617
Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,eucalyptus_bakeri,6177,0,0.3888,699,101,-698.8203,12,R284/T01,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Bakerianae,bakeri,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,5.075,Semiarid,2,-28.20917,151.6608
Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,eucalyptus_bakeri,6177,0,0.3888,699,101,-698.8203,12,R284/T02,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Bakerianae,bakeri,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,5.075,Semiarid,2,-28.20917,151.6608
Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,eucalyptus_bakeri,6177,0,0.3888,699,101,-698.8203,12,R284/T03,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Bakerianae,bakeri,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,5.075,Semiarid,2,-28.20917,151.6608
Eucalyptus bakeri,Eucalyptus bakeri,Eucalyptus bakeri,eucalyptus_bakeri,6177,0,0.3888,699,101,-698.8203,12,R284/T04,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Bakerianae,bakeri,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,5.075,Semiarid,2,-28.20917,151.6608
Eucalyptus quadrangulata,Eucalyptus quadrangulata,Eucalyptus quadrangulata,eucalyptus_quadrangulata,618,2.25,0.7742,1067,183,-1066.862,50,R055/T01,Eucalyptus,Symphyomyrtus,Maidenaria,'Quadrangulatae' ms,NA,quadrangulata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.52,Humid,0,-34.40556,150.5028
Eucalyptus quadrangulata,Eucalyptus quadrangulata,Eucalyptus quadrangulata,eucalyptus_quadrangulata,618,2.25,0.7742,1067,183,-1066.862,50,R055/T02,Eucalyptus,Symphyomyrtus,Maidenaria,'Quadrangulatae' ms,NA,quadrangulata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.52,Humid,0,-34.40556,150.5028
Eucalyptus quadrangulata,Eucalyptus quadrangulata,Eucalyptus quadrangulata,eucalyptus_quadrangulata,618,2.25,0.7742,1067,183,-1066.862,50,R055/T03,Eucalyptus,Symphyomyrtus,Maidenaria,'Quadrangulatae' ms,NA,quadrangulata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.52,Humid,0,-34.40556,150.5028
Eucalyptus quadrangulata,Eucalyptus quadrangulata,Eucalyptus quadrangulata,eucalyptus_quadrangulata,618,2.25,0.7742,1067,183,-1066.862,50,R055/T04,Eucalyptus,Symphyomyrtus,Maidenaria,'Quadrangulatae' ms,NA,quadrangulata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.52,Humid,0,-34.40556,150.5028
Eucalyptus scias subsp. apoda,Eucalyptus scias subsp. apoda,Eucalyptus scias,eucalyptus_scias,6191,1.5,0.7082,1042,147,-1041.853,10,R285/T13,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,apoda,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Humid,0,-28.8525,152.1756
Eucalyptus scias subsp. apoda,Eucalyptus scias subsp. apoda,Eucalyptus scias,eucalyptus_scias,6191,1.5,0.7082,1042,147,-1041.853,10,R285/T14,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,apoda,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Humid,0,-28.8525,152.1756
Eucalyptus scias subsp. apoda,Eucalyptus scias subsp. apoda,Eucalyptus scias,eucalyptus_scias,6191,1.5,0.7082,1042,147,-1041.853,10,R285/T15,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,apoda,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Humid,0,-28.8525,152.1756
Eucalyptus scias subsp. apoda,Eucalyptus scias subsp. apoda,Eucalyptus scias,eucalyptus_scias,6191,1.5,0.7082,1042,147,-1041.853,10,R285/T16,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,apoda,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Humid,0,-28.8525,152.1756
Eucalyptus nicholii,Eucalyptus nicholii,Eucalyptus nicholii,eucalyptus_nicholii,6194,1.666667,0.6171,950,135,-949.8461,15,R275/T01,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nicholii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,5.95,Dry Subhumuid,1,-29.03611,152.1483
Eucalyptus nicholii,Eucalyptus nicholii,Eucalyptus nicholii,eucalyptus_nicholii,6194,1.666667,0.6171,950,135,-949.8461,15,R275/T02,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nicholii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,5.95,Dry Subhumuid,1,-29.03611,152.1483
Eucalyptus nicholii,Eucalyptus nicholii,Eucalyptus nicholii,eucalyptus_nicholii,6194,1.666667,0.6171,950,135,-949.8461,15,R275/T04,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,nicholii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,5.95,Dry Subhumuid,1,-29.03611,152.1483
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,eucalyptus_scoparia,6196,1,0.5587,866,142,-865.8451,15,R285/T05,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,scoparia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,7.7,Dry Subhumuid,1,-29.07083,151.9144
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,eucalyptus_scoparia,6196,1,0.5587,866,142,-865.8451,15,R285/T06,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,scoparia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,7.7,Dry Subhumuid,1,-29.07083,151.9144
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,eucalyptus_scoparia,6196,1,0.5587,866,142,-865.8451,15,R285/T07,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,scoparia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,7.7,Dry Subhumuid,1,-29.07083,151.9144
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,eucalyptus_scoparia,6196,1,0.5587,866,142,-865.8451,15,R285/T08,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,scoparia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,7.7,Dry Subhumuid,1,-29.07083,151.9144
Eucalyptus boliviana,Eucalyptus boliviana,Eucalyptus boliviana,eucalyptus_boliviana,6197,0.25,0.5653,859,137,-858.8481,12,R283/T13,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,NA,boliviana,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,33.6,Dry Subhumuid,1,-29.35306,151.9161
Eucalyptus boliviana,Eucalyptus boliviana,Eucalyptus boliviana,eucalyptus_boliviana,6197,0.25,0.5653,859,137,-858.8481,12,R283/T14,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,NA,boliviana,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,33.6,Dry Subhumuid,1,-29.35306,151.9161
Eucalyptus boliviana,Eucalyptus boliviana,Eucalyptus boliviana,eucalyptus_boliviana,6197,0.25,0.5653,859,137,-858.8481,12,R283/T15,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,NA,boliviana,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,33.6,Dry Subhumuid,1,-29.35306,151.9161
Eucalyptus boliviana,Eucalyptus boliviana,Eucalyptus boliviana,eucalyptus_boliviana,6197,0.25,0.5653,859,137,-858.8481,12,R283/T16,Eucalyptus,Eucalyptus,Eucalyptus,Olsenianae,NA,boliviana,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,33.6,Dry Subhumuid,1,-29.35306,151.9161
Eucalyptus burgessiana,Eucalyptus burgessiana,Eucalyptus burgessiana,eucalyptus_burgessiana,620,4,0.8921,1335,237,-1334.85,7,R167/T26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,13.3,Humid,0,-34.14833,151.0614
Eucalyptus burgessiana,Eucalyptus burgessiana,Eucalyptus burgessiana,eucalyptus_burgessiana,620,4,0.8921,1335,237,-1334.85,7,R167/T27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,13.3,Humid,0,-34.14833,151.0614
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,6203,0,0.6759,997,129,-996.8526,30,R283/T05,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-29.61278,152.2036
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,6203,0,0.6759,997,129,-996.8526,30,R283/T06,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-29.61278,152.2036
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,6203,0,0.6759,997,129,-996.8526,30,R283/T07,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-29.61278,152.2036
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,6203,0,0.6759,997,129,-996.8526,30,R283/T08,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-29.61278,152.2036
Eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus_robusta,6205,0,0.8178,1357,165,-1356.834,30,R242/T17,Eucalyptus,Symphyomyrtus,Latoangulatae,'Robustae' ms,NA,robusta,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,42.39375,Humid,0,-29.82639,153.2778
Eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus_robusta,6205,0,0.8178,1357,165,-1356.834,30,R242/T18,Eucalyptus,Symphyomyrtus,Latoangulatae,'Robustae' ms,NA,robusta,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,42.39375,Humid,0,-29.82639,153.2778
Eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus_robusta,6205,0,0.8178,1357,165,-1356.834,30,R242/T19,Eucalyptus,Symphyomyrtus,Latoangulatae,'Robustae' ms,NA,robusta,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,42.39375,Humid,0,-29.82639,153.2778
Eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus_robusta,6205,0,0.8178,1357,165,-1356.834,30,R242/T20,Eucalyptus,Symphyomyrtus,Latoangulatae,'Robustae' ms,NA,robusta,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,42.39375,Humid,0,-29.82639,153.2778
Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera,eucalyptus_resinifera,6206,0.6666667,0.813,1339,159,-1338.835,45,R248/T14,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,resinifera,hemilampra,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.3075,Humid,0,-29.80333,153.2519
Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera,eucalyptus_resinifera,6206,0.6666667,0.813,1339,159,-1338.835,45,R248/T16,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,resinifera,hemilampra,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.3075,Humid,0,-29.80333,153.2519
Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera subsp. hemilampra,Eucalyptus resinifera,eucalyptus_resinifera,6206,0.6666667,0.813,1339,159,-1338.835,45,R248/T17,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,resinifera,hemilampra,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,17.3075,Humid,0,-29.80333,153.2519
Eucalyptus acaciiformis,Eucalyptus acaciiformis,Eucalyptus acaciiformis,eucalyptus_acaciiformis,6217,1.333333,0.8955,1162,146,-1161.87,20,R242/T21,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,acaciiformis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.08,Humid,0,-30.47667,152.3228
Eucalyptus acaciiformis,Eucalyptus acaciiformis,Eucalyptus acaciiformis,eucalyptus_acaciiformis,6217,1.333333,0.8955,1162,146,-1161.87,20,R242/T22,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,acaciiformis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.08,Humid,0,-30.47667,152.3228
Eucalyptus acaciiformis,Eucalyptus acaciiformis,Eucalyptus acaciiformis,eucalyptus_acaciiformis,6217,1.333333,0.8955,1162,146,-1161.87,20,R242/T23,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,acaciiformis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.08,Humid,0,-30.47667,152.3228
Eucalyptus acaciiformis,Eucalyptus acaciiformis,Eucalyptus acaciiformis,eucalyptus_acaciiformis,6217,1.333333,0.8955,1162,146,-1161.87,20,R242/T24,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,acaciiformis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.08,Humid,0,-30.47667,152.3228
Eucalyptus globoidea,Eucalyptus globoidea,Eucalyptus globoidea,eucalyptus_globoidea,622,0.5,0.7942,1205,214,-1204.848,40,R060/T18,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,oblonga,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.655,Humid,0,-34.10222,151.0581
Eucalyptus globoidea,Eucalyptus globoidea,Eucalyptus globoidea,eucalyptus_globoidea,622,0.5,0.7942,1205,214,-1204.848,40,R194/T27,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,oblonga,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.655,Humid,0,-34.10222,151.0581
Eucalyptus globoidea,Eucalyptus globoidea,Eucalyptus globoidea,eucalyptus_globoidea,622,0.5,0.7942,1205,214,-1204.848,40,R194/T29,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,oblonga,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.655,Humid,0,-34.10222,151.0581
Eucalyptus elliptica,Eucalyptus elliptica,Eucalyptus elliptica,eucalyptus_elliptica,6228,0.75,0.6328,923,139,-922.8542,20,R273/T01,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.3175,Dry Subhumuid,1,-31.05028,151.7694
Eucalyptus elliptica,Eucalyptus elliptica,Eucalyptus elliptica,eucalyptus_elliptica,6228,0.75,0.6328,923,139,-922.8542,20,R273/T02,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.3175,Dry Subhumuid,1,-31.05028,151.7694
