Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus_deflexa,1110,0,0.1512,290,42,-289.8083,3,R070/T19,Eucalyptus,Symphyomyrtus,Dumaria,Merrickianae,NA,deflexa,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.0625,Arid,3,-32.92027778,120.3658333
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus_deflexa,1110,0,0.1512,290,42,-289.8083,3,R070/T20,Eucalyptus,Symphyomyrtus,Dumaria,Merrickianae,NA,deflexa,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.0625,Arid,3,-32.92027778,120.3658333
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus_densa,1111,0,0.1626,301,42,-300.815,10,R070/T13,NA,NA,NA,NA,NA,NA,NA,0.905,2.5175,3.435418806,-29.165,0.7,Tree,0,Obligate seeder,0,3.185,Arid,3,-33.0725,120.2169444
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus_densa,1111,0,0.1626,301,42,-300.815,10,R070/T15,NA,NA,NA,NA,NA,NA,NA,0.905,2.5175,3.435418806,-29.165,0.7,Tree,0,Obligate seeder,0,3.185,Arid,3,-33.0725,120.2169444
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona,eucalyptus_calycogona,1112,0,0.1626,301,42,-300.815,5,R070/T09,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,calycogona,calycogona,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.0875,Arid,3,-33.0725,120.2169444
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona,eucalyptus_calycogona,1112,0,0.1626,301,42,-300.815,5,R070/T10,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,calycogona,calycogona,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.0875,Arid,3,-33.0725,120.2169444
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona,eucalyptus_calycogona,1112,0,0.1626,301,42,-300.815,5,R070/T11,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,calycogona,calycogona,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.0875,Arid,3,-33.0725,120.2169444
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona,eucalyptus_calycogona,1112,0,0.1626,301,42,-300.815,5,R070/T12,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,calycogona,calycogona,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.0875,Arid,3,-33.0725,120.2169444
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica,eucalyptus_mimica,1114,0,0.1776,337,48,-336.8103,5,R070/T26,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,mimica,continens,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,2.352,Arid,3,-33.28527778,119.0230556
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica,eucalyptus_mimica,1114,0,0.1776,337,48,-336.8103,5,R070/T27,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,mimica,continens,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,2.352,Arid,3,-33.28527778,119.0230556
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica,eucalyptus_mimica,1114,0,0.1776,337,48,-336.8103,5,R070/T28,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,mimica,continens,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,2.352,Arid,3,-33.28527778,119.0230556
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus_virella,1116,0,0.1726,331,48,-330.8084,10,R062/T32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.3225,Arid,3,-33.1575,119.1633333
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus_virella,1116,0,0.1726,331,48,-330.8084,10,R062/T33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.3225,Arid,3,-33.1575,119.1633333
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus_virella,1116,0,0.1726,331,48,-330.8084,10,R062/T34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.3225,Arid,3,-33.1575,119.1633333
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1117,0,0.2038,377,70,-376.8151,8,R063/T06,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-33.3575,119.645
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1117,0,0.2038,377,70,-376.8151,8,R063/T07,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-33.3575,119.645
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1117,0,0.2038,377,70,-376.8151,8,R063/T08,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-33.3575,119.645
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus_quadrans,1119,0,0.2051,375,71,-374.8172,12,R063/T01,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,quadrans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.6,Semiarid,2,-33.3775,119.8938889
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus_quadrans,1119,0,0.2051,375,71,-374.8172,12,R063/T02,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,quadrans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.6,Semiarid,2,-33.3775,119.8938889
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus_quadrans,1119,0,0.2051,375,71,-374.8172,12,R063/T03,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,quadrans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.6,Semiarid,2,-33.3775,119.8938889
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus_quadrans,1119,0,0.2051,375,71,-374.8172,12,R063/T04,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,NA,quadrans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.6,Semiarid,2,-33.3775,119.8938889
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus_wyolensis,112,0,0.0622,173,31,-172.7221,7,R012/T29,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,NA,0.733333333,2,3.172036978,-27.76,0.933333333,Mallee,1,Lignotuber resprouter,2,23.625,Arid,3,-29.33694444,130.2202778
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus_wyolensis,112,0,0.0622,173,31,-172.7221,7,R012/T30,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,NA,0.733333333,2,3.172036978,-27.76,0.933333333,Mallee,1,Lignotuber resprouter,2,23.625,Arid,3,-29.33694444,130.2202778
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus_wyolensis,112,0,0.0622,173,31,-172.7221,7,R012/T31,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,NA,0.733333333,2,3.172036978,-27.76,0.933333333,Mallee,1,Lignotuber resprouter,2,23.625,Arid,3,-29.33694444,130.2202778
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus_dielsii,1120,0,0.2051,378,68,-377.8158,8,R069/T15,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Elongatae,NA,dielsii,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,7.35,Semiarid,2,-33.44611111,119.955
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus_dielsii,1120,0,0.2051,378,68,-377.8158,8,R069/T17,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Elongatae,NA,dielsii,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,7.35,Semiarid,2,-33.44611111,119.955
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus_megacornuta,1121,0,0.2086,375,63,-374.8203,15,R072/T04,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,megacornuta,NA,0.693333333,1.836666667,3.789884487,-26.88,0.966666667,Tree,0,Obligate seeder,0,9.8,Semiarid,2,-33.51194444,120.0388889
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus_megacornuta,1121,0,0.2086,375,63,-374.8203,15,R072/T05,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,megacornuta,NA,0.693333333,1.836666667,3.789884487,-26.88,0.966666667,Tree,0,Obligate seeder,0,9.8,Semiarid,2,-33.51194444,120.0388889
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus_megacornuta,1121,0,0.2086,375,63,-374.8203,15,R072/T06,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,megacornuta,NA,0.693333333,1.836666667,3.789884487,-26.88,0.966666667,Tree,0,Obligate seeder,0,9.8,Semiarid,2,-33.51194444,120.0388889
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus_megacornuta,1121,0,0.2086,375,63,-374.8203,15,R072/T07,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,megacornuta,NA,0.693333333,1.836666667,3.789884487,-26.88,0.966666667,Tree,0,Obligate seeder,0,9.8,Semiarid,2,-33.51194444,120.0388889
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,eucalyptus_sporadica,1122,0.75,0.2086,375,63,-374.8203,4,R069/T23,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,sporadica,NA,0.716666667,1.52,2.875234405,-27.91333333,1.133333333,Mallee,1,Lignotuber resprouter,2,6.825,Semiarid,2,-33.51194444,120.0388889
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,eucalyptus_sporadica,1122,0.75,0.2086,375,63,-374.8203,4,R069/T24,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,sporadica,NA,0.716666667,1.52,2.875234405,-27.91333333,1.133333333,Mallee,1,Lignotuber resprouter,2,6.825,Semiarid,2,-33.51194444,120.0388889
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,eucalyptus_sporadica,1122,0.75,0.2086,375,63,-374.8203,4,R069/T25,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,sporadica,NA,0.716666667,1.52,2.875234405,-27.91333333,1.133333333,Mallee,1,Lignotuber resprouter,2,6.825,Semiarid,2,-33.51194444,120.0388889
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,eucalyptus_sporadica,1122,0.75,0.2086,375,63,-374.8203,4,R069/T26,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,sporadica,NA,0.716666667,1.52,2.875234405,-27.91333333,1.133333333,Mallee,1,Lignotuber resprouter,2,6.825,Semiarid,2,-33.51194444,120.0388889
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa,eucalyptus_oleosa,1123,0,0.202,378,67,-377.813,8,R063/T09,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,corvina,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.5075,Semiarid,2,-33.57916667,120.0508333
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa,eucalyptus_oleosa,1123,0,0.202,378,67,-377.813,8,R063/T10,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,corvina,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.5075,Semiarid,2,-33.57916667,120.0508333
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa,eucalyptus_oleosa,1123,0,0.202,378,67,-377.813,8,R063/T11,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,corvina,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.5075,Semiarid,2,-33.57916667,120.0508333
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa,eucalyptus_oleosa,1123,0,0.202,378,67,-377.813,8,R063/T12,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,corvina,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,7.5075,Semiarid,2,-33.57916667,120.0508333
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,11239,0.5,0.0079,27,1,-26.6608,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,28.21,Hyper arid,4,-29.14166667,153.0083333
Eucalyptus arborella,Eucalyptus arborella,Eucalyptus arborella,eucalyptus_arborella,1127,0,0.1891,322,44,-321.8109,5,R070/T29,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,arborella,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,4.235,Arid,3,-34.04166667,119.375
Eucalyptus arborella,Eucalyptus arborella,Eucalyptus arborella,eucalyptus_arborella,1127,0,0.1891,322,44,-321.8109,5,R070/T30,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,arborella,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,4.235,Arid,3,-34.04166667,119.375
Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis,eucalyptus_suggrandis,1128,0,0.2642,461,69,-460.8256,5,R067/T03,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,suggrandis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.34375,Semiarid,2,-34.02472222,119.3752778
Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis,eucalyptus_suggrandis,1128,0,0.2642,461,69,-460.8256,5,R067/T04,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,suggrandis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.34375,Semiarid,2,-34.02472222,119.3752778
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1129,0,0.2642,461,69,-460.8256,8,R070/T21,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-34.02472222,119.3752778
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1129,0,0.2642,461,69,-460.8256,8,R070/T23,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-34.02472222,119.3752778
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,1129,0,0.2642,461,69,-460.8256,8,R070/T24,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Semiarid,2,-34.02472222,119.3752778
Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis,eucalyptus_socialis,113,0,0.0619,171,30,-170.7242,7,R009/T31,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.85875,Arid,3,-29.36972222,130.0491667
Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis,eucalyptus_socialis,113,0,0.0619,171,30,-170.7242,7,R009/T32,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.85875,Arid,3,-29.36972222,130.0491667
Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis,eucalyptus_socialis,113,0,0.0619,171,30,-170.7242,7,R009/T33,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.85875,Arid,3,-29.36972222,130.0491667
Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis subsp. victoriensis,Eucalyptus socialis,eucalyptus_socialis,113,0,0.0619,171,30,-170.7242,7,R009/T34,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.85875,Arid,3,-29.36972222,130.0491667
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R069/T32,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R069/T33,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R069/T34,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T26,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T27,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T28,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T29,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T30,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T31,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T32,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T33,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T34,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T35,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T36,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T37,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T38,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R120/T39,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T01,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T02,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T03,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T04,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T05,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
Eucalyptus rudis subsp. rudis,Eucalyptus rudis subsp. rudis,Eucalyptus rudis,eucalyptus_rudis,1131,2.666666667,0.2801,475,66,-474.8305,20,R121/T06,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,rudis,rudis,0.515,2.0825,7.055936232,-26.4,1.7,Tree,0,Combination resprouter,3,19.6875,Semiarid,2,-34.40583333,118.73
