TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row/Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,DroughtImpact_20192020,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID
Eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,30.09666667,120.6008333,177,24,R177/T24,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,30.09666667,120.6008333,177,25,R177/T25,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,30.09666667,120.6008333,177,26,R177/T26,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,,Species ,D.Nicolle,218,"Wellstead, WA",34,23,44,118,44,13,34.39555556,118.7369444,14,20,R014/T20,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,29.71166667,120.9136111,186,32,R186/T32,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,29.71166667,120.9136111,186,33,R186/T33,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,29.71055556,120.9213889,179,1,R179/T01,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,29.71055556,120.9213889,179,3,R179/T03,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
"Eucalyptus longissima
",Eucalyptus longissima,Eucalyptus longissima,,Species ,D.Nicolle,2184,"Menzies, WA",29,41,56,121,0,2,29.69888889,121.0005556,199,27,R199/T27,Dead,,,,,,,,,,,,2002,NA,NA,3,NA
Eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,34.51833333,118.62,18,8,R018/T08,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,4,NA
Eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,34.51833333,118.62,18,9,R018/T09,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,4,NA
Eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,34.51833333,118.62,18,10,R018/T10,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,4,NA
Eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,34.51833333,118.62,18,11,R018/T11,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,4,NA
Eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,29.19694444,120.2361111,186,1,R186/T01,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,29.19694444,120.2361111,186,4,R186/T04,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus semota,Eucalyptus semota,Eucalyptus semota,,Species ,D.Nicolle,2193,"Doolgunna, WA",25,37,12,119,23,17,25.62,119.3880556,179,26,R179/T26,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,,Subspecies,D.Nicolle,2198,"Newman, WA",23,7,44,119,16,34,23.12888889,119.2761111,185,13,R185/T13,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,26,20,R026/T20,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,26,21,R026/T21,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,26,22,R026/T22,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,8,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,26,23,R026/T23,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,170,1,R170/T01,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus notactiles,Eucalyptus notactites,Eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,170,4,R170/T04,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus eudesmioides,Eucalyptus eudesmioides,Eucalyptus eudesmioides,,Species ,D.Nicolle,2207,"Nerren Nerren, WA",26,55,9,114,39,9,26.91916667,114.6525,177,6,R177/T06,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus eudesmioides,Eucalyptus eudesmioides,Eucalyptus eudesmioides,,Species ,D.Nicolle,2207,"Nerren Nerren, WA",26,55,9,114,39,9,26.91916667,114.6525,177,7,R177/T07,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus beardiana,Eucalyptus beardiana,Eucalyptus beardiana,,Species ,D.Nicolle,2208,"Nerren Nerren, WA",27,7,44,114,33,12,27.12888889,114.5533333,186,9,R186/T09,Dead,,,,,,,,,,,,2000,NA,NA,2,NA
Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,,Subspecies,D.Nicolle,221,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,14,2,R014/T02,Dead,,,,,,,,,,,,1993,NA,NA,7,NA
Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,,Subspecies,D.Nicolle,221,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,14,3,R014/T03,Dead,,,,,,,,,,,,1993,NA,NA,7,NA
Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,Eucalyptus redunca subsp. redunca,,Subspecies,D.Nicolle,221,"Cape Melville, WA",34,35,34,118,43,56,34.59277778,118.7322222,14,4,R014/T04,Dead,,,,,,,,,,,,1993,NA,NA,7,NA
Corymbia chlorolampra,Corymbia chlorolampra,Corymbia haematoxylon,,Species ,D.Nicolle,2213,"Mt Peron 1, WA",30,6,21,115,9,10,30.10583333,115.1527778,189,21,R189/T21,Dead,,,,,,,,,,,,2000,NA,NA,2,NA
Corymbia chlorolampra,Corymbia chlorolampra,Corymbia haematoxylon,,Species ,D.Nicolle,2213,"Mt Peron 1, WA",30,6,21,115,9,10,30.10583333,115.1527778,189,22,R189/T22,Dead,,,,,,,,,,,,2000,NA,NA,2,NA
Eucalyptus albida,Eucalyptus albida,Eucalyptus albida,,Species ,D.Nicolle,2214,"Marchagee Track, WA",30,11,7,115,39,55,30.18527778,115.6652778,175,31,R175/T31,Dead,,,,,,,,,,,,1999,NA,NA,1,NA
Eucalyptus arachneae subsp. arrecta,Eucalyptus arachneae subsp. arrecta,Eucalyptus arachneae subsp. arrecta,,Subspecies,D.Nicolle,2216,"Morawa, WA",29,9,14,115,44,29,29.15388889,115.7413889,174,23,R174/T23,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus arachneae subsp. arrecta,Eucalyptus arachneae subsp. arrecta,Eucalyptus arachneae subsp. arrecta,,Subspecies,D.Nicolle,2216,"Morawa, WA",29,9,14,115,44,29,29.15388889,115.7413889,174,24,R174/T24,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,,Subspecies,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,29.19555556,115.8938889,187,35,R187/T35,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,,Subspecies,D.Nicolle,2218,"Morawa, WA",29,11,44,115,53,38,29.19555556,115.8938889,187,36,R187/T36,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,,Subspecies,D.Nicolle,222,"Cape Riche, WA",34,35,3,118,43,10,34.58416667,118.7194444,24,21,R024/T21,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,,Subspecies,D.Nicolle,222,"Cape Riche, WA",34,35,3,118,43,10,34.58416667,118.7194444,24,22,R024/T22,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,,Subspecies,D.Nicolle,222,"Cape Riche, WA",34,35,3,118,43,10,34.58416667,118.7194444,24,23,R024/T23,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,,Subspecies,D.Nicolle,222,"Cape Riche, WA",34,35,3,118,43,10,34.58416667,118.7194444,24,24,R024/T24,Dead,,,,,,,,,,,,1993,NA,NA,8,NA
Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,Eucalyptus lehmannii subsp. lehmannii,,Subspecies,D.Nicolle,222,"Cape Riche, WA",34,35,3,118,43,10,34.58416667,118.7194444,85,14,R085/T14,Dead,,,,,,,,,,,,1996,NA,NA,8,NA
Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,Eucalyptus kochii subsp. kochii,,Subspecies,D.Nicolle,2223,"Dalwallinu, WA",30,16,51,116,51,18,30.28083333,116.855,188,25,R188/T25,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus tenera,Eucalyptus tenera,Eucalyptus tenera,,Species ,D.Nicolle,2228,"Cadoux, WA",30,46,34,117,10,4,30.77611111,117.1677778,173,26,R173/T26,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. sargentii,Eucalyptus sargentii subsp. sargentii,Eucalyptus sargentii subsp. sargentii,,Subspecies,D.Nicolle,2229,"Koorda, WA",30,47,57,117,19,15,30.79916667,117.3208333,176,13,R176/T13,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. sargentii,Eucalyptus sargentii subsp. sargentii,Eucalyptus sargentii subsp. sargentii,,Subspecies,D.Nicolle,2229,"Koorda, WA",30,47,57,117,19,15,30.79916667,117.3208333,176,16,R176/T16,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus buprestium,Eucalyptus buprestium,Eucalyptus buprestium,,Species ,D.Nicolle,223,"Stirling Range, WA",34,30,28,118,34,58,34.50777778,118.5827778,44,10,R044/T10,Dead,,,,,,,,,,,,1994,NA,NA,2,NA
Eucalyptus buprestium,Eucalyptus buprestium,Eucalyptus buprestium,,Species ,D.Nicolle,223,"Stirling Range, WA",34,30,28,118,34,58,34.50777778,118.5827778,44,11,R044/T11,Dead,,,,,,,,,,,,1994,NA,NA,2,NA
Eucalyptus ceratocorys,Eucalyptus ceratocorys,Eucalyptus ceratocorys,,Species ,D.Nicolle,2232,"Koorda, WA",30,48,45,117,24,4,30.8125,117.4011111,175,9,R175/T09,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,2236,"Cunderdin, WA",31,49,41,117,8,9,31.82805556,117.1358333,171,19,R171/T19,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,2236,"Cunderdin, WA",31,49,41,117,8,9,31.82805556,117.1358333,171,20,R171/T20,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,2236,"Cunderdin, WA",31,49,41,117,8,9,31.82805556,117.1358333,171,21,R171/T21,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,2236,"Cunderdin, WA",31,49,41,117,8,9,31.82805556,117.1358333,171,22,R171/T22,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,34.51472222,118.3802778,23,13,R023/T13,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,34.51472222,118.3802778,23,14,R023/T14,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,34.51472222,118.3802778,23,15,R023/T15,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,34.51472222,118.3802778,23,16,R023/T16,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,2243,"Pallinup River, WA",34,19,53,118,39,53,34.33138889,118.6647222,173,18,R173/T18,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus ecostata  ,Eucalyptus ecostata,Eucalyptus ecostata,,Species ,D.Nicolle,2244,"Fitzgerald River Nat. Park, WA",33,56,43,119,55,47,33.94527778,119.9297222,225,37,R225/T37,Dead,,,,,,,,,,,,2001,NA,NA,1,NA
Eucalyptus burdettiana,Eucalyptus burdettiana,Eucalyptus burdettiana,,Species ,D.Nicolle,2246,"East Mt Barren, WA",33,55,33,120,1,36,33.92583333,120.0266667,173,5,R173/T05,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus burdettiana,Eucalyptus burdettiana,Eucalyptus burdettiana,,Species ,D.Nicolle,2246,"East Mt Barren, WA",33,55,33,120,1,36,33.92583333,120.0266667,173,8,R173/T08,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus coronata,Eucalyptus coronata,Eucalyptus coronata,,Species ,D.Nicolle,2247,"East Mt Barren, WA",33,55,33,120,1,36,33.92583333,120.0266667,188,38,R188/T38,Dead,,,,,,,,,,,,2000,NA,NA,4,NA
Eucalyptus sporadica ,Eucalyptus sporadica,Eucalyptus sporadica,,Species ,D.Nicolle,2248,"Kundip, WA",33,41,7,120,11,12,33.68527778,120.1866667,174,28,R174/T28,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus acies,Eucalyptus acies,Eucalyptus acies,,Species ,D.Nicolle,225,"Cheyne Beach, WA",34,53,23,118,24,25,34.88972222,118.4069444,42,24,R042/T24,Dead,,,,,,,,,,,,1994,NA,NA,7,NA
Eucalyptus acies,Eucalyptus acies,Eucalyptus acies,,Species ,D.Nicolle,225,"Cheyne Beach, WA",34,53,23,118,24,25,34.88972222,118.4069444,42,25,R042/T25,Dead,,,,,,,,,,,,1994,NA,NA,7,NA
Eucalyptus acies,Eucalyptus acies,Eucalyptus acies,,Species ,D.Nicolle,225,"Cheyne Beach, WA",34,53,23,118,24,25,34.88972222,118.4069444,42,26,R042/T26,Dead,,,,,,,,,,,,1994,NA,NA,7,NA
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,2251,"Ravensthorpe 2, WA",33,35,1,120,4,22,33.58361111,120.0727778,191,36,R191/T36,Dead,,,,,,,,,,,,2000,NA,NA,2,NA
Eucalyptus x missilis (E. angulosa x E. cornuta),Eucalyptus x missilis,,,Hybrid,D.Nicolle,226,"near Mermaid Point, WA",34,53,42,118,24,28,34.895,118.4077778,14,28,R014/T28,Dead,,,,,,,,,,,,1993,NA,NA,3,NA
Eucalyptus x missilis (E. angulosa x E. cornuta),Eucalyptus x missilis,,,Hybrid,D.Nicolle,226,"near Mermaid Point, WA",34,53,42,118,24,28,34.895,118.4077778,14,29,R014/T29,Dead,,,,,,,,,,,,1993,NA,NA,3,NA
Eucalyptus x missilis (E. angulosa x E. cornuta),Eucalyptus x missilis,,,Hybrid,D.Nicolle,226,"near Mermaid Point, WA",34,53,42,118,24,28,34.895,118.4077778,14,30,R014/T30,Dead,,,,,,,,,,,,1993,NA,NA,3,NA
Eucalyptus delicata,Eucalyptus delicata,Eucalyptus delicata,,Species ,D.Nicolle,2262,"Peak Charles, WA",33,3,19,121,10,35,33.05527778,121.1763889,174,6,R174/T06,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus delicata,Eucalyptus delicata,Eucalyptus delicata,,Species ,D.Nicolle,2262,"Peak Charles, WA",33,3,19,121,10,35,33.05527778,121.1763889,174,7,R174/T07,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus angustissima,Eucalyptus angustissima,Eucalyptus angustissima,,Species ,D.Nicolle,2264,"Lort River 2, WA",33,2,35,121,10,22,33.04305556,121.1727778,238,33,R238/T33,Dead,,,,,,,,,,,,2001,NA,NA,3,NA
Eucalyptus angustissima,Eucalyptus angustissima,Eucalyptus angustissima,,Species ,D.Nicolle,2264,"Lort River 2, WA",33,2,35,121,10,22,33.04305556,121.1727778,238,34,R238/T34,Dead,,,,,,,,,,,,2001,NA,NA,3,NA
Eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,227,"Takalerup, WA",34,39,20,117,57,21,34.65555556,117.9558333,24,34,R024/T34,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,227,"Takalerup, WA",34,39,20,117,57,21,34.65555556,117.9558333,24,35,R024/T35,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus rhomboidea,Eucalyptus rhomboidea,Eucalyptus rhomboidea,,Species ,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,32.56583333,120.7522222,177,20,R177/T20,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus rhomboidea,Eucalyptus rhomboidea,Eucalyptus rhomboidea,,Species ,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,32.56583333,120.7522222,177,23,R177/T23,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus rhomboidea,Eucalyptus rhomboidea,Eucalyptus rhomboidea,,Species ,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,32.56583333,120.7522222,187,12,R187/T12,Dead,,,,,,,,,,,,2000,NA,NA,8,NA
Eucalyptus rhomboidea,Eucalyptus rhomboidea,Eucalyptus rhomboidea,,Species ,D.Nicolle,2272,"Bremer Range, WA",32,33,57,120,45,8,32.56583333,120.7522222,187,15,R187/T15,Dead,,,,,,,,,,,,2000,NA,NA,8,NA
Eucalyptus talyuberlup,Eucalyptus talyuberlup,Eucalyptus talyuberlup,,Species ,D.Nicolle,228,"Stirling Range NP, WA",34,22,15,118,4,27,34.37083333,118.0741667,43,5,R043/T05,Dead,,,,,,,,,,,,1994,NA,NA,4,NA
Eucalyptus talyuberlup,Eucalyptus talyuberlup,Eucalyptus talyuberlup,,Species ,D.Nicolle,228,"Stirling Range NP, WA",34,22,15,118,4,27,34.37083333,118.0741667,43,7,R043/T07,Dead,,,,,,,,,,,,1994,NA,NA,4,NA
Eucalyptus talyuberlup,Eucalyptus talyuberlup,Eucalyptus talyuberlup,,Species ,D.Nicolle,228,"Stirling Range NP, WA",34,22,15,118,4,27,34.37083333,118.0741667,43,8,R043/T08,Dead,,,,,,,,,,,,1994,NA,NA,4,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,175,24,R175/T24,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,175,25,R175/T25,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,175,26,R175/T26,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,203,13,R203/T13,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,203,14,R203/T14,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,2281,"Bremer Range, WA",32,15,46,120,31,52,32.26277778,120.5311111,203,15,R203/T15,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Eucalyptus longicornis,Eucalyptus longicornis,Eucalyptus longicornis,,Species ,D.Nicolle,2284,"Lake Johnston 2, WA",32,13,48,120,30,24,32.23,120.5066667,176,18,R176/T18,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,,Species ,D.Nicolle,2286,"Lake Johnston, WA",32,3,12,120,45,8,32.05333333,120.7522222,178,2,R178/T02,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,,Species ,D.Nicolle,229,"Stirling Range NP, WA",34,22,15,118,4,27,34.37083333,118.0741667,75,1,R075/T01,Dead,,,,,,,,,Died in 2006,,,1995,NA,NA,1,NA
Eucalyptus erectifolia,Eucalyptus × erectifolia,Eucalyptus erectifolia,,Species ,D.Nicolle,231,"Stirling Range, WA",34,21,28,118,4,2,34.35777778,118.0672222,310,31,R310/T31,Dead,,,,,,,,,,,,2011,NA,NA,1,NA
Eucalyptus xanthonema (subsp. apposita),Eucalyptus xanthonema,Eucalyptus xanthonema,,Species,D.Nicolle,232,"Stirling Range, WA",34,20,7,118,7,11,34.33527778,118.1197222,20,27,R020/T27,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia (E. medialis),Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,233,"Stirling Range NP,  WA",34,19,16,118,11,32,34.32111111,118.1922222,26,30,R026/T30,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia (E. medialis),Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,233,"Stirling Range NP,  WA",34,19,16,118,11,32,34.32111111,118.1922222,26,31,R026/T31,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia (E. medialis),Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,233,"Stirling Range NP,  WA",34,19,16,118,11,32,34.32111111,118.1922222,26,32,R026/T32,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia (E. medialis),Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,233,"Stirling Range NP,  WA",34,19,16,118,11,32,34.32111111,118.1922222,26,33,R026/T33,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus phaenophylla,Eucalyptus phaenophylla,Eucalyptus phaenophylla,,Species ,D.Nicolle,235,"Chinocup Lake, WA",33,33,9,118,22,33,33.5525,118.3758333,18,20,R018/T20,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus phaenophylla,Eucalyptus phaenophylla,Eucalyptus phaenophylla,,Species ,D.Nicolle,236,"Lake Chinocup, WA",33,33,0,118,22,37,33.55,118.3769444,21,32,R021/T32,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus phaenophylla,Eucalyptus phaenophylla,Eucalyptus phaenophylla,,Species ,D.Nicolle,236,"Lake Chinocup, WA",33,33,0,118,22,37,33.55,118.3769444,21,33,R021/T33,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia,Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,240,"Harrismith, WA",32,58,28,117,47,59,32.97444444,117.7997222,25,23,R025/T23,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus hebetifolia,Eucalyptus hebetifolia,Eucalyptus hebetifolia,,Species ,D.Nicolle,240,"Harrismith, WA",32,58,28,117,47,59,32.97444444,117.7997222,25,24,R025/T24,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus kondininensis,Eucalyptus kondininensis,Eucalyptus kondininensis,,Species ,D.Nicolle,242,"Kondinin, WA",32,30,2,118,15,49,32.50055556,118.2636111,26,25,R026/T25,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
