TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row/Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,DroughtImpact_20192020,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID
Eucalyptus kondininensis,Eucalyptus kondininensis,Eucalyptus kondininensis,,Species ,D.Nicolle,242,"Kondinin, WA",32,30,2,118,15,49,32.50055556,118.2636111,26,26,R026/T26,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus kondininensis,Eucalyptus kondininensis,Eucalyptus kondininensis,,Species ,D.Nicolle,242,"Kondinin, WA",32,30,2,118,15,49,32.50055556,118.2636111,26,27,R026/T27,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus ornata,Eucalyptus ornata,Eucalyptus ornata,,Species ,D.Nicolle,243,"Kondinin, WA",32,27,3,118,20,58,32.45083333,118.3494444,27,35,R027/T35,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Eucalyptus ornata,Eucalyptus ornata,Eucalyptus ornata,,Species ,D.Nicolle,243,"Kondinin, WA",32,27,3,118,20,58,32.45083333,118.3494444,27,36,R027/T36,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Corymbia opaca,Corymbia opaca,Corymbia opaca,,Species ,D.Nicolle,2434,"Alice Springs, NT",24,0,30,133,39,21,24.00833333,133.6558333,179,15,R179/T15,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus victrix,Eucalyptus victrix,Eucalyptus victrix,,Species,D.Nicolle,2436,"Barrow Creek, NT",22,0,34,133,27,50,22.00944444,133.4638889,176,10,R176/T10,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus victrix,Eucalyptus victrix,Eucalyptus victrix,,Species,D.Nicolle,2436,"Barrow Creek, NT",22,0,34,133,27,50,22.00944444,133.4638889,176,11,R176/T11,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,179,5,R179/T05,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,179,6,R179/T06,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,179,7,R179/T07,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,179,8,R179/T08,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,203,17,R203/T17,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,203,18,R203/T18,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,203,19,R203/T19,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia sphaerica,Corymbia sphaerica,Corymbia sphaerica,,Species ,D.Nicolle,2437,"Barrow Creek, NT",21,13,15,134,7,57,21.22083333,134.1325,203,20,R203/T20,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,201,36,R201/T36,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,201,37,R201/T37,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,201,38,R201/T38,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,201,39,R201/T39,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,319,26,R319/T26,Dead,,,,,,,,,,,,2011,NA,NA,6,NA
Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,Corymbia deserticola subsp. mesogeotica,,Subspecies,D.Nicolle,2439,"Tennant Creek, NT",20,1,25,134,12,51,20.02361111,134.2141667,319,27,R319/T27,Dead,,,,,,,,,,,,2011,NA,NA,6,NA
Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,244,"Corrigin, WA",32,19,55,117,50,48,32.33194444,117.8466667,45,2,R045/T02,Dead,,,,,,,,,,,,1994,NA,NA,4,NA
Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,,Subspecies,D.Nicolle,2441,"Renner Springs, NT",18,17,18,133,46,42,18.28833333,133.7783333,206,17,R206/T17,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,,Subspecies,D.Nicolle,2441,"Renner Springs, NT",18,17,18,133,46,42,18.28833333,133.7783333,206,18,R206/T18,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,,Subspecies,D.Nicolle,2441,"Renner Springs, NT",18,17,18,133,46,42,18.28833333,133.7783333,206,19,R206/T19,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,Corymbia setosa subsp. setosa,,Subspecies,D.Nicolle,2441,"Renner Springs, NT",18,17,18,133,46,42,18.28833333,133.7783333,206,20,R206/T20,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia ferruginea subsp. stypophylla,Corymbia ferruginea subsp. stypophylla,Corymbia ferruginea subsp. stypophylla,,Subspecies,D.Nicolle,2443,"Renner Springs, NT",17,52,56,133,41,51,17.88222222,133.6975,200,37,R200/T37,Dead,,,,,,,,,,,,2002,NA,NA,2,NA
Corymbia ferruginea subsp. stypophylla,Corymbia ferruginea subsp. stypophylla,Corymbia ferruginea subsp. stypophylla,,Subspecies,D.Nicolle,2443,"Renner Springs, NT",17,52,56,133,41,51,17.88222222,133.6975,200,38,R200/T38,Dead,,,,,,,,,,,,2002,NA,NA,2,NA
Corymbia terminalis ,Corymbia terminalis,Corymbia terminalis,,Species ,D.Nicolle,2449,"Jasper Gorge, NT",15,47,33,130,39,22,15.7925,130.6561111,169,28,R169/T28,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Corymbia terminalis ,Corymbia terminalis,Corymbia terminalis,,Species ,D.Nicolle,2449,"Jasper Gorge, NT",15,47,33,130,39,22,15.7925,130.6561111,169,29,R169/T29,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Corymbia terminalis ,Corymbia terminalis,Corymbia terminalis,,Species ,D.Nicolle,2449,"Jasper Gorge, NT",15,47,33,130,39,22,15.7925,130.6561111,169,30,R169/T30,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Corymbia terminalis ,Corymbia terminalis,Corymbia terminalis,,Species ,D.Nicolle,2449,"Jasper Gorge, NT",15,47,33,130,39,22,15.7925,130.6561111,169,31,R169/T31,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,32.19861111,117.6658333,42,1,R042/T01,Dead,,,,,,,,,,,,1994,NA,NA,8,NA
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,32.19861111,117.6658333,189,12,R189/T12,Dead,,,,,,,,,,,,2000,NA,NA,8,NA
Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,,Species ,D.Nicolle,2452,"Willeroo, NT",14,52,54,131,54,22,14.88166667,131.9061111,171,1,R171/T01,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,,Species ,D.Nicolle,2452,"Willeroo, NT",14,52,54,131,54,22,14.88166667,131.9061111,171,3,R171/T03,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,,Species ,D.Nicolle,2452,"Willeroo, NT",14,52,54,131,54,22,14.88166667,131.9061111,171,4,R171/T04,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus apodophylla,Eucalyptus apodophylla,Eucalyptus apodophylla,,Species ,D.Nicolle,2456,"Pine Creek, NT",13,50,53,131,50,24,13.84805556,131.84,167,21,R167/T21,Dead,,,,,,,,,,,,1999,NA,NA,7,NA
Corymbia polysciada,Corymbia polysciada,Corymbia polysciada,,Species ,D.Nicolle,2457,"Pine Creek, NT",13,50,53,131,50,24,13.84805556,131.84,173,12,R173/T12,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Corymbia polysciada,Corymbia polysciada,Corymbia polysciada,,Species ,D.Nicolle,2457,"Pine Creek, NT",13,50,53,131,50,24,13.84805556,131.84,173,13,R173/T13,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Corymbia polysciada,Corymbia polysciada,Corymbia polysciada,,Species ,D.Nicolle,2457,"Pine Creek, NT",13,50,53,131,50,24,13.84805556,131.84,173,14,R173/T14,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus umbrawarrensis,Eucalyptus umbrawarrensis,Eucalyptus umbrawarrensis,,Species ,D.Nicolle,2458,"Pine Creek, NT",13,54,41,131,46,10,13.91138889,131.7694444,167,9,R167/T09,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus marginata subsp. thalassica,Eucalyptus marginata subsp. thalassica,Eucalyptus marginata,,Species ,D.Nicolle,246,"east of Gingin, WA",31,19,48,116,3,11,31.33,116.0530556,26,28,R026/T28,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,2,NA
Eucalyptus marginata subsp. thalassica,Eucalyptus marginata subsp. thalassica,Eucalyptus marginata,,Species ,D.Nicolle,246,"east of Gingin, WA",31,19,48,116,3,11,31.33,116.0530556,26,29,R026/T29,Dead,,,,,,,,,Died in 2006,,,1993,NA,NA,2,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,167,15,R167/T15,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,167,16,R167/T16,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,167,17,R167/T17,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,167,18,R167/T18,Dead,,,,,,,,,,,,1999,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,244,10,R244/T10,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,244,10,R244/T10,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,244,11,R244/T11,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,Corymbia grandifolia subsp. lamprocardia,,Subspecies,D.Nicolle,2461,"Pine Creek, NT",13,39,58,132,3,10,13.66611111,132.0527778,244,12,R244/T12,Dead,,,,,,,,,,,,2002,NA,NA,8,NA
Corymbia dichromophloia,Corymbia dichromophloia,Corymbia rubens,,Species ,D.Nicolle,2463,"Pine Creek, NT",13,39,13,132,9,23,13.65361111,132.1563889,305,26,R305/T26,Dead,,,,,,,,,,,,2010,NA,NA,3,NA
Corymbia dichromophloia,Corymbia dichromophloia,Corymbia rubens,,Species ,D.Nicolle,2463,"Pine Creek, NT",13,39,13,132,9,23,13.65361111,132.1563889,305,27,R305/T27,Dead,,,,,,,,,,,,2010,NA,NA,3,NA
Corymbia jacobsiana,Corymbia jacobsiana,Corymbia jacobsiana,,Species ,D.Nicolle,2464,"Pine Creek, NT",13,44,58,131,44,31,13.74944444,131.7419444,245,4,R245/T04,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia jacobsiana,Corymbia jacobsiana,Corymbia jacobsiana,,Species ,D.Nicolle,2464,"Pine Creek, NT",13,44,58,131,44,31,13.74944444,131.7419444,245,5,R245/T05,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia jacobsiana,Corymbia jacobsiana,Corymbia jacobsiana,,Species ,D.Nicolle,2464,"Pine Creek, NT",13,44,58,131,44,31,13.74944444,131.7419444,245,6,R245/T06,Dead,,,,,,,,,,,,2002,NA,NA,7,NA
Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,2466,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,20,R242/T20,Dead,,,,,,,,,,,,2002,NA,NA,4,NA
Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,2466,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,21,R242/T21,Dead,,,,,,,,,,,,2002,NA,NA,4,NA
Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,2466,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,22,R242/T22,Dead,,,,,,,,,,,,2002,NA,NA,4,NA
Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,2466,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,23,R242/T23,Dead,,,,,,,,,,,,2002,NA,NA,4,NA
Eucalyptus oligantha,Eucalyptus oligantha,Eucalyptus oligantha,,Species ,D.Nicolle,2468,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,165,5,R165/T05,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus oligantha,Eucalyptus oligantha,Eucalyptus oligantha,,Species ,D.Nicolle,2468,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,165,6,R165/T06,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus todtiana,Eucalyptus todtiana,Eucalyptus todtiana,,Species ,D.Nicolle,247,"Gingin, WA",31,20,23,116,0,43,31.33972222,116.0119444,26,19,R026/T19,Dead,,,,,,,,,,,,1993,NA,NA,2,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,31,R171/T31,Dead,,,,,,,,,,,,1999,NA,NA,6,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,32,R171/T32,Dead,,,,,,,,,,,,1999,NA,NA,6,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,33,R171/T33,Dead,,,,,,,,,,,,1999,NA,NA,6,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,24,R244/T24,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,25,R244/T25,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,2470,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,26,R244/T26,Dead,,,,,,,,,,,,2002,NA,NA,6,NA
Corymbia porrecta,Corymbia porrecta,Corymbia porrecta,,Species ,D.Nicolle,2471,"Humpty Doo, NT",12,42,30,131,25,27,12.70833333,131.4241667,174,33,R174/T33,Dead,,,,,,,,,,,,1999,NA,NA,2,NA
Corymbia porrecta,Corymbia porrecta,Corymbia porrecta,,Species ,D.Nicolle,2471,"Humpty Doo, NT",12,42,30,131,25,27,12.70833333,131.4241667,245,28,R245/T28,Dead,,,,,,,,,,,,2002,NA,NA,2,NA
Corymbia chartacea,Corymbia chartacea,Corymbia chartacea,,Species ,D.Nicolle,2474,"Jabiru, NT",12,32,14,132,54,7,12.53722222,132.9019444,177,31,R177/T31,Dead,,,,,,,,,,,,1999,NA,NA,1,NA
Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,2475,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,12,R165/T12,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,2475,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,13,R165/T13,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,2475,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,14,R165/T14,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,2476,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,169,20,R169/T20,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,2476,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,169,21,R169/T21,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,2476,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,28,R198/T28,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,2476,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,29,R198/T29,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,2476,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,30,R198/T30,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,2479,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,26,R172/T26,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,2479,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,27,R172/T27,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,2479,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,28,R172/T28,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,2479,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,29,R172/T29,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,2479,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,241,24,R241/T24,Dead,,,,,,,,,,,,2002,NA,NA,5,NA
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,2482,"Nourlangie Rock, NT",12,51,18,132,49,5,12.855,132.8180556,167,3,R167/T03,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,2482,"Nourlangie Rock, NT",12,51,18,132,49,5,12.855,132.8180556,167,4,R167/T04,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,2483,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,170,34,R170/T34,Dead,,,,,,,,,,,,1999,NA,NA,5,NA
Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,2483,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,21,R196/T21,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,2483,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,22,R196/T22,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,2483,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,23,R196/T23,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,2483,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,24,R196/T24,Dead,,,,,,,,,,,,2000,NA,NA,5,NA
Corymbia arnhemensis,Corymbia arnhemensis,Corymbia arnhemensis,,Species ,D.Nicolle,2484,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,312,29,R312/T29,Dead,,,,,,,,,,,,2011,NA,NA,2,NA
Eucalyptus koolpinensis,Eucalyptus koolpinensis,Eucalyptus koolpinensis,,Species ,D.Nicolle,2486,"Kakadu Nat. Park, NT",13,30,57,132,34,32,13.51583333,132.5755556,167,29,R167/T29,Dead,,,,,,,,,,,,1999,NA,NA,3,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,166,25,R166/T25,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,166,26,R166/T26,Dead,,,,,,,,,,,,1999,NA,NA,9,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,14,R243/T14,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,15,R243/T15,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,16,R243/T16,Dead,,,,,,,,,,,,2002,NA,NA,9,NA
Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,2488,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,306,28,R306/T28,Dead,,,,,,,,,,,,2010,NA,NA,9,NA
Eucalyptus argutifolia,Eucalyptus argutifolia,Eucalyptus argutifolia,,Species ,D.Nicolle,249,"Seabird, WA",31,17,8,115,26,50,31.28555556,115.4472222,14,34,R014/T34,Dead,,,,,,,,,,,,1993,NA,NA,4,NA
Corymbia pocillum,Corymbia pocillum,Corymbia pocillum,,Species ,D.Nicolle,2497,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,172,5,R172/T05,Dead,,,,,,,,,,,,1999,NA,NA,4,NA
