UniqueID,Yearplanted.x,Drought2006Scale.mean,Drought2006Scale.sd,Drought2006Scale.l,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,Aridclass,MAT,MTWarmQ,MTColdQ,AP,PWetM,PDryM,PS,PWetQ,PDryQ,PWarmQ,PColdQ,MDR,ISOT,TS,MaxTWarmM,MinTCM,TAR,MTWetQ,MeanTDryQ,et0_yr_corrected,PrecDeficit,Taxonthornhill_AC_VPM,Thornhill_bionomial_tip_match,MotherTreeHeight_AVG_m,RegenStrategysimplified,height_max_m,Habit,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,n,Diamthickness.mm..mean,Diamthickness.mm..sd,Diamthickness.mm..l,Wooddensity.g.cm3..mean,Wooddensity.g.cm3..sd,Wooddensity.g.cm3..l,Average.Size_cm2.mean,Average.Size_cm2.sd,Average.Size_cm2.l,SLA_m2.kg.mean,SLA_m2.kg.sd,SLA_m2.kg.l,d13C.mean,d13C.sd,d13C.l,totalN.mean,totalN.sd,totalN.l,totalC.mean,totalC.sd,totalC.l
121,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cylindrocarpa,"Balladonia, WA",-32.22222222,123.365,0.1504,Arid,17.22500038,22.66666603,11.5,298,32,17,18.51552582,87,61,72,73,14.33333302,53.2837677,451.1374512,31.5,4.599999905,26.89999962,17.81666565,14.4333334,0.198,-297.802,Eucalyptus cylindrocarpa,eucalyptus cylindrocarpa,NA,Lignotuber resprouter,6,Mallee,80,9,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1993,0,0,3,0,0,3,0,0,3,Eucalyptus spreta,"Balladonia, WA",-32.22222222,123.365,0.1504,Arid,17.22500038,22.66666603,11.5,298,32,17,18.51552582,87,61,72,73,14.33333302,53.2837677,451.1374512,31.5,4.599999905,26.89999962,17.81666565,14.4333334,0.198,-297.802,eucalyptus spreta,eucalyptus spreta,NA,Obligate seeder,10,Tree,100,13.5,9.45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus grossa,"Newman Rock, WA",-32.20944444,123.3386111,0.1501,Arid,17.20833397,22.68333435,11.41666698,299,32,17,17.83123589,87,62,72,74,14.35000038,53.14814758,454.5318909,31.5,4.5,27,17.81666565,14.39999962,0.1991,-298.8009,Eucalyptus grossa,eucalyptus grossa,NA,Lignotuber resprouter,3,Mallee,100,40,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1993,0,0,2,0,0,2,0,0,2,Eucalyptus histophylla,"Balladonia, WA",-32.19861111,123.3191667,0.1484,Arid,17.27916718,22.81666756,11.41666698,297,32,17,18.22461319,87,62,71,73,14.45833397,52.96092987,459.3743591,31.70000076,4.400000095,27.30000114,17.86666679,14.48333359,0.2001,-296.7999,Eucalyptus histophylla,eucalyptus histophylla,NA,Lignotuber resprouter,6,Mallee,95,11,7.315,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1996,0,0,3,0,0,3,0,0,3,Eucalyptus histophylla,"Balladonia, WA",-32.19861111,123.3191667,0.1484,Arid,17.27916718,22.81666756,11.41666698,297,32,17,18.22461319,87,62,71,73,14.45833397,52.96092987,459.3743591,31.70000076,4.400000095,27.30000114,17.86666679,14.48333359,0.2001,-296.7999,Eucalyptus histophylla,eucalyptus histophylla,NA,Lignotuber resprouter,6,Mallee,95,11,7.315,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus histophylla,"Balladonia, WA",-32.19861111,123.3191667,0.1484,Arid,17.27916718,22.81666756,11.41666698,297,32,17,18.22461319,87,62,71,73,14.45833397,52.96092987,459.3743591,31.70000076,4.400000095,27.30000114,17.86666679,14.48333359,0.2001,-296.7999,Eucalyptus histophylla,eucalyptus histophylla,NA,Lignotuber resprouter,6,Mallee,95,11,7.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus histophylla,"Balladonia, WA",-32.19861111,123.3191667,0.1484,Arid,17.27916718,22.81666756,11.41666698,297,32,17,18.22461319,87,62,71,73,14.45833397,52.96092987,459.3743591,31.70000076,4.400000095,27.30000114,17.86666679,14.48333359,0.2001,-296.7999,Eucalyptus histophylla,eucalyptus histophylla,NA,Lignotuber resprouter,6,Mallee,95,11,7.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1993,0,0,4,0,0,4,0,0,4,Eucalyptus cyclostoma,"Newman Rock, WA",-32.15944444,123.24,0.1466,Arid,17.39583397,22.93333244,11.5,296,32,16,18.74650192,86,61,70,76,14.40833378,52.97181702,461.1421204,31.79999924,4.599999905,27.19999886,18,14.58333397,0.2017,-295.7983,Eucalyptus cyclostoma,eucalyptus cyclostoma,NA,Lignotuber resprouter,3,Mallee,80,12.5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus protensa,"Newman Rock, WA",-32.0975,123.1141667,0.1493,Arid,17.16666603,22.71666718,11.38333321,300,33,16,20.48366165,90,60,69,77,14.14999962,52.79850769,457.0375671,31.39999962,4.599999905,26.79999924,17.70000076,14.35000038,0.2008,-299.7992,eucalyptus protensa,eucalyptus protensa,NA,Obligate seeder,10,Tree,87.5,12,7.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus protensa,"Newman Rock, WA",-32.0975,123.1141667,0.1493,Arid,17.16666603,22.71666718,11.38333321,300,33,16,20.48366165,90,60,69,77,14.14999962,52.79850769,457.0375671,31.39999962,4.599999905,26.79999924,17.70000076,14.35000038,0.2008,-299.7992,eucalyptus protensa,eucalyptus protensa,NA,Obligate seeder,10,Tree,87.5,12,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1993,0,0,4,0,0,4,0,0,4,Eucalyptus effusa subsp. effusa,"Fraser Range, WA",-32.05222222,122.965,0.1545,Arid,16.82083321,22.5,10.9333334,308,35,17,21.17298889,93,62,68,80,14.14166641,52.37654495,467.0578003,31.29999924,4.300000191,27,17.35000038,13.91666603,0.1993,-307.8007,Eucalyptus effusa subsp. effusa,eucalyptus effusa,4,Lignotuber resprouter,4,Mallee,87.5,12.5,7.65625,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus fraseri subsp. melanobasis,"Fraser Range south, WA",-32.02805556,122.8666667,0.1664,Arid,16.66250038,22.36666679,10.73333359,327,38,17,23.34063721,101,65,69,89,14.09166718,52.38537598,469.8554993,31.20000076,4.300000191,26.90000153,11.60000038,13.71666718,0.1964,-326.8036,Eucalyptus fraseri subsp. melanobasis,NA,NA,Obligate seeder,15,Tree,132.5,26.5,24.57875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus fraseri subsp. melanobasis,"Fraser Range south, WA",-32.02805556,122.8666667,0.1664,Arid,16.66250038,22.36666679,10.73333359,327,38,17,23.34063721,101,65,69,89,14.09166718,52.38537598,469.8554993,31.20000076,4.300000191,26.90000153,11.60000038,13.71666718,0.1964,-326.8036,Eucalyptus fraseri subsp. melanobasis,NA,NA,Obligate seeder,15,Tree,132.5,26.5,24.57875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1993,0,0,4,0,0,4,0,0,4,Eucalyptus dundasii,"Fraser Range, WA",-32.025,122.7738889,0.1693,Arid,16.70833397,22.31666756,10.83333302,332,39,17,23.86104584,104,67,69,92,13.66666698,51.76767731,464.8891907,31,4.599999905,26.39999962,11.69999981,13.76666641,0.196,-331.804,Eucalyptus dundasii,eucalyptus dundasii,15,Obligate seeder,15,Tree,90,11.5,7.245,4,2.203333333,0.467582435,3,0.796666667,0.04163332,3,9.822,1.10449038,3,3.123869432,0.230206349,3,-26.54666667,0.340196022,3,0.766666667,0.057735027,3,51.76666667,0.305505046,3
130,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus tortilis,"Norseman, WA",-32.06388889,122.2058333,0.1485,Arid,17.125,22.95000076,11.03333378,298,32,19,17.84109879,89,64,66,80,13.33333302,49.93758011,481.7935181,31.5,4.800000191,26.70000076,14.44999981,14.0666666,0.2006,-297.7994,Eucalyptus tortilis,eucalyptus tortilis,NA,Obligate seeder,8,Tree,75,12.5,6.5625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus tortilis,"Norseman, WA",-32.06388889,122.2058333,0.1485,Arid,17.125,22.95000076,11.03333378,298,32,19,17.84109879,89,64,66,80,13.33333302,49.93758011,481.7935181,31.5,4.800000191,26.70000076,14.44999981,14.0666666,0.2006,-297.7994,Eucalyptus tortilis,eucalyptus tortilis,NA,Obligate seeder,8,Tree,75,12.5,6.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1993,0,0,4,0,0,4,0,0,4,Eucalyptus planipes,"Heartbreak Ridge, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,NA,Eucalyptus griffithsii,2,Lignotuber resprouter,8,Tree,95,19,12.635,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1994,0,0,2,0,0,2,0,0,2,Eucalyptus celastroides,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,Eucalyptus celastroides,NA,3,Lignotuber resprouter,8,Mallee,85,11.5,6.8425,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus celastroides,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,Eucalyptus celastroides,NA,3,Lignotuber resprouter,8,Mallee,85,11.5,6.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1993,0,0,2,0,0,2,0,0,2,Eucalyptus platydisca,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,eucalyptus platydisca,eucalyptus platydisca,3,Lignotuber resprouter,4,Mallee,92.5,12.5,8.09375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1999,0,0,3,0,0,3,1.333333333,1.154700538,3,Eucalyptus platydisca,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,eucalyptus platydisca,eucalyptus platydisca,3,Lignotuber resprouter,4,Mallee,92.5,12.5,8.09375,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus platydisca,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,eucalyptus platydisca,eucalyptus platydisca,3,Lignotuber resprouter,4,Mallee,92.5,12.5,8.09375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus platydisca,"Mt Norcott, WA",-32.11833333,122.0086111,0.1546,Arid,16.88750076,22.79999924,10.80000019,310,32,20,15.95681095,90,66,71,81,13.625,50.4629631,485.4806824,31.60000038,4.599999905,27,17.45000076,13.80000019,0.2004,-309.7996,eucalyptus platydisca,eucalyptus platydisca,3,Lignotuber resprouter,4,Mallee,92.5,12.5,8.09375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ravida,"Mt Norcott, WA",-32.09388889,122.0266667,0.1502,Arid,17.03333282,22.91666794,10.98333359,301,32,19,16.38507843,88,64,69,80,13.58333397,50.49566269,482.9141541,31.70000076,4.800000191,26.90000153,14.3166666,13.94999981,0.2003,-300.7997,eucalyptus ravida,eucalyptus ravida,NA,Obligate seeder,10,Tree,94,15.5,10.199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ravida,"Mt Norcott, WA",-32.09388889,122.0266667,0.1502,Arid,17.03333282,22.91666794,10.98333359,301,32,19,16.38507843,88,64,69,80,13.58333397,50.49566269,482.9141541,31.70000076,4.800000191,26.90000153,14.3166666,13.94999981,0.2003,-300.7997,eucalyptus ravida,eucalyptus ravida,NA,Obligate seeder,10,Tree,94,15.5,10.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1994,0,0,3,0,0,3,0,0,3,Eucalyptus torquata,"Norseman, WA",-32.13638889,121.6930556,0.1487,Arid,17.09583282,22.95000076,11.13333321,297,32,19,16.31950378,88,63,67,80,13.22500038,49.90565872,478.2042847,31.60000038,5.099999905,26.5,14.4333334,14,0.1996,-296.8004,Eucalyptus torquata,eucalyptus torquata,NA,Obligate seeder,12,Tree,97.5,16.5,11.26125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus torquata,"Norseman, WA",-32.13638889,121.6930556,0.1487,Arid,17.09583282,22.95000076,11.13333321,297,32,19,16.31950378,88,63,67,80,13.22500038,49.90565872,478.2042847,31.60000038,5.099999905,26.5,14.4333334,14,0.1996,-296.8004,Eucalyptus torquata,eucalyptus torquata,NA,Obligate seeder,12,Tree,97.5,16.5,11.26125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1993,0,0,3,0,0,3,0,0,3,Eucalyptus brockwayi,"Norseman north, WA",-32.13666667,121.6941667,0.1487,Arid,17.09583282,22.95000076,11.13333321,297,32,19,16.31950378,88,63,67,80,13.22500038,49.90565872,478.2042847,31.60000038,5.099999905,26.5,14.4333334,14,0.1996,-296.8004,Eucalyptus brockwayi,eucalyptus brockwayi,20,Obligate seeder,15,Tree,110,13,10.01,3,2.331666667,0.490824137,3,0.763333333,0.015275252,3,9.064,1.633573996,3,2.841719995,0.430633929,3,-26.32666667,0.860716756,3,0.933333333,0.057735027,3,53.46666667,1.4571662,3
136,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus brockwayi,"Norseman north, WA",-32.13666667,121.6941667,0.1487,Arid,17.09583282,22.95000076,11.13333321,297,32,19,16.31950378,88,63,67,80,13.22500038,49.90565872,478.2042847,31.60000038,5.099999905,26.5,14.4333334,14,0.1996,-296.8004,Eucalyptus brockwayi,eucalyptus brockwayi,20,Obligate seeder,15,Tree,110,13,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1994,0,0,2,0,0,2,0,0,2,Eucalyptus pterocarpa,"Norseman, WA",-32.15138889,121.6394444,0.1538,Arid,16.82916641,22.61666679,10.9333334,302,32,19,15.8690443,90,66,66,83,13.00833321,50.03205109,473.8788757,31.10000038,5.099999905,26,11.83333302,22.61666679,0.1963,-301.8037,eucalyptus pterocarpa,eucalyptus pterocarpa,NA,Obligate seeder,10,Tree,107.5,20,15.05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1999,0,0,4,0,0,4,0,0,4,Eucalyptus pterocarpa,"Norseman, WA",-32.15138889,121.6394444,0.1538,Arid,16.82916641,22.61666679,10.9333334,302,32,19,15.8690443,90,66,66,83,13.00833321,50.03205109,473.8788757,31.10000038,5.099999905,26,11.83333302,22.61666679,0.1963,-301.8037,eucalyptus pterocarpa,eucalyptus pterocarpa,NA,Obligate seeder,10,Tree,107.5,20,15.05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pterocarpa,"Norseman, WA",-32.15138889,121.6394444,0.1538,Arid,16.82916641,22.61666679,10.9333334,302,32,19,15.8690443,90,66,66,83,13.00833321,50.03205109,473.8788757,31.10000038,5.099999905,26,11.83333302,22.61666679,0.1963,-301.8037,eucalyptus pterocarpa,eucalyptus pterocarpa,NA,Obligate seeder,10,Tree,107.5,20,15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1993,0,0,4,0,0,4,0,0,4,Eucalyptus websteriana,"Norseman, WA",-32.15333333,121.7361111,0.1447,Arid,17.48749924,23.31666565,11.5,298,32,19,15.98883343,88,64,68,80,13.42500019,50.46992493,478.0553589,32,5.400000095,26.60000038,12.38333321,14.41666698,0.2058,-297.7942,E. websteriana subsp. websteriana,NA,2,Lignotuber resprouter,5,Mallee,31.5,19.5,4.29975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1993,0,0,4,0,0,4,0,0,4,Eucalyptus loxophleba subsp. lissophloia,"McPherson Rock, WA",-32.45388889,121.6916667,0.1512,Arid,16.88750076,22.51666641,11.13333321,292,29,17,18.30964279,85,52,62,81,13.09166718,50.94033813,461.6330872,30.89999962,5.199999809,25.70000076,12.05000019,21.16666603,0.193,-291.807,Eucalyptus loxophleba subsp. lissophloia,NA,5,Lignotuber resprouter,8,Mallee,105,20,14.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1993,0,0,4,0,0,4,0,0,4,Eucalyptus subtilis,"Daniell, WA",-32.52472222,121.6077778,0.1487,Arid,16.65416718,22.21666718,10.94999981,283,28,14,22.97549629,83,44,56,82,12.9416666,50.95144272,457.2917175,30.5,5.099999905,25.39999962,17.43333435,20.86666679,0.1902,-282.8098,E. microschema,eucalyptus subtilis,NA,Lignotuber resprouter,3,Mallee,82.5,7.5,4.33125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1993,0,0,3,0,0,3,0,0,3,Eucalyptus kumarlensis,"Beete, WA",-32.6425,121.5058333,0.1457,Arid,17.08749962,22.61666679,11.35000038,287,34,14,24.4698391,92,48,48,88,13.42500019,52.23735428,457.2155151,31.10000038,5.400000095,25.70000076,12.30000019,22.61666679,0.1968,-286.8032,Eucalyptus kumarlensis,eucalyptus kumarlensis,NA,Obligate seeder,10,Tree,85,7,4.165,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus kumarlensis,"Beete, WA",-32.6425,121.5058333,0.1457,Arid,17.08749962,22.61666679,11.35000038,287,34,14,24.4698391,92,48,48,88,13.42500019,52.23735428,457.2155151,31.10000038,5.400000095,25.70000076,12.30000019,22.61666679,0.1968,-286.8032,Eucalyptus kumarlensis,eucalyptus kumarlensis,NA,Obligate seeder,10,Tree,85,7,4.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1993,0,0,3,0,0,3,0,0,3,Eucalyptus melanoxylon,"Lake Gilmore, WA",-32.67111111,121.5397222,0.1477,Arid,17.03750038,22.54999924,11.3166666,290,33,14,24.1302948,93,49,49,90,13.52499962,52.42248154,455.8664246,31.10000038,5.300000191,25.79999924,12.26666641,22.54999924,0.1962,-289.8038,eucalyptus melanoxylon,eucalyptus melanoxylon,12,Combination resprouter,15,Tree,11,9.5,0.7315,3,1.851666667,0.383481855,3,0.77,0.06,3,6.491506667,0.682139699,3,3.031105817,0.177966612,3,-27.14333333,1.222306563,3,1.033333333,0.115470054,3,48.33333333,1.365039682,3
143,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus melanoxylon,"Lake Gilmore, WA",-32.67111111,121.5397222,0.1477,Arid,17.03750038,22.54999924,11.3166666,290,33,14,24.1302948,93,49,49,90,13.52499962,52.42248154,455.8664246,31.10000038,5.300000191,25.79999924,12.26666641,22.54999924,0.1962,-289.8038,eucalyptus melanoxylon,eucalyptus melanoxylon,12,Combination resprouter,15,Tree,11,9.5,0.7315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cylindriflora,"Salmon Gums, WA",-32.87194444,121.5913889,0.1711,Arid,16.62916565,22.04999924,11.01666641,329,38,18,23.41304207,108,59,59,104,13.875,53.57143021,448.3477478,30.89999962,5,25.89999962,12.05000019,22.04999924,0.1921,-328.8079,Eucalyptus cylindriflora,eucalyptus cylindriflora,4,Lignotuber resprouter,4,Mallee,57.5,7,2.8175,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cylindriflora,"Salmon Gums, WA",-32.87194444,121.5913889,0.1711,Arid,16.62916565,22.04999924,11.01666641,329,38,18,23.41304207,108,59,59,104,13.875,53.57143021,448.3477478,30.89999962,5,25.89999962,12.05000019,22.04999924,0.1921,-328.8079,Eucalyptus cylindriflora,eucalyptus cylindriflora,4,Lignotuber resprouter,4,Mallee,57.5,7,2.8175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus extensa,"Salmon Gums, WA",-32.88055556,121.5955556,0.1714,Arid,16.59583282,21.98333359,11.03333378,330,38,18,23.25050354,108,59,59,104,13.75833321,53.53437424,445.4081726,30.79999924,5.099999905,25.69999886,12.05000019,21.98333359,0.1924,-329.8076,Eucalyptus extensa,eucalyptus extensa,NA,Obligate seeder,12,Tree,72.5,12.5,6.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus diptera,"Salmon Gums, WA",-32.96416667,121.6341667,0.1786,Arid,16.60833359,21.86666679,11.1833334,341,38,19,22.38367844,110,62,62,105,13.66666698,54.23280334,434.7404175,30.5,5.300000191,25.20000076,12.19999981,21.86666679,0.1908,-340.8092,Eucalyptus diptera,eucalyptus diptera,NA,Obligate seeder,10,Tree,90,13.5,8.505,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus diptera,"Salmon Gums, WA",-32.96416667,121.6341667,0.1786,Arid,16.60833359,21.86666679,11.1833334,341,38,19,22.38367844,110,62,62,105,13.66666698,54.23280334,434.7404175,30.5,5.300000191,25.20000076,12.19999981,21.86666679,0.1908,-340.8092,Eucalyptus diptera,eucalyptus diptera,NA,Obligate seeder,10,Tree,90,13.5,8.505,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus diptera,"Salmon Gums, WA",-32.96416667,121.6341667,0.1786,Arid,16.60833359,21.86666679,11.1833334,341,38,19,22.38367844,110,62,62,105,13.66666698,54.23280334,434.7404175,30.5,5.300000191,25.20000076,12.19999981,21.86666679,0.1908,-340.8092,Eucalyptus diptera,eucalyptus diptera,NA,Obligate seeder,10,Tree,90,13.5,8.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus diptera,"Salmon Gums, WA",-32.96416667,121.6341667,0.1786,Arid,16.60833359,21.86666679,11.1833334,341,38,19,22.38367844,110,62,62,105,13.66666698,54.23280334,434.7404175,30.5,5.300000191,25.20000076,12.19999981,21.86666679,0.1908,-340.8092,Eucalyptus diptera,eucalyptus diptera,NA,Obligate seeder,10,Tree,90,13.5,8.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
