TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5265,"Parsons Creek, NSW",32,45,07,150,55,22,306,21,Alive,Moderate,Moderate,?,Scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5265,"Parsons Creek, NSW",32,45,07,150,55,22,306,23,Alive,Moderate,Moderate,?,Very scattered,Trunk + tertiary branches,3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5265,"Parsons Creek, NSW",32,45,07,150,55,22,306,22,Alive,Slight,Slight,?,Scattered,Tertiary branches,3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5265,"Parsons Creek, NSW",32,45,07,150,55,22,306,24,Alive,Slight,Slight,?,Scattered,Tertiary branches,3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5266,"Yengo Nat. Park, NSW",33,08,57,150,45,46,308,5,Alive,Moderate,Moderate,?,Very scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5266,"Yengo Nat. Park, NSW",33,08,57,150,45,46,308,6,Alive,Slight,Slight,?,Very scattered,Trunk + secondary branches,3 - 6 months,None evident,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,,Species ,D.Nicolle,5266,"Yengo Nat. Park, NSW",33,08,57,150,45,46,308,7,Dead,,,,,,,,,,,,2010,,,,,,,,,,,,,,,
Eucalyptus sp. 'Great Victoria Desert' (desert salicola),Eucalyptus sp. Great Victoria Desert,,,New sp,D.Nicolle,527,"Lake Minigwal, WA",29,37,11,123,10,25,39,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus sp. 'Great Victoria Desert' (desert salicola),Eucalyptus sp. Great Victoria Desert,,,New sp,D.Nicolle,527,"Lake Minigwal, WA",29,37,11,123,10,25,39,7,Alive,None evident,None evident,?,,,,,,None evident,,,1994,,,,,,,,,,,,,,,
Eucalyptus sp. 'Great Victoria Desert' (desert salicola),Eucalyptus sp. Great Victoria Desert,,,New sp,D.Nicolle,527,"Lake Minigwal, WA",29,37,11,123,10,25,39,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus sp. 'Great Victoria Desert' (desert salicola),Eucalyptus sp. Great Victoria Desert,,,New sp,D.Nicolle,527,"Lake Minigwal, WA",29,37,11,123,10,25,39,5,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus bridgesiana (E. saxicola),Eucalyptus bridgesiana,Eucalyptus bridgesiana,,Species ,D.Nicolle,5271,"Mt Canobolas, NSW",33,20,17,148,58,36,306,10,Alive,Moderate,Moderate,?,None evident,,,,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus bridgesiana (E. saxicola),Eucalyptus bridgesiana,Eucalyptus bridgesiana,,Species ,D.Nicolle,5271,"Mt Canobolas, NSW",33,20,17,148,58,36,306,9,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus bridgesiana (E. saxicola),Eucalyptus bridgesiana,Eucalyptus bridgesiana,,Species ,D.Nicolle,5271,"Mt Canobolas, NSW",33,20,17,148,58,36,306,11,Alive,Slight,Moderate,?,None evident,,,,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus bridgesiana (E. saxicola),Eucalyptus bridgesiana,Eucalyptus bridgesiana,,Species ,D.Nicolle,5271,"Mt Canobolas, NSW",33,20,17,148,58,36,306,12,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,5279,"Hancock Lookout, SA",32,41,34,138,02,43,349,19,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,5279,"Hancock Lookout, SA",32,41,34,138,02,43,349,20,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,5279,"Hancock Lookout, SA",32,41,34,138,02,43,349,21,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,5279,"Hancock Lookout, SA",32,41,34,138,02,43,349,22,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus cajuputea,Eucalyptus cajuputea,Eucalyptus cajuputea,,Species ,D.Nicolle,5281,"Moockra Tower, SA",32,23,51,138,24,39,349,5,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus cajuputea,Eucalyptus cajuputea,Eucalyptus cajuputea,,Species ,D.Nicolle,5281,"Moockra Tower, SA",32,23,51,138,24,39,349,6,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus cajuputea,Eucalyptus cajuputea,Eucalyptus cajuputea,,Species ,D.Nicolle,5281,"Moockra Tower, SA",32,23,51,138,24,39,349,7,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus cajuputea,Eucalyptus cajuputea,Eucalyptus cajuputea,,Species ,D.Nicolle,5281,"Moockra Tower, SA",32,23,51,138,24,39,349,8,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus behriana,Eucalyptus behriana,Eucalyptus behriana,,Species ,D.Nicolle,5285,"Tarcowie, SA",32,54,58,138,29,00,348,9,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus behriana,Eucalyptus behriana,Eucalyptus behriana,,Species ,D.Nicolle,5285,"Tarcowie, SA",32,54,58,138,29,00,348,10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus behriana,Eucalyptus behriana,Eucalyptus behriana,,Species ,D.Nicolle,5285,"Tarcowie, SA",32,54,58,138,29,00,348,11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus behriana,Eucalyptus behriana,Eucalyptus behriana,,Species ,D.Nicolle,5285,"Tarcowie, SA",32,54,58,138,29,00,348,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,,,,,,,,,,,,,,,
Eucalyptus trivalva,Eucalyptus trivalva,Eucalyptus trivalva,,Species ,D.Nicolle,529,"Lake Minigwal, WA",29,37,47,123,29,04,40,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus trivalva,Eucalyptus trivalva,Eucalyptus trivalva,,Species ,D.Nicolle,529,"Lake Minigwal, WA",29,37,47,123,29,04,40,28,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus trivalva,Eucalyptus trivalva,Eucalyptus trivalva,,Species ,D.Nicolle,529,"Lake Minigwal, WA",29,37,47,123,29,04,40,29,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus trivalva,Eucalyptus trivalva,Eucalyptus trivalva,,Species ,D.Nicolle,529,"Lake Minigwal, WA",29,37,47,123,29,04,40,30,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus capillosa (E. nigrifunda),Eucalyptus capillosa,Eucalyptus nigrifunda,,Species ,D.Nicolle,533,"Mt Dennis, WA",28,59,43,122,53,47,39,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus capillosa (E. nigrifunda),Eucalyptus capillosa,Eucalyptus nigrifunda,,Species ,D.Nicolle,533,"Mt Dennis, WA",28,59,43,122,53,47,39,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus capillosa (E. nigrifunda),Eucalyptus capillosa,Eucalyptus nigrifunda,,Species ,D.Nicolle,533,"Mt Dennis, WA",28,59,43,122,53,47,39,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus capillosa (E. nigrifunda),Eucalyptus capillosa,Eucalyptus nigrifunda,,Species ,D.Nicolle,533,"Mt Dennis, WA",28,59,43,122,53,47,39,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus kingsmillii,Eucalyptus kingsmillii,Eucalyptus kingsmillii,,Species ,D.Nicolle,535,"Leinster, WA",27,57,52,120,23,56,40,7,Alive,None evident,None evident,?,,,,,,None evident,,,1994,,,,,,,,,,,,,,,
Eucalyptus kingsmillii,Eucalyptus kingsmillii,Eucalyptus kingsmillii,,Species ,D.Nicolle,535,"Leinster, WA",27,57,52,120,23,56,40,4,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus kingsmillii,Eucalyptus kingsmillii,Eucalyptus kingsmillii,,Species ,D.Nicolle,535,"Leinster, WA",27,57,52,120,23,56,40,5,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus kingsmillii,Eucalyptus kingsmillii,Eucalyptus kingsmillii,,Species ,D.Nicolle,535,"Leinster, WA",27,57,52,120,23,56,40,6,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,536,"Sandstone, WA",27,48,40,119,20,03,41,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,536,"Sandstone, WA",27,48,40,119,20,03,41,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,536,"Sandstone, WA",27,48,40,119,20,03,41,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,40,1,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,40,2,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,40,3,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,82,15,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,82,16,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,82,17,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Corymbia lenziana,Corymbia lenziana,Corymbia lenziana,,Species ,D.Nicolle,537,"Karalundi, WA",25,51,22,119,04,30,303,31,Alive,None evident,None evident,?,,,,,,Not applicable,,,2010,,,,,,,,,,,,,,,
Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,,Subspecies,D.Nicolle,539,"Newman, WA",23,27,03,119,46,45,41,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,,Subspecies,D.Nicolle,539,"Newman, WA",23,27,03,119,46,45,41,29,Alive,None evident,None evident,?,,,,,,None evident,Budded,,1994,,,,,,,,,,,,,,,
Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,,Subspecies,D.Nicolle,539,"Newman, WA",23,27,03,119,46,45,41,27,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,Eucalyptus leucophloia subsp. leucophloia,,Subspecies,D.Nicolle,539,"Newman, WA",23,27,03,119,46,45,41,28,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus xerothermica,Eucalyptus xerothermica,Eucalyptus xerothermica,,Species,D.Nicolle,541,"Newman, WA",23,26,25,119,49,06,39,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus xerothermica,Eucalyptus xerothermica,Eucalyptus xerothermica,,Species,D.Nicolle,541,"Newman, WA",23,26,25,119,49,06,39,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus xerothermica,Eucalyptus xerothermica,Eucalyptus xerothermica,,Species,D.Nicolle,541,"Newman, WA",23,26,25,119,49,06,39,33,Alive,None evident,None evident,?,,,,,,None evident,,,1994,,,,,,,,,,,,,,,
Eucalyptus xerothermica,Eucalyptus xerothermica,Eucalyptus xerothermica,,Species,D.Nicolle,541,"Newman, WA",23,26,25,119,49,06,39,30,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,,Subspecies,D.Nicolle,542,"Kumarina Roadhouse, WA",24,11,06,120,00,16,41,25,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,,Subspecies,D.Nicolle,542,"Kumarina roadhouse, WA",24,11,06,120,00,16,83,11,Alive,None evident,None evident,?,,,,,,None evident,,,1998,,,,,,,,,,,,,,,
Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,,Subspecies,D.Nicolle,542,"Kumarina roadhouse, WA",24,11,06,120,00,16,83,9,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,Corymbia deserticola subsp. deserticola,,Subspecies,D.Nicolle,542,"Kumarina roadhouse, WA",24,11,06,120,00,16,83,10,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,42,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,42,5,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,42,6,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,62,39,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,83,8,Alive,None evident,None evident,?,,,,,,None evident,,,1998,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,83,5,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,83,6,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Eucalyptus rameliana,Eucalyptus rameliana,Eucalyptus rameliana,,Species ,D.Nicolle,543,"Cooma Well, WA",24,11,00,120,02,41,83,7,Dead,,,,,,,,,,,,1998,,,,,,,,,,,,,,,
Eucalyptus lucasii,Eucalyptus lucasii,Eucalyptus lucasii,,Species ,D.Nicolle,545,"Wiluna, WA",26,35,28,120,06,59,39,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus lucasii,Eucalyptus lucasii,Eucalyptus lucasii,,Species ,D.Nicolle,545,"Wiluna, WA",26,35,28,120,06,59,39,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus lucasii,Eucalyptus lucasii,Eucalyptus lucasii,,Species ,D.Nicolle,545,"Wiluna, WA",26,35,28,120,06,59,39,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus lucasii,Eucalyptus lucasii,Eucalyptus lucasii,,Species ,D.Nicolle,545,"Wiluna, WA",26,35,28,120,06,59,39,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,,Species ,D.Nicolle,5453,"Kununoppin, WA",31,04,49,117,55,22,314,25,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,,Species ,D.Nicolle,5453,"Kununoppin, WA",31,04,49,117,55,22,314,26,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,,Species ,D.Nicolle,5453,"Kununoppin, WA",31,04,49,117,55,22,314,27,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sheathiana,Eucalyptus sheathiana,Eucalyptus sheathiana,,Species ,D.Nicolle,5453,"Kununoppin, WA",31,04,49,117,55,22,314,28,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. magna,Eucalyptus caesia subsp. magna,Eucalyptus caesia,,Species ,D.Nicolle,5455,"Billyacatting Hill, WA",31,03,07,118,01,48,312,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. magna,Eucalyptus caesia subsp. magna,Eucalyptus caesia,,Species ,D.Nicolle,5455,"Billyacatting Hill, WA",31,03,07,118,01,48,312,10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. magna,Eucalyptus caesia subsp. magna,Eucalyptus caesia,,Species ,D.Nicolle,5455,"Billyacatting Hill, WA",31,03,07,118,01,48,312,11,Alive,None evident,Slight,?,None evident,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. magna,Eucalyptus caesia subsp. magna,Eucalyptus caesia,,Species ,D.Nicolle,5455,"Billyacatting Hill, WA",31,03,07,118,01,48,312,12,Alive,None evident,Slight,?,None evident,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,,Subspecies,D.Nicolle,5456,"Billyacatting Hill, WA",31,03,03,118,02,15,316,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,,Subspecies,D.Nicolle,5456,"Billyacatting Hill, WA",31,03,03,118,02,15,316,10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,,Subspecies,D.Nicolle,5456,"Billyacatting Hill, WA",31,03,03,118,02,15,316,11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,Eucalyptus crucis subsp. lanceolata,,Subspecies,D.Nicolle,5456,"Billyacatting Hill, WA",31,03,03,118,02,15,316,12,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus aequioperta,Eucalyptus aequioperta,Eucalyptus aequioperta,,Species ,D.Nicolle,5458,"Warralakin Rd, WA",31,13,19,118,35,32,319,16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus aequioperta,Eucalyptus aequioperta,Eucalyptus aequioperta,,Species ,D.Nicolle,5458,"Warralakin Rd, WA",31,13,19,118,35,32,319,17,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2011,,,,,,,,,,,,,,,
Eucalyptus aequioperta,Eucalyptus aequioperta,Eucalyptus aequioperta,,Species ,D.Nicolle,5458,"Warralakin Rd, WA",31,13,19,118,35,32,319,15,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus aequioperta,Eucalyptus aequioperta,Eucalyptus aequioperta,,Species ,D.Nicolle,5458,"Warralakin Rd, WA",31,13,19,118,35,32,319,18,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus rigidula ,Eucalyptus rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,5460,"Moorine Rock, WA",31,25,12,119,13,28,317,21,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus rigidula ,Eucalyptus rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,5460,"Moorine Rock, WA",31,25,12,119,13,28,317,22,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus rigidula ,Eucalyptus rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,5460,"Moorine Rock, WA",31,25,12,119,13,28,317,23,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus rigidula ,Eucalyptus rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,5460,"Moorine Rock, WA",31,25,12,119,13,28,317,24,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus petraea,Eucalyptus petraea,Eucalyptus petraea,,Species ,D.Nicolle,5463,"Frog Rock, WA",31,30,07,119,14,51,315,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus petraea,Eucalyptus petraea,Eucalyptus petraea,,Species ,D.Nicolle,5463,"Frog Rock, WA",31,30,07,119,14,51,315,18,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus petraea,Eucalyptus petraea,Eucalyptus petraea,,Species ,D.Nicolle,5463,"Frog Rock, WA",31,30,07,119,14,51,315,19,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus petraea,Eucalyptus petraea,Eucalyptus petraea,,Species ,D.Nicolle,5463,"Frog Rock, WA",31,30,07,119,14,51,315,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Dunbar Road' (aff. urna),Eucalyptus sp. Dunbar Road,Eucalyptus urna,,Species ,D.Nicolle,5466,"Marvel Loch, WA",31,47,01,119,35,37,316,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Dunbar Road' (aff. urna),Eucalyptus sp. Dunbar Road,Eucalyptus urna,,Species ,D.Nicolle,5466,"Marvel Loch, WA",31,47,01,119,35,37,316,18,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Dunbar Road' (aff. urna),Eucalyptus sp. Dunbar Road,Eucalyptus urna,,Species ,D.Nicolle,5466,"Marvel Loch, WA",31,47,01,119,35,37,316,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Dunbar Road' (aff. urna),Eucalyptus sp. Dunbar Road,Eucalyptus urna,,Species ,D.Nicolle,5466,"Marvel Loch, WA",31,47,01,119,35,37,316,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus aspratilis - E. sporadica intergrade,Eucalyptus aspratilis,,,Intergrade,D.Nicolle,5468,"Split Rocks, WA",31,53,59,119,39,00,310,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus aspratilis - E. sporadica intergrade,Eucalyptus aspratilis,,,Intergrade,D.Nicolle,5468,"Split Rocks, WA",31,53,59,119,39,00,310,18,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
