TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,,,,,,,,,,,,,,,
Eucalyptus aspratilis - E. sporadica intergrade,Eucalyptus aspratilis,,,Intergrade,D.Nicolle,5468,"Split Rocks, WA",31,53,59,119,39,00,310,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus aspratilis - E. sporadica intergrade,Eucalyptus aspratilis,,,Intergrade,D.Nicolle,5468,"Split Rocks, WA",31,53,59,119,39,00,310,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus carnei,Eucalyptus carnei,Eucalyptus carnei,,Species ,D.Nicolle,547,"Leonora, WA",28,16,32,121,07,10,39,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus carnei,Eucalyptus carnei,Eucalyptus carnei,,Species ,D.Nicolle,547,"Leonora, WA",28,16,32,121,07,10,39,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus carnei,Eucalyptus carnei,Eucalyptus carnei,,Species ,D.Nicolle,547,"Leonora, WA",28,16,32,121,07,10,39,13,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus carnei,Eucalyptus carnei,Eucalyptus carnei,,Species ,D.Nicolle,547,"Leonora, WA",28,16,32,121,07,10,39,16,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,5472,"Lake King, WA",33,09,25,119,57,44,313,18,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,5472,"Lake King, WA",33,09,25,119,57,44,313,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,5472,"Lake King, WA",33,09,25,119,57,44,313,17,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,5472,"Lake King, WA",33,09,25,119,57,44,313,19,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
"Eucalyptus pileata
",Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,5477,"Bremer Lake, WA",32,39,17,120,47,08,319,6,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
"Eucalyptus pileata
",Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,5477,"Bremer Lake, WA",32,39,17,120,47,08,319,7,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
"Eucalyptus pileata
",Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,5477,"Bremer Lake, WA",32,39,17,120,47,08,319,8,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,5478,"Peak Charles, WA",32,53,13,121,10,04,313,15,Alive,None evident,None evident,?,,,,,1 - 2 years,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,5478,"Peak Charles, WA",32,53,13,121,10,04,313,13,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,5478,"Peak Charles, WA",32,53,13,121,10,04,313,14,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,,Subspecies,D.Nicolle,548,"Lake Goongarrie, WA",29,54,26,121,07,00,40,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,,Subspecies,D.Nicolle,548,"Lake Goongarrie, WA",29,54,26,121,07,00,40,34,Alive,None evident,None evident,?,,,,,,None evident,,,1994,,,,,,,,,,,,,,,
Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,Eucalyptus jutsonii subsp. jutsonii,,Subspecies,D.Nicolle,548,"Lake Goongarrie, WA",29,54,26,121,07,00,40,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,5480,"Lort River, WA",33,24,23,121,22,41,314,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,5480,"Lort River, WA",33,24,23,121,22,41,314,18,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,,Species ,D.Nicolle,5487,"Cape Arid, WA",33,59,46,123,13,03,311,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,,Species ,D.Nicolle,5487,"Cape Arid, WA",33,59,46,123,13,03,311,3,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus lesouefii,Eucalyptus lesouefii,Eucalyptus lesouefii,,Species ,D.Nicolle,549,"Kalgoorlie, WA",30,57,43,121,33,50,41,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus lesouefii,Eucalyptus lesouefii,Eucalyptus lesouefii,,Species ,D.Nicolle,549,"Kalgoorlie, WA",30,57,43,121,33,50,41,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,5492,"Quallilup Lake, WA",33,50,00,121,30,39,313,1,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,5492,"Quallilup Lake, WA",33,50,00,121,30,39,313,2,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,5492,"Quallilup Lake, WA",33,50,00,121,30,39,313,3,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,5492,"Quallilup Lake, WA",33,50,00,121,30,39,313,4,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2011,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,5493,"Shelly Beach, WA",33,49,30,121,25,39,313,22,Alive,None evident,Dead,,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,5493,"Shelly Beach, WA",33,49,30,121,25,39,313,21,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,5493,"Shelly Beach, WA",33,49,30,121,25,39,313,23,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,5493,"Shelly Beach, WA",33,49,30,121,25,39,313,24,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus ecostata,Eucalyptus ecostata,Eucalyptus ecostata,,Species ,D.Nicolle,5496,"Mt Desmond, WA",33,36,34,120,09,52,314,21,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus ecostata,Eucalyptus ecostata,Eucalyptus ecostata,,Species ,D.Nicolle,5496,"Mt Desmond, WA",33,36,34,120,09,52,314,22,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus ecostata,Eucalyptus ecostata,Eucalyptus ecostata,,Species ,D.Nicolle,5496,"Mt Desmond, WA",33,36,34,120,09,52,314,24,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus transcontinentalis ,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,,Species ,D.Nicolle,550,"Higginsville, WA",31,48,51,121,39,49,41,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus transcontinentalis ,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,,Species ,D.Nicolle,550,"Higginsville, WA",31,48,51,121,39,49,41,16,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5503,"Lake Magenta, WA",33,35,37,119,23,54,315,2,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5503,"Lake Magenta, WA",33,35,37,119,23,54,315,3,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5503,"Lake Magenta, WA",33,35,37,119,23,54,315,4,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5503,"Lake Magenta, WA",33,35,37,119,23,54,315,1,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Lake Magenta' (aff. captiosa),Eucalyptus sp. Lake Magenta,Eucalyptus captiosa,,Species ,D.Nicolle,5509,"Lake Magenta, WA",33,34,41,119,13,20,315,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Lake Magenta' (aff. captiosa),Eucalyptus sp. Lake Magenta,Eucalyptus captiosa,,Species ,D.Nicolle,5509,"Lake Magenta, WA",33,34,41,119,13,20,315,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Lake Magenta' (aff. captiosa),Eucalyptus sp. Lake Magenta,Eucalyptus captiosa,,Species ,D.Nicolle,5509,"Lake Magenta, WA",33,34,41,119,13,20,315,7,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Lake Magenta' (aff. captiosa),Eucalyptus sp. Lake Magenta,Eucalyptus captiosa,,Species ,D.Nicolle,5509,"Lake Magenta, WA",33,34,41,119,13,20,315,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),,,Intergrade,D.Nicolle,551,"Norseman, WA",32,09,17,121,39,46,39,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),,,Intergrade,D.Nicolle,551,"Norseman, WA",32,09,17,121,39,46,39,36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),Eucalyptus spreta - E. vittata intergrade (E. redimulicifera),,,Intergrade,D.Nicolle,551,"Norseman, WA",32,09,17,121,39,46,39,37,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. 'southern smooth',Eucalyptus horistes subsp. Southern smooth-bark,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5513,"Fitzgerald Inlet, WA",34,04,55,119,32,04,310,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. 'southern smooth',Eucalyptus horistes subsp. Southern smooth-bark,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5513,"Fitzgerald Inlet, WA",34,04,55,119,32,04,310,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. 'southern smooth',Eucalyptus horistes subsp. Southern smooth-bark,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5513,"Fitzgerald Inlet, WA",34,04,55,119,32,04,310,7,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. 'southern smooth',Eucalyptus horistes subsp. Southern smooth-bark,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5513,"Fitzgerald Inlet, WA",34,04,55,119,32,04,310,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus brandiana,Eucalyptus brandiana,Eucalyptus brandiana,,Species ,D.Nicolle,5514,"Fitzgerald River, WA",34,04,37,119,31,28,313,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus brandiana,Eucalyptus brandiana,Eucalyptus brandiana,,Species ,D.Nicolle,5514,"Fitzgerald River, WA",34,04,37,119,31,28,313,10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus brandiana,Eucalyptus brandiana,Eucalyptus brandiana,,Species ,D.Nicolle,5514,"Fitzgerald River, WA",34,04,37,119,31,28,313,11,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus brandiana,Eucalyptus brandiana,Eucalyptus brandiana,,Species ,D.Nicolle,5514,"Fitzgerald River, WA",34,04,37,119,31,28,313,12,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5518,"Moich Creek, WA",34,18,50,118,38,55,311,25,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5518,"Moich Creek, WA",34,18,50,118,38,55,311,26,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5518,"Moich Creek, WA",34,18,50,118,38,55,311,27,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,5518,"Moich Creek, WA",34,18,50,118,38,55,311,28,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,41,1,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,41,2,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,41,3,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,41,4,Dead,,,,,,,,,,,,1994,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,178,17,Dead,,,,,,,,,,,,1999,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,178,18,Dead,,,,,,,,,,,,1999,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,178,19,Dead,,,,,,,,,,,,1999,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,552,"Jimberlana Hill, WA",32,08,51,121,48,33,178,20,Dead,,,,,,,,,,,,1999,,,,,,,,,,,,,,,
Corymbia ficifolia,Corymbia ficifolia,Corymbia ficifolia,,Species ,D.Nicolle,5523,"Boulder Hill, WA",34,56,16,118,11,53,310,4,Alive,None evident,Moderate,??,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Corymbia ficifolia,Corymbia ficifolia,Corymbia ficifolia,,Species ,D.Nicolle,5523,"Boulder Hill, WA",34,56,16,118,11,53,310,3,Alive,Slight,Moderate,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Corymbia ficifolia,Corymbia ficifolia,Corymbia ficifolia,,Species ,D.Nicolle,5523,"Boulder Hill, WA",34,56,16,118,11,53,310,2,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Corymbia ficifolia,Corymbia ficifolia,Corymbia ficifolia,,Species ,D.Nicolle,5523,"Boulder Hill, WA",34,56,16,118,11,53,310,1,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus brachycalyx (E. pleurocorys),Eucalyptus brachycalyx,Eucalyptus pleurocorys,,Species ,D.Nicolle,553,"Toolinna Cove, WA",32,39,11,124,50,32,41,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus brachycalyx (E. pleurocorys),Eucalyptus brachycalyx,Eucalyptus pleurocorys,,Species ,D.Nicolle,553,"Toolinna Cove, WA",32,39,11,124,50,32,41,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus brachycalyx (E. pleurocorys),Eucalyptus brachycalyx,Eucalyptus pleurocorys,,Species ,D.Nicolle,553,"Toolinna Cove, WA",32,39,11,124,50,32,41,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,,,,,,,,,,,,,,,
Eucalyptus patens,Eucalyptus patens,Eucalyptus patens,,Species ,D.Nicolle,5530,"Pemberton, WA",34,27,07,115,56,38,310,30,Alive,Moderate,Moderate,?,None evident,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus relicta,Eucalyptus relicta,Eucalyptus relicta,,Species ,D.Nicolle,5535,"Blackwood River, WA",34,01,19,115,26,10,313,31,Alive,Moderate,Moderate,?,None evident,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus relicta,Eucalyptus relicta,Eucalyptus relicta,,Species ,D.Nicolle,5535,"Blackwood River, WA",34,01,19,115,26,10,313,30,Alive,Slight,Moderate,?,None evident,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus relicta,Eucalyptus relicta,Eucalyptus relicta,,Species ,D.Nicolle,5535,"Blackwood River, WA",34,01,19,115,26,10,313,29,Alive,Slight,Slight,?,None evident,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus virginea ,Eucalyptus virginea,Eucalyptus virginea,,Species ,D.Nicolle,5536,"Meelup, WA",33,34,52,115,05,25,311,10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus virginea ,Eucalyptus virginea,Eucalyptus virginea,,Species ,D.Nicolle,5536,"Meelup, WA",33,34,52,115,05,25,311,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus virginea ,Eucalyptus virginea,Eucalyptus virginea,,Species ,D.Nicolle,5536,"Meelup, WA",33,34,52,115,05,25,311,9,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus virginea ,Eucalyptus virginea,Eucalyptus virginea,,Species ,D.Nicolle,5536,"Meelup, WA",33,34,52,115,05,25,311,11,Dead,,,,,,,,,,,,2011,,,,,,,,,,,,,,,
Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,,Subspecies,D.Nicolle,5538,"Eagle Bay 2, WA",33,34,47,115,02,52,310,16,Alive,Severe,Severe,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,,Subspecies,D.Nicolle,5538,"Eagle Bay 2, WA",33,34,47,115,02,52,310,13,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,,Subspecies,D.Nicolle,5538,"Eagle Bay 2, WA",33,34,47,115,02,52,310,14,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,Eucalyptus rudis subsp. cratyantha,,Subspecies,D.Nicolle,5538,"Eagle Bay 2, WA",33,34,47,115,02,52,310,15,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus exilis,Eucalyptus exilis,Eucalyptus exilis,,Species ,D.Nicolle,5541,"Boyagin Rock, WA",32,28,18,116,52,29,312,6,Alive,Dead,,,,,,,2 - 3 years,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus exilis,Eucalyptus exilis,Eucalyptus exilis,,Species ,D.Nicolle,5541,"Boyagin Rock, WA",32,28,18,116,52,29,312,7,Alive,Dead,,,,,,,2 - 3 years,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus exilis,Eucalyptus exilis,Eucalyptus exilis,,Species ,D.Nicolle,5541,"Boyagin Rock, WA",32,28,18,116,52,29,312,5,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus exilis,Eucalyptus exilis,Eucalyptus exilis,,Species ,D.Nicolle,5541,"Boyagin Rock, WA",32,28,18,116,52,29,312,8,Alive,Slight,Slight,?,Scattered,"Basal + trunk + primary, secondary & tertiary branches",3 - 6 months,None evident,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. 'Boyagin',Eucalyptus caesia,Eucalyptus caesia,,Species ,D.Nicolle,5542,"Boyagin Rock, WA",32,28,23,116,52,42,312,1,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. 'Boyagin',Eucalyptus caesia,Eucalyptus caesia,,Species ,D.Nicolle,5542,"Boyagin Rock, WA",32,28,23,116,52,42,312,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. 'Boyagin',Eucalyptus caesia,Eucalyptus caesia,,Species ,D.Nicolle,5542,"Boyagin Rock, WA",32,28,23,116,52,42,312,3,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. 'Boyagin',Eucalyptus caesia,Eucalyptus caesia,,Species ,D.Nicolle,5542,"Boyagin Rock, WA",32,28,23,116,52,42,312,4,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
Eucalyptus diminuta,Eucalyptus diminuta,Eucalyptus diminuta,,Species ,D.Nicolle,5543,"Beermullah Plain, WA",31,11,31,115,42,21,312,25,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011,,,,,,,,,,,,,,,
Eucalyptus diminuta,Eucalyptus diminuta,Eucalyptus diminuta,,Species ,D.Nicolle,5543,"Beermullah Plain, WA",31,11,31,115,42,21,312,26,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,,,,,,,,,,,,,,,
