TaxonoriginalDN,taxonsimplified_dn,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus sparsifolia,eucalyptus sparsifolia,Eucalyptus sparsifolia,Eucalyptus sparsifolia,eucalyptus sparsifolia,Synonym of Eucalyptus oblonga,Species ,D.Nicolle,629,"Faulconbridge 1, NSW",33,40,25,150,32,54,51,10,Dead,,,,,,,,,,,,1994,R051/T10
Eucalyptus sparsifolia,eucalyptus sparsifolia,Eucalyptus sparsifolia,Eucalyptus sparsifolia,eucalyptus sparsifolia,Synonym of Eucalyptus oblonga,Species ,D.Nicolle,629,"Faulconbridge 1, NSW",33,40,25,150,32,54,51,11,Dead,,,,,,,,,,,,1994,R051/T11
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6297,"Windellama, NSW",35,1,12,149,52,26,245,21,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R245/T21
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6297,"Windellama, NSW",35,1,12,149,52,26,245,22,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R245/T22
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6297,"Windellama, NSW",35,1,12,149,52,26,245,23,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R245/T23
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6297,"Windellama, NSW",35,1,12,149,52,26,245,24,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2013,R245/T24
Eucalyptus notabilis,eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus notabilis,,Species ,D.Nicolle,630,"Faulconbridge, NSW",33,41,49,150,32,52,53,15,Alive,Dead,,,,,,,6 - 12 months,Moderate,Flowered,Flowered,1994,R053/T15
Eucalyptus notabilis,eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus notabilis,,Species ,D.Nicolle,630,"Faulconbridge, NSW",33,41,49,150,32,52,53,16,Alive,Severe,Dead,?,,,,,,Severe,,,1994,R053/T16
Eucalyptus notabilis,eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus notabilis,,Species ,D.Nicolle,630,"Faulconbridge, NSW",33,41,49,150,32,52,53,13,Dead,,,,,,,,,Died in 2006,,,1994,R053/T13
Eucalyptus notabilis,eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus notabilis,,Species ,D.Nicolle,630,"Faulconbridge, NSW",33,41,49,150,32,52,53,14,Dead,,,,,,,,,Died in 2006,Flowered,Flowered,1994,R053/T14
Eucalyptus triflora,eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus triflora,,Species ,D.Nicolle,6303,"Endrick River 2, NSW",35,5,21,150,8,17,247,17,Alive,Dead,,,,,,,3 - 6 months,Not applicable,,,2013,R247/T17
Eucalyptus triflora,eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus triflora,,Species ,D.Nicolle,6303,"Endrick River 2, NSW",35,5,21,150,8,17,247,15,Alive,Slight,Dead,???,None evident,,,,,Not applicable,Budded,Budded,2013,R247/T15
Eucalyptus triflora,eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus triflora,,Species ,D.Nicolle,6303,"Endrick River 2, NSW",35,5,21,150,8,17,247,16,Dead,,,,,,,,,,,,2013,R247/T16
Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,,Subspecies,D.Nicolle,6306,"Turpentine Range, NSW",35,6,10,150,24,26,246,21,Alive,Slight,Severe,??,None evident,,,,,Not applicable,,,2013,R246/T21
Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,,Subspecies,D.Nicolle,6306,"Turpentine Range, NSW",35,6,10,150,24,26,246,22,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2013,R246/T22
Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,,Subspecies,D.Nicolle,6306,"Turpentine Range, NSW",35,6,10,150,24,26,246,23,Dead,,,,,,,,,,,,2013,R246/T23
Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,eucalyptus scias subsp. scias,,Subspecies,D.Nicolle,6306,"Turpentine Range, NSW",35,6,10,150,24,26,246,24,Dead,,,,,,,,,,,,2013,R246/T24
Eucalyptus botryoides,eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus botryoides,,Species ,D.Nicolle,6307,"Turpentine Range, NSW",35,6,10,150,24,26,248,20,Alive,Dead,,,,,,,3 - 6 months,Not applicable,Flowered,Flowered,2013,R248/T20
Eucalyptus botryoides,eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus botryoides,,Species ,D.Nicolle,6307,"Turpentine Range, NSW",35,6,10,150,24,26,248,21,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R248/T21
Eucalyptus botryoides,eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus botryoides,,Species ,D.Nicolle,6307,"Turpentine Range, NSW",35,6,10,150,24,26,248,19,Alive,Slight,Moderate,?,None evident,,,,,Not applicable,Budded,Budded,2013,R248/T19
Eucalyptus botryoides,eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus botryoides,,Species ,D.Nicolle,6307,"Turpentine Range, NSW",35,6,10,150,24,26,248,18,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2013,R248/T18
Eucalyptus baeuerlenii,eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus baeuerlenii,,Species ,D.Nicolle,6312,"Mt Sugarloaf, NSW",35,32,34,149,57,29,285,1,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R285/T01
Eucalyptus baeuerlenii,eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus baeuerlenii,,Species ,D.Nicolle,6312,"Mt Sugarloaf, NSW",35,32,34,149,57,29,285,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R285/T02
Eucalyptus baeuerlenii,eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus baeuerlenii,,Species ,D.Nicolle,6312,"Mt Sugarloaf, NSW",35,32,34,149,57,29,285,4,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R285/T04
Eucalyptus baeuerlenii,eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus baeuerlenii,,Species ,D.Nicolle,6312,"Mt Sugarloaf, NSW",35,32,34,149,57,29,285,3,Dead,,,,,,,,,,,,2013,R285/T03
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6319,"Jingera, NSW",35,44,49,149,22,33,283,1,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R283/T01
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6319,"Jingera, NSW",35,44,49,149,22,33,283,2,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R283/T02
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6319,"Jingera, NSW",35,44,49,149,22,33,283,4,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R283/T04
Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,eucalyptus rubida subsp. rubida,,Subspecies,D.Nicolle,6319,"Jingera, NSW",35,44,49,149,22,33,283,3,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2013,R283/T03
Corymbia eximia,corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia eximia,,Species ,D.Nicolle,632,"Wisemans Ferry, NSW",33,23,23,150,58,57,53,21,Alive,Moderate,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,1994,R053/T21
Corymbia eximia,corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia eximia,,Species ,D.Nicolle,632,"Wisemans Ferry, NSW",33,23,23,150,58,57,53,24,Alive,Moderate,Moderate,?,None evident,,,,,Slight,Flowered,Flowered,1994,R053/T24
Corymbia eximia,corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia eximia,,Species ,D.Nicolle,632,"Wisemans Ferry, NSW",33,23,23,150,58,57,53,23,Alive,Severe,Severe,?,Scattered,Basal + primary branches,3 - 6 months,None evident,,Slight,Flowered,Flowered,1994,R053/T23
Corymbia eximia,corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia eximia,,Species ,D.Nicolle,632,"Wisemans Ferry, NSW",33,23,23,150,58,57,53,22,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1994,R053/T22
Eucalyptus pulverulenta,eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus pulverulenta,,Species ,D.Nicolle,6323,"Bredbo, NSW",35,57,2,149,17,45,280,16,Alive,Moderate,Moderate,?,None evident,,,,,Not applicable,,,2013,R280/T16
Eucalyptus pulverulenta,eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus pulverulenta,,Species ,D.Nicolle,6323,"Bredbo, NSW",35,57,2,149,17,45,280,13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R280/T13
Eucalyptus pulverulenta,eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus pulverulenta,,Species ,D.Nicolle,6323,"Bredbo, NSW",35,57,2,149,17,45,280,14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R280/T14
Eucalyptus pulverulenta,eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus pulverulenta,,Species ,D.Nicolle,6323,"Bredbo, NSW",35,57,2,149,17,45,280,15,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R280/T15
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,13,41,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R013/T41
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,13,40,Dead,,,,,,,,,,,,1994,R013/T40
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,13,42,Dead,,,,,,,,,,,,1994,R013/T42
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,13,43,Dead,,,,,,,,,,,,1994,R013/T43
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,156,1,Alive,Dead,,,,,,,6 - 12 months,,,,1998,R156/T01
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,156,4,Alive,Severe,Dead,?,None evident,,,,,Severe,,,1998,R156/T04
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,156,2,Dead,,,,,,,,,Died in 2006,,,1998,R156/T02
Eucalyptus deanei,eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus deanei,,Species ,D.Nicolle,633,"Perrys Crossing, NSW",33,12,0,150,59,43,156,3,Dead,,,,,,,,,,,,1998,R156/T03
Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,,Subspecies,D.Nicolle,6333,"Delegate, NSW",37,3,15,148,48,21,244,25,Alive,Dead,,,,,,,1 - 2 years,Not applicable,,,2013,R244/T25
Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,,Subspecies,D.Nicolle,6333,"Delegate, NSW",37,3,15,148,48,21,244,24,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2013,R244/T24
Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,Eucalyptus camphora subsp. humeana,eucalyptus camphora subsp. humeana,,Subspecies,D.Nicolle,6333,"Delegate, NSW",37,3,15,148,48,21,244,26,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2013,R244/T26
Eucalyptus fergusonii subsp. dorsiventralis,eucalyptus 'dorsiventralis' ms,Eucalyptus 'dorsiventralis' ms,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,634,"Wollombi, NSW",32,52,15,151,1,15,55,12,Alive,Slight,Slight,?,Moderate,Basal only,3 - 6 months,None evident,,None evident,,,1994,R055/T12
Eucalyptus fergusonii subsp. dorsiventralis,eucalyptus 'dorsiventralis' ms,Eucalyptus 'dorsiventralis' ms,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,634,"Wollombi, NSW",32,52,15,151,1,15,76,21,Alive,Slight,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,1995,R076/T21
Eucalyptus fergusonii subsp. dorsiventralis,eucalyptus 'dorsiventralis' ms,Eucalyptus 'dorsiventralis' ms,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,634,"Wollombi, NSW",32,52,15,151,1,15,76,22,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1995,R076/T22
Eucalyptus fergusonii subsp. dorsiventralis,eucalyptus 'dorsiventralis' ms,Eucalyptus 'dorsiventralis' ms,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,634,"Wollombi, NSW",32,52,15,151,1,15,76,23,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1995,R076/T23
Eucalyptus tetraptera,eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,eucalyptus tetraptera,,Species ,D.Nicolle,6349,"Russell Range, WA",33,18,50,123,38,54,290,11,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T11
Eucalyptus tetraptera,eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,eucalyptus tetraptera,,Species ,D.Nicolle,6349,"Russell Range, WA",33,18,50,123,38,54,290,12,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2013,R290/T12
Eucalyptus tetraptera,eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,eucalyptus tetraptera,,Species ,D.Nicolle,6349,"Russell Range, WA",33,18,50,123,38,54,290,13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R290/T13
Eucalyptus tetraptera,eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,eucalyptus tetraptera,,Species ,D.Nicolle,6349,"Russell Range, WA",33,18,50,123,38,54,290,14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R290/T14
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,1,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T01
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,2,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T02
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,3,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T03
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,4,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T04
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T05
Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,eucalyptus discreta - e. sp. 'madura beach' intergrade,Eucalyptus discreta - E. sp. 'Madura Beach' intergrade,,,,Intergrade,D.Nicolle,6350,"Russell Range, WA",33,18,42,123,38,56,290,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R290/T06
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,6355,"Kangawarie Rockhole, WA",33,15,55,123,37,55,289,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Budded,2013,R289/T09
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,6355,"Kangawarie Rockhole, WA",33,15,55,123,37,55,289,10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R289/T10
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,6355,"Kangawarie Rockhole, WA",33,15,55,123,37,55,289,11,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2013,R289/T11
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,6355,"Kangawarie Rockhole, WA",33,15,55,123,37,55,289,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R289/T12
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,244,1,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R244/T01
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,245,13,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R245/T13
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,247,1,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R247/T01
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,248,1,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R248/T01
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,276,13,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R276/T13
Eucalyptus annettae,eucalyptus annettae,Eucalyptus annettae,Eucalyptus annettae,eucalyptus annettae,,Species ,D.Nicolle,6359,"Tookle Jenna Rock, WA",33,39,29,123,42,7,276,16,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R276/T16
Eucalyptus pumila,eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,eucalyptus pumila,,Species ,D.Nicolle,636,"Pokolbin, NSW",32,46,34,151,15,37,53,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R053/T31
Eucalyptus pumila,eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,eucalyptus pumila,,Species ,D.Nicolle,636,"Pokolbin, NSW",32,46,34,151,15,37,53,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R053/T32
Eucalyptus pumila,eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,eucalyptus pumila,,Species ,D.Nicolle,636,"Pokolbin, NSW",32,46,34,151,15,37,53,30,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R053/T30
Eucalyptus pumila,eucalyptus pumila,Eucalyptus pumila,Eucalyptus pumila,eucalyptus pumila,,Species ,D.Nicolle,636,"Pokolbin, NSW",32,46,34,151,15,37,53,29,Dead,,,,,,,,,,,,1994,R053/T29
Eucalyptus conferruminata subsp. 'eastern mainland',eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata,eucalyptus conferruminata,,Species ,D.Nicolle,6370,"Mt Arid, WA",33,58,41,123,12,29,273,7,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R273/T07
Eucalyptus conferruminata subsp. 'eastern mainland',eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata,eucalyptus conferruminata,,Species ,D.Nicolle,6370,"Mt Arid, WA",33,58,41,123,12,29,273,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R273/T08
Eucalyptus conferruminata subsp. 'eastern mainland',eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata subsp. 'eastern mainland',Eucalyptus conferruminata,eucalyptus conferruminata,,Species ,D.Nicolle,6370,"Mt Arid, WA",33,58,41,123,12,29,273,5,Alive,Slight,Slight,?,None evident,,,,,Not applicable,Flowered,Flowered,2013,R273/T05
Eucalyptus forrestiana,eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,eucalyptus forrestiana,,Species ,D.Nicolle,6377,"Mt Ney, WA",33,26,38,122,28,20,287,15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R287/T15
Eucalyptus forrestiana,eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,eucalyptus forrestiana,,Species ,D.Nicolle,6377,"Mt Ney, WA",33,26,38,122,28,20,287,16,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R287/T16
Eucalyptus forrestiana,eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,eucalyptus forrestiana,,Species ,D.Nicolle,6377,"Mt Ney, WA",33,26,38,122,28,20,287,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R287/T17
Eucalyptus forrestiana,eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,eucalyptus forrestiana,,Species ,D.Nicolle,6377,"Mt Ney, WA",33,26,38,122,28,20,287,18,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R287/T18
Eucalyptus macrandra,eucalyptus macrandra,Eucalyptus macrandra,Eucalyptus macrandra,eucalyptus macrandra,,Species ,D.Nicolle,6378,"Esperance, WA",33,46,20,121,55,28,284,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R284/T09
Eucalyptus macrandra,eucalyptus macrandra,Eucalyptus macrandra,Eucalyptus macrandra,eucalyptus macrandra,,Species ,D.Nicolle,6378,"Esperance, WA",33,46,20,121,55,28,284,10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R284/T10
Eucalyptus macrandra,eucalyptus macrandra,Eucalyptus macrandra,Eucalyptus macrandra,eucalyptus macrandra,,Species ,D.Nicolle,6378,"Esperance, WA",33,46,20,121,55,28,284,12,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R284/T12
Eucalyptus macrandra,eucalyptus macrandra,Eucalyptus macrandra,Eucalyptus macrandra,eucalyptus macrandra,,Species ,D.Nicolle,6378,"Esperance, WA",33,46,20,121,55,28,284,11,Dead,,,,,,,,,,,,2013,R284/T11
Eucalyptus robusta,eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus robusta,,Species ,D.Nicolle,638,"Williamtown, NSW",32,48,53,151,46,12,16,36,Alive,Dead,,,,,,,1 - 2 years,Severe,Flowered,Flowered,1994,R016/T36
Eucalyptus robusta,eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus robusta,,Species ,D.Nicolle,638,"Williamtown, NSW",32,48,53,151,46,12,16,37,Dead,,,,,,,,,Died in 2006,,,1994,R016/T37
Eucalyptus robusta,eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus robusta,,Species ,D.Nicolle,638,"Williamtown, NSW",32,48,53,151,46,12,16,38,Dead,,,,,,,,,,,,1994,R016/T38
Eucalyptus robusta,eucalyptus robusta,Eucalyptus robusta,Eucalyptus robusta,eucalyptus robusta,,Species ,D.Nicolle,638,"Williamtown, NSW",32,48,53,151,46,12,16,39,Dead,,,,,,,,,Died in 2006,,,1994,R016/T39
