TaxonoriginalDN,taxonsimplified_dn,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,6382,"Salmon Gums, WA",32,53,13,121,56,19,289,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R289/T17
Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,6382,"Salmon Gums, WA",32,53,13,121,56,19,289,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R289/T19
Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,6382,"Salmon Gums, WA",32,53,13,121,56,19,289,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R289/T20
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,6383,"Kumarl, WA",32,47,12,121,33,23,289,5,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2013,R289/T05
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,6383,"Kumarl, WA",32,47,12,121,33,23,289,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R289/T06
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,6383,"Kumarl, WA",32,47,12,121,33,23,289,7,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2013,R289/T07
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,6383,"Kumarl, WA",32,47,12,121,33,23,289,8,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2013,R289/T08
Eucalyptus flindersii,eucalyptus flindersii,Eucalyptus flindersii,Eucalyptus flindersii,eucalyptus flindersii,,Species ,D.Nicolle,6387,"St Mary Peak, SA",31,30,13,138,33,7,243,4,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T04
Eucalyptus flindersii,eucalyptus flindersii,Eucalyptus flindersii,Eucalyptus flindersii,eucalyptus flindersii,,Species ,D.Nicolle,6387,"St Mary Peak, SA",31,30,13,138,33,7,243,5,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T05
Eucalyptus flindersii,eucalyptus flindersii,Eucalyptus flindersii,Eucalyptus flindersii,eucalyptus flindersii,,Species ,D.Nicolle,6387,"St Mary Peak, SA",31,30,13,138,33,7,243,6,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T06
Eucalyptus flindersii,eucalyptus flindersii,Eucalyptus flindersii,Eucalyptus flindersii,eucalyptus flindersii,,Species ,D.Nicolle,6387,"St Mary Peak, SA",31,30,13,138,33,7,243,7,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T07
Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,,Subspecies,D.Nicolle,6388,"St Mary Peak, SA",31,30,13,138,33,7,248,2,Alive,Moderate,Slight,?,Extensive,Tertiary branches,3 - 6 months,None evident,,Not applicable,,,2013,R248/T02
Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,,Subspecies,D.Nicolle,6388,"St Mary Peak, SA",31,30,13,138,33,7,248,4,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R248/T04
Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,,Subspecies,D.Nicolle,6388,"St Mary Peak, SA",31,30,13,138,33,7,248,3,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2013,R248/T03
Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,Eucalyptus goniocalyx subsp. exposa,eucalyptus goniocalyx subsp. exposa,,Subspecies,D.Nicolle,6388,"St Mary Peak, SA",31,30,13,138,33,7,248,5,Alive,Slight,Slight,?,None evident,,,,,Not applicable,,,2013,R248/T05
Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,6389,"Wilpena Creek, SA",31,31,38,138,36,10,243,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T12
Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,6389,"Wilpena Creek, SA",31,31,38,138,36,10,243,13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T13
Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,6389,"Wilpena Creek, SA",31,31,38,138,36,10,243,14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R243/T14
Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,Eucalyptus camaldulensis subsp. minima,eucalyptus camaldulensis subsp. minima,,Subspecies,D.Nicolle,6389,"Wilpena Creek, SA",31,31,38,138,36,10,243,15,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2013,R243/T15
Eucalyptus paniculata (subsp. matutina),eucalyptus paniculata,Eucalyptus paniculata,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,639,"Nelson Bay, NSW",32,44,0,152,10,45,53,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R053/T09
Eucalyptus paniculata (subsp. matutina),eucalyptus paniculata,Eucalyptus paniculata,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,639,"Nelson Bay, NSW",32,44,0,152,10,45,53,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R053/T11
Eucalyptus paniculata (subsp. matutina),eucalyptus paniculata,Eucalyptus paniculata,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,639,"Nelson Bay, NSW",32,44,0,152,10,45,53,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R053/T12
Eucalyptus paniculata (subsp. matutina),eucalyptus paniculata,Eucalyptus paniculata,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,639,"Nelson Bay, NSW",32,44,0,152,10,45,53,10,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R053/T10
Eucalyptus capitellata,eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,eucalyptus capitellata,,Species ,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,22,Alive,Slight,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,1994,R061/T22
Eucalyptus capitellata,eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,eucalyptus capitellata,,Species ,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,23,Alive,Slight,Severe,??,None evident,,,,,None evident,,,1994,R061/T23
Eucalyptus capitellata,eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,eucalyptus capitellata,,Species ,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,21,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R061/T21
Eucalyptus capitellata,eucalyptus capitellata,Eucalyptus capitellata,Eucalyptus capitellata,eucalyptus capitellata,,Species ,D.Nicolle,640,"Nelson Bay, NSW",32,43,59,152,10,39,61,24,Dead,,,,,,,,,,,,1994,R061/T24
Eucalyptus nudicaulis,eucalyptus nudicaulis,Eucalyptus nudicaulis,Eucalyptus nudicaulis,eucalyptus nudicaulis,,Species ,D.Nicolle,6401,"Fountain Spring, Qld",20,58,5,139,55,51,282,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R282/T05
Eucalyptus nudicaulis,eucalyptus nudicaulis,Eucalyptus nudicaulis,Eucalyptus nudicaulis,eucalyptus nudicaulis,,Species ,D.Nicolle,6401,"Fountain Spring, Qld",20,58,5,139,55,51,282,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R282/T06
Eucalyptus nudicaulis,eucalyptus nudicaulis,Eucalyptus nudicaulis,Eucalyptus nudicaulis,eucalyptus nudicaulis,,Species ,D.Nicolle,6401,"Fountain Spring, Qld",20,58,5,139,55,51,282,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R282/T08
Eucalyptus herbertiana,eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,eucalyptus herbertiana,,Species ,D.Nicolle,6403,"Lake Julius, Qld",20,7,37,139,43,3,247,6,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R247/T06
Eucalyptus herbertiana,eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,eucalyptus herbertiana,,Species ,D.Nicolle,6403,"Lake Julius, Qld",20,7,37,139,43,3,247,7,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T07
Eucalyptus herbertiana,eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,eucalyptus herbertiana,,Species ,D.Nicolle,6403,"Lake Julius, Qld",20,7,37,139,43,3,247,8,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T08
Eucalyptus herbertiana,eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,eucalyptus herbertiana,,Species ,D.Nicolle,6403,"Lake Julius, Qld",20,7,37,139,43,3,247,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R247/T09
Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,,Subspecies,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,9,Alive,Slight,Severe,??,None evident,,,,,Moderate,Flowered,Flowered,1994,R056/T09
Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,,Subspecies,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,8,Alive,Slight,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,1994,R056/T08
Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,,Subspecies,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,10,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R056/T10
Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,,Subspecies,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,11,Dead,,,,,,,,,Died in 2006,,,1994,R056/T11
Eucalyptus provecta,eucalyptus provecta,Eucalyptus provecta,Eucalyptus provecta,eucalyptus provecta,,Species ,D.Nicolle,6413,"Newcastle Range, Qld",18,36,55,143,47,0,272,13,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R272/T13
Eucalyptus provecta,eucalyptus provecta,Eucalyptus provecta,Eucalyptus provecta,eucalyptus provecta,,Species ,D.Nicolle,6413,"Newcastle Range, Qld",18,36,55,143,47,0,272,14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R272/T14
Eucalyptus provecta,eucalyptus provecta,Eucalyptus provecta,Eucalyptus provecta,eucalyptus provecta,,Species ,D.Nicolle,6413,"Newcastle Range, Qld",18,36,55,143,47,0,272,15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R272/T15
Eucalyptus provecta,eucalyptus provecta,Eucalyptus provecta,Eucalyptus provecta,eucalyptus provecta,,Species ,D.Nicolle,6413,"Newcastle Range, Qld",18,36,55,143,47,0,272,16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R272/T16
Eucalyptus shrileyi (square fruit form),eucalyptus shirleyi,Eucalyptus shirleyi,Eucalyptus shirleyi,eucalyptus shirleyi,,Species ,D.Nicolle,6414,"Newcastle Range, Qld",18,32,34,143,53,11,272,9,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R272/T09
Eucalyptus shrileyi (square fruit form),eucalyptus shirleyi,Eucalyptus shirleyi,Eucalyptus shirleyi,eucalyptus shirleyi,,Species ,D.Nicolle,6414,"Newcastle Range, Qld",18,32,34,143,53,11,272,10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R272/T10
Eucalyptus shrileyi (square fruit form),eucalyptus shirleyi,Eucalyptus shirleyi,Eucalyptus shirleyi,eucalyptus shirleyi,,Species ,D.Nicolle,6414,"Newcastle Range, Qld",18,32,34,143,53,11,272,11,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2013,R272/T11
Eucalyptus shrileyi (square fruit form),eucalyptus shirleyi,Eucalyptus shirleyi,Eucalyptus shirleyi,eucalyptus shirleyi,,Species ,D.Nicolle,6414,"Newcastle Range, Qld",18,32,34,143,53,11,272,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R272/T12
Eucalyptus lockyeri,eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,eucalyptus lockyeri,,Species ,D.Nicolle,6419,"Herberton, Qld",17,23,21,145,22,39,275,5,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T05
Eucalyptus lockyeri,eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,eucalyptus lockyeri,,Species ,D.Nicolle,6419,"Herberton, Qld",17,23,21,145,22,39,275,6,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T06
Eucalyptus lockyeri,eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,eucalyptus lockyeri,,Species ,D.Nicolle,6419,"Herberton, Qld",17,23,21,145,22,39,275,7,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T07
Eucalyptus lockyeri,eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,eucalyptus lockyeri,,Species ,D.Nicolle,6419,"Herberton, Qld",17,23,21,145,22,39,275,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,,2013,R275/T08
Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,,Subspecies,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,25,Alive,Moderate,Moderate,?,None evident,,,,,Moderate,Flowered,Flowered,1994,R061/T25
Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,,Subspecies,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,27,Alive,Moderate,Severe,?,Very scattered,Primary & secondary branches,3 - 6 months,None evident,,Severe,Flowered,Flowered,1994,R061/T27
Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,,Subspecies,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,26,Alive,Slight,Moderate,?,Very scattered,Primary & secondary branches,3 - 6 months,None evident,,Moderate,Flowered,Flowered,1994,R061/T26
Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,Eucalyptus resinifera subsp. resinifera,eucalyptus resinifera subsp. resinifera,,Subspecies,D.Nicolle,642,"Karuah, NSW",32,38,25,151,59,35,61,28,Dead,,,,,,,,,Died in 2006,,,1994,R061/T28
Eucalyptus leptophleba,eucalyptus leptophleba,Eucalyptus leptophleba,Eucalyptus leptophleba,eucalyptus leptophleba,,Species ,D.Nicolle,6422,"Walkamin, Qld",17,8,15,145,25,51,247,10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T10
Eucalyptus leptophleba,eucalyptus leptophleba,Eucalyptus leptophleba,Eucalyptus leptophleba,eucalyptus leptophleba,,Species ,D.Nicolle,6422,"Walkamin, Qld",17,8,15,145,25,51,247,11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T11
Eucalyptus leptophleba,eucalyptus leptophleba,Eucalyptus leptophleba,Eucalyptus leptophleba,eucalyptus leptophleba,,Species ,D.Nicolle,6422,"Walkamin, Qld",17,8,15,145,25,51,247,12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T12
Eucalyptus leptophleba,eucalyptus leptophleba,Eucalyptus leptophleba,Eucalyptus leptophleba,eucalyptus leptophleba,,Species ,D.Nicolle,6422,"Walkamin, Qld",17,8,15,145,25,51,247,13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R247/T13
Eucalyptus fergusonii subsp. fergusonii,eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R061/T29
Eucalyptus fergusonii subsp. fergusonii,eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R061/T31
Eucalyptus fergusonii subsp. fergusonii,eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R061/T32
Eucalyptus fergusonii subsp. fergusonii,eucalyptus fergusonii subsp. fergusonii,Eucalyptus fergusonii subsp. fergusonii,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,643,"Bulahdelah, NSW",32,14,55,152,11,30,61,30,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1994,R061/T30
Eucalyptus biterranea,eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,eucalyptus pellita,,Species ,D.Nicolle,6438,"Battlecamp, Qld",15,16,13,144,58,12,245,16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R245/T16
Eucalyptus biterranea,eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,eucalyptus pellita,,Species ,D.Nicolle,6438,"Battlecamp, Qld",15,16,13,144,58,12,245,18,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2013,R245/T18
Eucalyptus biterranea,eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,eucalyptus pellita,,Species ,D.Nicolle,6438,"Battlecamp, Qld",15,16,13,144,58,12,245,19,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R245/T19
Eucalyptus biterranea,eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,eucalyptus pellita,,Species ,D.Nicolle,6438,"Battlecamp, Qld",15,16,13,144,58,12,245,17,Dead,,,,,,,,,,,,2013,R245/T17
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,17,Dead,,,,,,,,,,,,1994,R061/T17
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,18,Dead,,,,,,,,,,,,1994,R061/T18
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,19,Dead,,,,,,,,,,,,1994,R061/T19
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Macksville, NSW",30,54,51,152,56,29,61,20,Dead,,,,,,,,,,,,1994,R061/T20
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Kempsey, NSW",30,54,51,152,56,29,165,22,Alive,Severe,Dead,?,None evident,,,,,Severe,Flowered,Flowered,1999,R165/T22
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Kempsey, NSW",30,54,51,152,56,29,165,19,Dead,,,,,,,,,,,,1999,R165/T19
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Kempsey, NSW",30,54,51,152,56,29,165,20,Dead,,,,,,,,,,,,1999,R165/T20
Eucalyptus pilularis,eucalyptus pilularis,Eucalyptus pilularis,Eucalyptus pilularis,eucalyptus pilularis,,Species ,D.Nicolle,644,"Kempsey, NSW",30,54,51,152,56,29,165,21,Dead,,,,,,,,,,,,1999,R165/T21
Eucalyptus portuensis,eucalyptus portuensis,Eucalyptus portuensis,Eucalyptus acmenoides,eucalyptus acmenoides,,Species ,D.Nicolle,6447,"Shute Harbour, Qld",20,17,10,148,46,16,275,13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T13
Eucalyptus portuensis,eucalyptus portuensis,Eucalyptus portuensis,Eucalyptus acmenoides,eucalyptus acmenoides,,Species ,D.Nicolle,6447,"Shute Harbour, Qld",20,17,10,148,46,16,275,14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T14
Eucalyptus portuensis,eucalyptus portuensis,Eucalyptus portuensis,Eucalyptus acmenoides,eucalyptus acmenoides,,Species ,D.Nicolle,6447,"Shute Harbour, Qld",20,17,10,148,46,16,275,16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013,R275/T16
