currentname,RowTree,FieldID,DNNumber
corymbia trachyphloia subsp. trachyphloia,R305/T14,CCA5552,5128
eucalyptus capitellata,R305/T15,CCA5553,5262
eucalyptus capitellata,R305/T16,CCA5554,5262
eucalyptus capitellata,R305/T17,CCA5555,5262
eucalyptus capitellata,R305/T18,CCA5556,5262
corymbia stockeri subsp. peninsularis,R305/T19,CCA5557,2513
eucalyptus lirata,R305/T21,CCA5558,1917
corymbia dichromophloia,R305/T28,CCA5559,2463
corymbia capricornia,R305/T29,CCA5560,4192
corymbia capricornia,R305/T30,CCA5561,4192
eucalyptus stricta,R306/T07,CCA5562,5252
eucalyptus stricta,R306/T08,CCA5563,5252
eucalyptus bridgesiana,R306/T09,CCA5564,5271
eucalyptus bridgesiana,R306/T10,CCA5565,5271
eucalyptus bridgesiana,R306/T11,CCA5566,5271
eucalyptus bridgesiana,R306/T12,CCA5567,5271
eucalyptus microcodon,R306/T13,CCA5568,5010
eucalyptus microcodon,R306/T16,CCA5569,5010
eucalyptus moorei subsp. moorei,R306/T17,CCA5570,5256
eucalyptus moorei subsp. moorei,R306/T18,CCA5571,5256
eucalyptus moorei subsp. moorei,R306/T19,CCA5572,5256
eucalyptus moorei subsp. moorei x e. stricta,R306/T20,CCA5573,5256
eucalyptus expressa,R306/T21,CCA5574,5265
eucalyptus expressa,R306/T22,CCA5575,5265
eucalyptus expressa,R306/T23,CCA5576,5265
eucalyptus expressa,R306/T24,CCA5577,5265
corymbia umbonata,R306/T25,CCA5578,2488
corymbia umbonata,R306/T26,CCA5579,2488
corymbia umbonata,R306/T27,CCA5580,2488
eucalyptus approximans,R307/T01,CCA5581,2090
eucalyptus approximans,R307/T02,CCA5582,2090
corymbia bella,R307/T03,CCA5583,4204
corymbia bella,R307/T04,CCA5584,4204
corymbia bella,R307/T05,CCA5585,4204
corymbia bella,R307/T06,CCA5586,4204
eucalyptus camphora subsp. camphora,R307/T07,CCA5587,5024
eucalyptus camphora subsp. camphora,R307/T09,CCA5588,5024
eucalyptus camphora subsp. camphora,R307/T10,CCA5589,5024
eucalyptus moorei var. latiuscula,R307/T11,CCA5590,594
eucalyptus moorei var. latiuscula,R307/T12,CCA5591,594
eucalyptus moorei var. latiuscula,R307/T13,CCA5592,594
eucalyptus piperita subsp. piperita,R307/T14,CCA5593,627
eucalyptus acmenoides,R307/T16,CCA5594,1299
eucalyptus acmenoides,R307/T17,CCA5595,1299
eucalyptus helidonica,R307/T18,CCA5596,2935
eucalyptus regnans,R307/T19,CCA5597,4316
eucalyptus moorei subsp. moorei x e. fastigata,R307/T21,CCA5598,5247
eucalyptus moorei subsp. moorei x e. fastigata,R307/T22,CCA5599,5247
eucalyptus moorei subsp. moorei,R308/T04,CCA5600,603
eucalyptus expressa,R308/T05,CCA5601,5266
eucalyptus expressa,R308/T06,CCA5602,5266
eucalyptus expressa,R308/T08,CCA5603,5266
eucalyptus apodophylla,R308/T09,CCA5604,2456
eucalyptus apodophylla,R308/T10,CCA5605,2456
eucalyptus apodophylla,R308/T11,CCA5606,2456
eucalyptus apodophylla,R308/T12,CCA5607,2456
eucalyptus pyrocarpa,R308/T13,CCA5608,2093
eucalyptus pyrocarpa,R308/T14,CCA5609,2093
eucalyptus pyrocarpa,R308/T15,CCA5610,2093
eucalyptus pyrocarpa,R308/T16,CCA5611,2093
eucalyptus dalrympleana subsp. heptantha,R308/T17,CCA5612,5022
eucalyptus dalrympleana subsp. heptantha,R308/T19,CCA5613,5022
eucalyptus dalrympleana subsp. heptantha,R308/T20,CCA5614,5022
corymbia ficifolia,R310/T02,CCA5615,5523
corymbia ficifolia,R310/T03,CCA5616,5523
corymbia ficifolia,R310/T04,CCA5617,5523
eucalyptus horistes subsp. 'southern smooth',R310/T05,CCA5618,5513
eucalyptus horistes subsp. 'southern smooth',R310/T06,CCA5619,5513
eucalyptus horistes subsp. 'southern smooth',R310/T07,CCA5620,5513
eucalyptus horistes subsp. 'southern smooth',R310/T08,CCA5621,5513
eucalyptus camaldulensis subsp. arida,R310/T09,CCA5622,5571
eucalyptus camaldulensis subsp. arida,R310/T10,CCA5623,5571
eucalyptus camaldulensis subsp. arida,R310/T11,CCA5624,5571
eucalyptus camaldulensis subsp. arida,R310/T12,CCA5625,5571
eucalyptus rudis subsp. cratyantha,R310/T13,CCA5626,5538
eucalyptus rudis subsp. cratyantha,R310/T14,CCA5627,5538
eucalyptus rudis subsp. cratyantha,R310/T15,CCA5628,5538
eucalyptus rudis subsp. cratyantha,R310/T16,CCA5629,5538
eucalyptus sporadica,R310/T17,CCA5630,5468
eucalyptus sporadica,R310/T18,CCA5631,5468
eucalyptus sporadica,R310/T19,CCA5632,5468
eucalyptus sporadica,R310/T20,CCA5633,5468
eucalyptus baudiniana - e. oraria intergrade,R310/T21,CCA5634,5575
eucalyptus baudiniana - e. oraria intergrade,R310/T22,CCA5635,5575
eucalyptus baudiniana - e. oraria intergrade,R310/T23,CCA5636,5575
eucalyptus baudiniana - e. oraria intergrade,R310/T24,CCA5637,5575
eucalyptus leptopoda - e. oldfieldii intergrade,R310/T25,CCA5638,5583
eucalyptus leptopoda - e. oldfieldii intergrade,R310/T28,CCA5639,5583
eucalyptus ligulata subsp. ligulata,R310/T29,CCA5640,4576
eucalyptus patens,R310/T30,CCA5641,5530
eucalyptus sweedmaniana,R311/T01,CCA5642,5487
eucalyptus sweedmaniana,R311/T02,CCA5643,5487
eucalyptus sweedmaniana,R311/T03,CCA5644,5487
eucalyptus sweedmaniana,R311/T04,CCA5645,5487
corymbia papillosa,R311/T07,CCA5646,5806
eucalyptus virginea,R311/T10,CCA5647,5536
eucalyptus virginea,R311/T12,CCA5648,5536
eucalyptus camaldulensis subsp. refulgens,R311/T13,CCA5649,5747
eucalyptus camaldulensis subsp. refulgens,R311/T14,CCA5650,5747
eucalyptus camaldulensis subsp. refulgens,R311/T15,CCA5651,5747
eucalyptus camaldulensis subsp. refulgens,R311/T16,CCA5652,5747
eucalyptus leucoxylon subsp. megalocarpa,R311/T17,CCA5653,4310
eucalyptus leucoxylon subsp. megalocarpa,R311/T18,CCA5654,4310
eucalyptus leucoxylon subsp. megalocarpa,R311/T19,CCA5655,4310
eucalyptus leucoxylon subsp. megalocarpa,R311/T20,CCA5656,4310
eucalyptus oligantha,R311/T21,CCA5657,5810
eucalyptus oligantha,R311/T22,CCA5658,5810
eucalyptus oligantha,R311/T23,CCA5659,5810
eucalyptus oligantha,R311/T24,CCA5660,5810
eucalyptus latens,R311/T25,CCA5661,5518
eucalyptus latens,R311/T26,CCA5662,5518
eucalyptus latens,R311/T27,CCA5663,5518
eucalyptus latens,R311/T28,CCA5664,5518
eucalyptus caesia subsp. 'boyagin rock',R312/T01,CCA5665,5542
eucalyptus caesia subsp. 'boyagin rock',R312/T02,CCA5666,5542
eucalyptus caesia subsp. 'boyagin rock',R312/T03,CCA5667,5542
eucalyptus caesia subsp. 'boyagin rock',R312/T04,CCA5668,5542
eucalyptus exilis,R312/T05,CCA5669,5541
eucalyptus exilis,R312/T06,CCA5670,5541
eucalyptus exilis,R312/T07,CCA5671,5541
eucalyptus exilis,R312/T08,CCA5672,5541
eucalyptus caesia subsp. magna,R312/T09,CCA5673,5455
eucalyptus caesia subsp. magna,R312/T10,CCA5674,5455
eucalyptus caesia subsp. magna,R312/T11,CCA5675,5455
eucalyptus caesia subsp. magna,R312/T12,CCA5676,5455
eucalyptus camaldulensis subsp. arida,R312/T13,CCA5677,5077
eucalyptus camaldulensis subsp. arida,R312/T14,CCA5678,5077
eucalyptus camaldulensis subsp. arida,R312/T15,CCA5679,5077
eucalyptus camaldulensis subsp. arida,R312/T16,CCA5680,5077
eucalyptus oligantha,R312/T17,CCA5681,5804
eucalyptus oligantha,R312/T18,CCA5682,5804
eucalyptus oligantha,R312/T19,CCA5683,5804
eucalyptus oligantha,R312/T20,CCA5684,5804
eucalyptus myriadena,R312/T21,CCA5685,5596
eucalyptus myriadena,R312/T22,CCA5686,5596
eucalyptus myriadena,R312/T23,CCA5687,5596
eucalyptus myriadena,R312/T24,CCA5688,5596
eucalyptus diminuta,R312/T25,CCA5689,5543
eucalyptus diminuta,R312/T26,CCA5690,5543
eucalyptus diminuta,R312/T27,CCA5691,5543
eucalyptus diminuta,R312/T28,CCA5692,5543
corymbia arnhemensis,R312/T30,CCA5693,2484
eucalyptus preissiana subsp. lobata,R313/T01,CCA5694,5492
eucalyptus preissiana subsp. lobata,R313/T02,CCA5695,5492
eucalyptus preissiana subsp. lobata,R313/T03,CCA5696,5492
eucalyptus preissiana subsp. lobata,R313/T04,CCA5697,5492
eucalyptus opimiflora,R313/T05,CCA5698,5547
eucalyptus brandiana,R313/T09,CCA5699,5514
eucalyptus brandiana,R313/T10,CCA5700,5514
eucalyptus brandiana,R313/T11,CCA5701,5514
eucalyptus brandiana,R313/T12,CCA5702,5514
eucalyptus obesa,R313/T13,CCA5703,5478
eucalyptus obesa,R313/T14,CCA5704,5478
eucalyptus obesa,R313/T15,CCA5705,5478
eucalyptus obesa,R313/T16,CCA5706,5478
eucalyptus dielsii,R313/T18,CCA5707,5472
eucalyptus dielsii,R313/T20,CCA5708,5472
eucalyptus utilis,R313/T21,CCA5709,5493
eucalyptus utilis,R313/T22,CCA5710,5493
eucalyptus utilis,R313/T23,CCA5711,5493
eucalyptus utilis,R313/T24,CCA5712,5493
eucalyptus rupestris,R313/T25,CCA5713,5813
eucalyptus rupestris,R313/T26,CCA5714,5813
eucalyptus relicta,R313/T29,CCA5715,5535
eucalyptus relicta,R313/T30,CCA5716,5535
eucalyptus relicta,R313/T31,CCA5717,5535
eucalyptus insularis subsp. continentalis,R313/T32,CCA5718,1637
eucalyptus caesia subsp. magna,R314/T01,CCA5719,5610
eucalyptus caesia subsp. magna,R314/T02,CCA5720,5610
eucalyptus caesia subsp. magna,R314/T03,CCA5721,5610
eucalyptus caesia subsp. magna,R314/T04,CCA5722,5610
eucalyptus sp. southern wheatbelt,R314/T05,CCA5723,5508
eucalyptus sp. southern wheatbelt,R314/T06,CCA5724,5508
eucalyptus sp. southern wheatbelt,R314/T07,CCA5725,5508
eucalyptus sp. southern wheatbelt,R314/T08,CCA5726,5508
eucalyptus beardiana,R314/T09,CCA5727,5708
eucalyptus beardiana,R314/T10,CCA5728,5708
eucalyptus beardiana,R314/T12,CCA5729,5708
eucalyptus sargentii subsp. sargentii,R314/T13,CCA5730,5551
eucalyptus sargentii subsp. sargentii,R314/T14,CCA5731,5551
eucalyptus sargentii subsp. sargentii,R314/T15,CCA5732,5551
eucalyptus sargentii subsp. sargentii,R314/T16,CCA5733,5551
eucalyptus alipes,R314/T17,CCA5734,5480
eucalyptus alipes,R314/T19,CCA5735,5480
eucalyptus alipes,R314/T20,CCA5736,5480
eucalyptus ecostata,R314/T21,CCA5737,5496
eucalyptus ecostata,R314/T22,CCA5738,5496
eucalyptus ecostata,R314/T24,CCA5739,5496
eucalyptus sheathiana,R314/T25,CCA5740,5453
eucalyptus sheathiana,R314/T26,CCA5741,5453
eucalyptus sheathiana,R314/T27,CCA5742,5453
eucalyptus sheathiana,R314/T28,CCA5743,5453
eucalyptus orbifolia,R314/T31,CCA5744,5607
eucalyptus tenuipes,R314/T33,CCA5745,693
eucalyptus sp. sullivan soak,R315/T02,CCA5746,5503
eucalyptus sp. sullivan soak,R315/T03,CCA5747,5503
eucalyptus sp. sullivan soak,R315/T04,CCA5748,5503
eucalyptus sp. lake magenta,R315/T05,CCA5749,5509
eucalyptus sp. lake magenta,R315/T06,CCA5750,5509
eucalyptus sp. lake magenta,R315/T07,CCA5751,5509
eucalyptus sp. lake magenta,R315/T08,CCA5752,5509
eucalyptus rigidula,R315/T09,CCA5753,5671
eucalyptus rigidula,R315/T10,CCA5754,5671
eucalyptus rigidula,R315/T11,CCA5755,5671
eucalyptus rigidula,R315/T12,CCA5756,5671
eucalyptus petraea,R315/T17,CCA5757,5463
eucalyptus petraea,R315/T18,CCA5758,5463
eucalyptus petraea,R315/T19,CCA5759,5463
eucalyptus petraea,R315/T20,CCA5760,5463
eucalyptus sp. dartmoor,R315/T21,CCA5761,5585
eucalyptus sp. dartmoor,R315/T22,CCA5762,5585
eucalyptus sp. dartmoor,R315/T23,CCA5763,5585
eucalyptus sp. dartmoor,R315/T24,CCA5764,5585
eucalyptus arachnaea subsp. arrecta,R315/T26,CCA5765,5556
eucalyptus arachnaea subsp. arrecta,R315/T27,CCA5766,5556
eucalyptus arachnaea subsp. arrecta,R315/T28,CCA5767,5556
eucalyptus rigidula,R315/T29,CCA5768,5071
eucalyptus rigidula,R315/T30,CCA5769,5071
eucalyptus rigidula,R315/T31,CCA5770,5071
eucalyptus rigidula,R315/T32,CCA5771,5071
eucalyptus calycogona subsp. calycogona,R315/T33,CCA5772,4558
corymbia cliftoniana,R316/T04,CCA5773,5851
eucalyptus eudesmioides,R316/T07,CCA5774,5740
eucalyptus crucis subsp. lanceolata,R316/T09,CCA5775,5456
eucalyptus crucis subsp. lanceolata,R316/T10,CCA5776,5456
eucalyptus crucis subsp. lanceolata,R316/T11,CCA5777,5456
eucalyptus crucis subsp. lanceolata,R316/T12,CCA5778,5456
eucalyptus rigidula,R316/T13,CCA5779,5554
eucalyptus rigidula,R316/T14,CCA5780,5554
eucalyptus rigidula,R316/T15,CCA5781,5554
eucalyptus rigidula,R316/T16,CCA5782,5554
eucalyptus sp. dunbar road,R316/T17,CCA5783,5466
eucalyptus sp. dunbar road,R316/T18,CCA5784,5466
eucalyptus sp. dunbar road,R316/T19,CCA5785,5466
eucalyptus sp. dunbar road,R316/T20,CCA5786,5466
eucalyptus fruticosa,R316/T21,CCA5787,5567
eucalyptus fruticosa,R316/T22,CCA5788,5567
eucalyptus fruticosa,R316/T23,CCA5789,5567
eucalyptus fruticosa,R316/T24,CCA5790,5567
eucalyptus aridomontana,R316/T25,CCA5791,5778
eucalyptus aridomontana,R316/T26,CCA5792,5778
eucalyptus aridomontana,R316/T27,CCA5793,5778
eucalyptus aridomontana,R316/T28,CCA5794,5778
eucalyptus crucis subsp. lanceolata,R317/T01,CCA5795,5603
eucalyptus crucis subsp. lanceolata,R317/T02,CCA5796,5603
eucalyptus crucis subsp. lanceolata,R317/T03,CCA5797,5603
eucalyptus crucis subsp. lanceolata,R317/T04,CCA5798,5603
eucalyptus formanii subsp. formanii,R317/T05,CCA5799,5693
eucalyptus formanii subsp. formanii,R317/T06,CCA5800,5693
eucalyptus formanii subsp. formanii,R317/T07,CCA5801,5693
eucalyptus formanii subsp. formanii,R317/T08,CCA5802,5693
eucalyptus kingsmillii,R317/T11,CCA5803,5779
eucalyptus loxophleba subsp. supralaevis,R317/T13,CCA5804,5593
eucalyptus loxophleba subsp. supralaevis,R317/T14,CCA5805,5593
eucalyptus loxophleba subsp. supralaevis,R317/T15,CCA5806,5593
eucalyptus loxophleba subsp. supralaevis,R317/T16,CCA5807,5593
eucalyptus baudiniana,R317/T17,CCA5808,5577
eucalyptus baudiniana,R317/T18,CCA5809,5577
eucalyptus baudiniana,R317/T19,CCA5810,5577
eucalyptus baudiniana,R317/T20,CCA5811,5577
eucalyptus rigidula,R317/T21,CCA5812,5460
eucalyptus rigidula,R317/T22,CCA5813,5460
eucalyptus rigidula,R317/T23,CCA5814,5460
eucalyptus rigidula,R317/T24,CCA5815,5460
corymbia deserticola subsp. deserticola,R317/T25,CCA5816,5750
corymbia deserticola subsp. deserticola,R317/T26,CCA5817,5750
corymbia deserticola subsp. deserticola,R317/T27,CCA5818,5750
corymbia deserticola subsp. deserticola,R317/T28,CCA5819,5750
eucalyptus caesia subsp. 'southern rocks',R317/T29,CCA5820,5550
eucalyptus caesia subsp. 'southern rocks',R317/T30,CCA5821,5550
eucalyptus synandra,R318/T01,CCA5822,5588
eucalyptus synandra,R318/T03,CCA5823,5588
eucalyptus synandra,R318/T04,CCA5824,5588
corymbia chippendalei,R318/T05,CCA5825,4288
corymbia chippendalei,R318/T07,CCA5826,4288
corymbia chippendalei,R318/T08,CCA5827,4288
eucalyptus educta,R318/T09,CCA5828,5600
eucalyptus victrix,R318/T13,CCA5829,5568
eucalyptus victrix,R318/T14,CCA5830,5568
eucalyptus victrix,R318/T16,CCA5831,5568
eucalyptus striaticalyx,R318/T17,CCA5832,5592
eucalyptus striaticalyx,R318/T19,CCA5833,5592
eucalyptus striaticalyx,R318/T20,CCA5834,5592
eucalyptus grasbyi,R318/T21,CCA5835,5689
eucalyptus grasbyi,R318/T22,CCA5836,5689
eucalyptus grasbyi,R318/T23,CCA5837,5689
eucalyptus grasbyi,R318/T24,CCA5838,5689
eucalyptus formanii subsp. 'broad-leaf',R318/T25,CCA5839,5672
eucalyptus formanii subsp. 'broad-leaf',R318/T26,CCA5840,5672
eucalyptus formanii subsp. 'broad-leaf',R318/T27,CCA5841,5672
eucalyptus formanii subsp. 'broad-leaf',R318/T28,CCA5842,5672
eucalyptus orbifolia,R318/T29,CCA5843,5606
eucalyptus formanii subsp. 'broad-leaf',R319/T04,CCA5844,5684
eucalyptus pileata,R319/T06,CCA5845,5477
eucalyptus pileata,R319/T07,CCA5846,5477
eucalyptus pileata,R319/T08,CCA5847,5477
corymbia lenziana,R319/T09,CCA5848,5733
eucalyptus aridomontana,R319/T11,CCA5849,5766
eucalyptus aequioperta,R319/T16,CCA5850,5458
eucalyptus aequioperta,R319/T17,CCA5851,5458
eucalyptus erythrocorys,R319/T19,CCA5852,5540
eucalyptus erythrocorys,R319/T20,CCA5853,5540
eucalyptus erythrocorys,R319/T21,CCA5854,5540
eucalyptus erythrocorys,R319/T22,CCA5855,5540
eucalyptus sp. kalbarri,R319/T24,CCA5856,5578
eucalyptus sp. kalbarri,R319/T25,CCA5857,5578
eucalyptus dendromorpha,R330/T03,CCA5858,5869
eucalyptus dendromorpha,R330/T04,CCA5859,5869
eucalyptus amygdalina,R330/T05,CCA5860,6722
eucalyptus amygdalina,R330/T06,CCA5861,6722
eucalyptus amygdalina,R330/T07,CCA5862,6722
eucalyptus amygdalina,R330/T08,CCA5863,6722
eucalyptus dalrympleana subsp. 'tasmania',R330/T09,CCA5864,6736
eucalyptus dalrympleana subsp. 'tasmania',R330/T10,CCA5865,6736
eucalyptus dalrympleana subsp. 'tasmania',R330/T11,CCA5866,6736
eucalyptus dalrympleana subsp. 'tasmania',R330/T12,CCA5867,6736
eucalyptus ovata subsp. ovata,R330/T14,CCA5868,6741
eucalyptus megacarpa,R331/T03,CCA5869,6705
eucalyptus megacarpa,R331/T04,CCA5870,6705
eucalyptus dorrigoensis,R331/T05,CCA5871,6798
eucalyptus dorrigoensis,R331/T07,CCA5872,6798
eucalyptus dorrigoensis,R331/T08,CCA5873,6798
eucalyptus dorrigoensis x e. ?saligna,R331/T06,CCA5874,6798
eucalyptus x bunyip,R331/T09,CCA5875,6782
eucalyptus x bunyip,R331/T10,CCA5876,6782
eucalyptus x bunyip,R331/T11,CCA5877,6782
eucalyptus x bunyip,R331/T12,CCA5878,6782
eucalyptus stellulata 'little star',R331/T13,CCA5879,NA
eucalyptus x carolaniae,R332/T02,CCA5880,6787
eucalyptus x carolaniae,R332/T03,CCA5881,6787
eucalyptus x carolaniae,R332/T04,CCA5882,6787
eucalyptus elata,R332/T05,CCA5883,6783
eucalyptus elata,R332/T06,CCA5884,6783
eucalyptus elata,R332/T07,CCA5885,6783
eucalyptus elata,R332/T08,CCA5886,6783
corymbia calophylla,R332/T09,CCA5887,6707
corymbia calophylla,R332/T10,CCA5888,6707
corymbia calophylla,R332/T11,CCA5889,6707
corymbia calophylla,R332/T12,CCA5890,6707
eucalyptus ovata subsp. ovata,R333/T02,CCA5891,6725
eucalyptus ovata subsp. ovata,R333/T03,CCA5892,6725
eucalyptus chloroclada,R333/T05,CCA5893,6464
eucalyptus chloroclada,R333/T06,CCA5894,6464
eucalyptus chloroclada,R333/T07,CCA5895,6464
eucalyptus chloroclada,R333/T08,CCA5896,6464
eucalyptus viminalis subsp. hentyensis,R340/T01,CCA5897,6961
eucalyptus viminalis subsp. hentyensis,R340/T02,CCA5898,6961
eucalyptus viminalis subsp. hentyensis,R340/T03,CCA5899,6961
eucalyptus viminalis subsp. hentyensis,R340/T04,CCA5900,6961
corymbia polycarpa,R340/T05,CCA5901,6961
corymbia polycarpa,R340/T06,CCA5902,6961
corymbia polycarpa,R340/T07,CCA5903,6961
corymbia polycarpa,R340/T08,CCA5904,6961
corymbia ptychocarpa subsp. ptychocarpa,R340/T09,CCA5905,1912
eucalyptus jacksonii,R340/T10,CCA5906,7223
eucalyptus jacksonii,R340/T11,CCA5907,7223
eucalyptus jacksonii,R340/T12,CCA5908,7223
eucalyptus jacksonii,R340/T13,CCA5909,7223
eucalyptus nebulosa,R340/T14,CCA5910,6742
eucalyptus nebulosa,R340/T15,CCA5911,6742
eucalyptus nebulosa,R340/T16,CCA5912,6742
eucalyptus nebulosa,R340/T17,CCA5913,6742
eucalyptus morrisbyi,R340/T18,CCA5914,1983
eucalyptus morrisbyi,R340/T19,CCA5915,1983
eucalyptus morrisbyi,R340/T20,CCA5916,1983
eucalyptus morrisbyi,R340/T21,CCA5917,1983
eucalyptus baxteri,R340/T22,CCA5918,7234
eucalyptus baxteri,R340/T23,CCA5919,7234
eucalyptus baxteri,R340/T24,CCA5920,7234
eucalyptus baxteri,R340/T25,CCA5921,7234
eucalyptus guilfoylei,R340/T26,CCA5922,4632
eucalyptus guilfoylei,R340/T27,CCA5923,4632
eucalyptus guilfoylei,R340/T28,CCA5924,4632
eucalyptus guilfoylei,R340/T29,CCA5925,4632
corymbia tessellaris,R341/T01,CCA5926,NA
corymbia tessellaris,R341/T02,CCA5927,NA
corymbia tessellaris,R341/T03,CCA5928,NA
corymbia tessellaris,R341/T04,CCA5929,NA
eucalyptus marginata subsp. dull leaf,R341/T05,CCA5930,7220
eucalyptus marginata subsp. dull leaf,R341/T06,CCA5931,7220
eucalyptus marginata subsp. dull leaf,R341/T07,CCA5932,7220
eucalyptus marginata subsp. dull leaf,R341/T08,CCA5933,7220
corymbia trachyphloia subsp. trachyphloia,R341/T09,CCA5934,714
corymbia trachyphloia subsp. trachyphloia,R341/T10,CCA5935,714
corymbia trachyphloia subsp. trachyphloia,R341/T11,CCA5936,714
corymbia trachyphloia subsp. trachyphloia,R341/T12,CCA5937,714
corymbia chlorolampra,R341/T13,CCA5938,7227
corymbia chlorolampra,R341/T14,CCA5939,7227
eucalyptus molyneuxii,R341/T15,CCA5940,6867
eucalyptus molyneuxii,R341/T16,CCA5941,6867
eucalyptus x alpina,R341/T17,CCA5942,7046
eucalyptus x alpina,R341/T18,CCA5943,7046
eucalyptus x alpina,R341/T19,CCA5944,7046
eucalyptus x alpina,R341/T20,CCA5945,7046
eucalyptus pauciflora subsp. parvifructa,R341/T21,CCA5946,7047
eucalyptus pauciflora subsp. parvifructa,R341/T22,CCA5947,7047
eucalyptus pauciflora subsp. parvifructa,R341/T23,CCA5948,7047
eucalyptus pauciflora subsp. parvifructa,R341/T24,CCA5949,7047
eucalyptus codonocarpa,R341/T25,CCA5950,5025
eucalyptus codonocarpa,R341/T26,CCA5951,5025
eucalyptus codonocarpa,R341/T27,CCA5952,5025
eucalyptus codonocarpa,R341/T28,CCA5953,5025
eucalyptus x walshii,R342/T01,CCA5954,6866
eucalyptus x walshii,R342/T02,CCA5955,6866
eucalyptus x walshii,R342/T03,CCA5956,6866
eucalyptus x walshii,R342/T04,CCA5957,6866
eucalyptus grossa,R342/T05,CCA5958,7224
eucalyptus grossa,R342/T06,CCA5959,7224
eucalyptus grossa,R342/T07,CCA5960,7224
eucalyptus grossa,R342/T08,CCA5961,7224
eucalyptus drepanophylla,R342/T09,CCA5962,2531
eucalyptus drepanophylla,R342/T10,CCA5963,2531
eucalyptus drepanophylla,R342/T11,CCA5964,2531
eucalyptus x hawkeri,R342/T12,CCA5965,6916
eucalyptus x hawkeri,R342/T13,CCA5966,6916
eucalyptus x hawkeri,R342/T14,CCA5967,6916
eucalyptus x hawkeri,R342/T15,CCA5968,6916
eucalyptus gomphocephala x e. zopherophloia,R342/T16,CCA5969,7226
eucalyptus gomphocephala x e. zopherophloia,R342/T17,CCA5970,7226
eucalyptus gomphocephala x e. zopherophloia,R342/T18,CCA5971,7226
eucalyptus gomphocephala x e. zopherophloia,R342/T19,CCA5972,7226
eucalyptus exilipes,R342/T20,CCA5973,1289
eucalyptus exilipes,R342/T21,CCA5974,1289
eucalyptus exilipes,R342/T22,CCA5975,1289
eucalyptus marginata subsp. marginata,R342/T24,CCA5976,4655
eucalyptus cordata subsp. quadrangulosa,R342/T25,CCA5977,1979
eucalyptus cordata subsp. quadrangulosa,R342/T26,CCA5978,1979
eucalyptus cordata subsp. quadrangulosa,R342/T27,CCA5979,1979
eucalyptus cordata subsp. quadrangulosa,R342/T28,CCA5980,1979
eucalyptus cameronii,R342/T29,CCA5981,709
eucalyptus horistes subsp. horistes,R343/T01,CCA5982,6985
eucalyptus horistes subsp. horistes,R343/T02,CCA5983,6985
eucalyptus horistes subsp. horistes,R343/T03,CCA5984,6985
eucalyptus horistes subsp. horistes,R343/T04,CCA5985,6985
eucalyptus sp. cable haul road,R343/T05,CCA5986,6956
eucalyptus sp. cable haul road,R343/T06,CCA5987,6956
eucalyptus sp. cable haul road,R343/T07,CCA5988,6956
eucalyptus sp. cable haul road,R343/T08,CCA5989,6956
eucalyptus leptophylla,R343/T09,CCA5990,6807
eucalyptus leptophylla,R343/T10,CCA5991,6807
eucalyptus leptophylla,R343/T11,CCA5992,6807
eucalyptus leptophylla,R343/T12,CCA5993,6807
eucalyptus aspratilis,R343/T13,CCA5994,7001
eucalyptus aspratilis,R343/T14,CCA5995,7001
