currentname,RowTree,FieldID,DNNumber
eucalyptus raveretiana,R094/T17,CCA1669,1297
eucalyptus insulana,R094/T18,CCA1670,1309
eucalyptus insulana,R094/T20,CCA1671,1309
eucalyptus insulana,R094/T21,CCA1672,1309
corymbia rhodops,R094/T22,CCA1673,1306
corymbia rhodops,R094/T23,CCA1674,1306
eucalyptus rummeryi,R094/T24,CCA1675,1245
eucalyptus cullenii,R094/T26,CCA1676,1322
eucalyptus cullenii,R094/T27,CCA1677,1322
eucalyptus grisea,R094/T29,CCA1678,1271
eucalyptus grisea,R094/T30,CCA1679,1271
eucalyptus dunnii,R094/T31,CCA1680,1257
eucalyptus panda?,R094/T33,CCA1681,1275
eucalyptus panda?,R094/T35,CCA1682,1275
eucalyptus bancroftii,R095/T02,CCA1683,1241
eucalyptus bancroftii,R095/T03,CCA1684,1241
eucalyptus brassiana,R095/T05,CCA1685,1316
eucalyptus brassiana,R095/T06,CCA1686,1316
corymbia leptoloma,R095/T07,CCA1687,1302
corymbia leptoloma,R095/T08,CCA1688,1302
corymbia leptoloma,R095/T09,CCA1689,1302
corymbia leptoloma,R095/T10,CCA1690,1302
eucalyptus macta,R095/T13,CCA1691,1301
eucalyptus propinqua,R095/T21,CCA1692,1239
eucalyptus propinqua,R095/T22,CCA1693,1239
eucalyptus propinqua,R095/T24,CCA1694,1239
eucalyptus reducta,R095/T25,CCA1695,1300
eucalyptus reducta,R095/T26,CCA1696,1300
eucalyptus reducta,R095/T27,CCA1697,1300
eucalyptus bicostata,R095/T30,CCA1698,468
eucalyptus bicostata,R095/T31,CCA1699,468
eucalyptus canaliculata,R095/T32,CCA1700,1232
eucalyptus canaliculata,R095/T35,CCA1701,1232
eucalyptus camaldulensis,R098/T01,CCA1702,NA
eucalyptus camaldulensis,R098/T02,CCA1703,NA
eucalyptus camaldulensis,R098/T03,CCA1704,NA
eucalyptus camaldulensis,R098/T04,CCA1705,NA
eucalyptus camaldulensis,R098/T05,CCA1706,NA
eucalyptus camaldulensis,R098/T06,CCA1707,NA
eucalyptus camaldulensis,R098/T07,CCA1708,NA
eucalyptus camaldulensis,R098/T08,CCA1709,NA
eucalyptus camaldulensis,R098/T09,CCA1710,NA
eucalyptus camaldulensis,R098/T10,CCA1711,NA
eucalyptus camaldulensis,R098/T11,CCA1712,NA
eucalyptus camaldulensis,R098/T12,CCA1713,NA
eucalyptus camaldulensis,R098/T13,CCA1714,NA
eucalyptus camaldulensis,R098/T14,CCA1715,NA
eucalyptus camaldulensis,R098/T15,CCA1716,NA
eucalyptus camaldulensis,R098/T16,CCA1717,NA
eucalyptus camaldulensis,R098/T17,CCA1718,NA
eucalyptus camaldulensis,R098/T18,CCA1719,NA
eucalyptus camaldulensis,R098/T19,CCA1720,NA
eucalyptus camaldulensis,R098/T20,CCA1721,NA
eucalyptus camaldulensis,R098/T21,CCA1722,NA
eucalyptus camaldulensis,R098/T22,CCA1723,NA
eucalyptus camaldulensis,R098/T23,CCA1724,NA
eucalyptus camaldulensis,R098/T24,CCA1725,NA
eucalyptus camaldulensis,R098/T25,CCA1726,NA
eucalyptus camaldulensis subsp. arida,R098/T28,CCA1727,NA
eucalyptus camaldulensis subsp. arida,R098/T29,CCA1728,NA
eucalyptus camaldulensis subsp. arida,R098/T30,CCA1729,NA
eucalyptus camaldulensis subsp. arida,R098/T31,CCA1730,NA
eucalyptus camaldulensis subsp. arida,R098/T32,CCA1731,NA
eucalyptus camaldulensis subsp. arida,R098/T33,CCA1732,NA
eucalyptus camaldulensis subsp. arida,R098/T34,CCA1733,NA
eucalyptus camaldulensis subsp. arida,R098/T35,CCA1734,NA
eucalyptus camaldulensis subsp. arida,R098/T36,CCA1735,NA
eucalyptus camaldulensis subsp. arida,R098/T37,CCA1736,NA
eucalyptus camaldulensis subsp. arida,R098/T38,CCA1737,NA
eucalyptus nortonii,R099/T01,CCA1738,583
eucalyptus nortonii,R099/T02,CCA1739,583
eucalyptus nortonii,R099/T03,CCA1740,583
eucalyptus nortonii,R099/T04,CCA1741,583
eucalyptus nortonii,R099/T05,CCA1742,583
eucalyptus nortonii,R099/T06,CCA1743,583
eucalyptus nortonii,R099/T07,CCA1744,583
eucalyptus nortonii,R099/T08,CCA1745,583
eucalyptus nortonii,R099/T09,CCA1746,583
eucalyptus nortonii,R099/T10,CCA1747,583
eucalyptus nortonii,R099/T11,CCA1748,583
eucalyptus nortonii,R099/T12,CCA1749,583
eucalyptus nortonii,R099/T13,CCA1750,583
eucalyptus nortonii,R099/T14,CCA1751,583
eucalyptus nortonii,R099/T15,CCA1752,583
eucalyptus nortonii,R099/T16,CCA1753,583
eucalyptus nortonii,R099/T17,CCA1754,583
eucalyptus nortonii,R099/T18,CCA1755,583
eucalyptus nortonii,R099/T19,CCA1756,583
eucalyptus nortonii,R099/T20,CCA1757,583
eucalyptus nortonii,R099/T21,CCA1758,583
eucalyptus nortonii,R099/T22,CCA1759,583
eucalyptus nortonii,R099/T23,CCA1760,583
eucalyptus nortonii,R099/T24,CCA1761,583
eucalyptus nortonii,R099/T25,CCA1762,583
eucalyptus nortonii,R099/T26,CCA1763,583
eucalyptus nortonii,R099/T27,CCA1764,583
eucalyptus nortonii,R099/T28,CCA1765,583
eucalyptus nortonii,R099/T29,CCA1766,583
eucalyptus nortonii,R099/T30,CCA1767,583
eucalyptus nortonii,R099/T31,CCA1768,583
eucalyptus nortonii,R099/T32,CCA1769,583
eucalyptus nortonii,R099/T33,CCA1770,583
eucalyptus nortonii,R099/T34,CCA1771,583
eucalyptus nortonii,R099/T35,CCA1772,583
eucalyptus nortonii,R099/T36,CCA1773,583
eucalyptus dawsonii,R100/T01,CCA1774,743
eucalyptus dawsonii,R100/T02,CCA1775,743
eucalyptus dawsonii,R100/T03,CCA1776,743
eucalyptus dawsonii,R100/T04,CCA1777,743
eucalyptus dawsonii,R100/T05,CCA1778,743
eucalyptus dawsonii,R100/T06,CCA1779,743
eucalyptus dawsonii,R100/T07,CCA1780,743
eucalyptus dawsonii,R100/T08,CCA1781,743
eucalyptus dawsonii,R100/T09,CCA1782,743
eucalyptus dawsonii,R100/T10,CCA1783,743
eucalyptus dawsonii,R100/T11,CCA1784,743
eucalyptus dawsonii,R100/T12,CCA1785,743
eucalyptus dawsonii,R100/T13,CCA1786,743
eucalyptus dawsonii,R100/T14,CCA1787,743
eucalyptus dawsonii,R100/T15,CCA1788,743
eucalyptus dawsonii,R100/T16,CCA1789,743
eucalyptus dawsonii,R100/T17,CCA1790,743
eucalyptus dawsonii,R100/T18,CCA1791,743
eucalyptus dawsonii,R100/T19,CCA1792,743
eucalyptus dawsonii,R100/T20,CCA1793,743
eucalyptus dawsonii,R100/T21,CCA1794,743
eucalyptus dawsonii,R100/T22,CCA1795,743
eucalyptus dawsonii,R100/T23,CCA1796,743
eucalyptus dawsonii,R100/T24,CCA1797,743
eucalyptus dawsonii,R100/T25,CCA1798,743
eucalyptus dawsonii,R100/T26,CCA1799,743
eucalyptus dawsonii,R100/T27,CCA1800,743
eucalyptus dawsonii,R100/T28,CCA1801,743
eucalyptus dawsonii,R100/T29,CCA1802,743
eucalyptus dawsonii,R100/T30,CCA1803,743
eucalyptus dawsonii,R100/T31,CCA1804,743
eucalyptus dawsonii,R100/T32,CCA1805,743
eucalyptus dawsonii,R100/T33,CCA1806,743
eucalyptus dawsonii,R100/T34,CCA1807,743
eucalyptus dawsonii,R100/T35,CCA1808,743
eucalyptus dawsonii,R100/T36,CCA1809,743
eucalyptus dawsonii,R100/T37,CCA1810,743
eucalyptus dawsonii,R100/T38,CCA1811,743
eucalyptus camaldulensis subsp. acuta,R102/T01,CCA1812,NA
eucalyptus camaldulensis subsp. acuta,R102/T02,CCA1813,NA
eucalyptus camaldulensis subsp. acuta,R102/T03,CCA1814,NA
eucalyptus camaldulensis subsp. acuta,R102/T04,CCA1815,NA
eucalyptus camaldulensis subsp. acuta,R102/T05,CCA1816,NA
eucalyptus camaldulensis subsp. acuta,R102/T06,CCA1817,NA
eucalyptus camaldulensis subsp. acuta,R102/T07,CCA1818,NA
eucalyptus camaldulensis subsp. acuta,R102/T08,CCA1819,NA
eucalyptus camaldulensis subsp. acuta,R102/T09,CCA1820,NA
eucalyptus camaldulensis subsp. acuta,R102/T10,CCA1821,NA
eucalyptus camaldulensis subsp. acuta,R102/T11,CCA1822,NA
eucalyptus camaldulensis subsp. acuta,R102/T12,CCA1823,NA
eucalyptus camaldulensis subsp. acuta,R102/T13,CCA1824,NA
eucalyptus camaldulensis subsp. acuta,R102/T14,CCA1825,NA
eucalyptus camaldulensis subsp. acuta,R102/T15,CCA1826,NA
eucalyptus camaldulensis subsp. acuta,R102/T16,CCA1827,NA
eucalyptus camaldulensis subsp. acuta,R102/T17,CCA1828,NA
eucalyptus camaldulensis subsp. acuta,R102/T18,CCA1829,NA
eucalyptus camaldulensis subsp. acuta,R102/T19,CCA1830,NA
eucalyptus camaldulensis subsp. acuta,R102/T20,CCA1831,NA
eucalyptus camaldulensis subsp. acuta,R102/T21,CCA1832,NA
eucalyptus camaldulensis subsp. acuta,R102/T22,CCA1833,NA
eucalyptus camaldulensis subsp. acuta,R102/T23,CCA1834,NA
eucalyptus camaldulensis subsp. acuta,R102/T24,CCA1835,NA
eucalyptus camaldulensis subsp. acuta,R102/T25,CCA1836,NA
eucalyptus camaldulensis subsp. acuta,R102/T26,CCA1837,NA
eucalyptus camaldulensis subsp. acuta,R102/T27,CCA1838,NA
eucalyptus camaldulensis subsp. acuta,R102/T28,CCA1839,NA
eucalyptus camaldulensis subsp. acuta,R102/T29,CCA1840,NA
eucalyptus camaldulensis subsp. acuta,R102/T30,CCA1841,NA
eucalyptus camaldulensis subsp. acuta,R102/T31,CCA1842,NA
eucalyptus camaldulensis subsp. acuta,R102/T32,CCA1843,NA
eucalyptus camaldulensis subsp. acuta,R102/T33,CCA1844,NA
eucalyptus camaldulensis subsp. acuta,R102/T34,CCA1845,NA
eucalyptus camaldulensis subsp. acuta,R102/T35,CCA1846,NA
eucalyptus camaldulensis subsp. acuta,R102/T36,CCA1847,NA
eucalyptus camaldulensis subsp. acuta,R103/T01,CCA1848,NA
eucalyptus camaldulensis subsp. acuta,R103/T02,CCA1849,NA
eucalyptus camaldulensis subsp. acuta,R103/T03,CCA1850,NA
eucalyptus camaldulensis subsp. acuta,R103/T04,CCA1851,NA
eucalyptus camaldulensis subsp. acuta,R103/T05,CCA1852,NA
eucalyptus camaldulensis subsp. acuta,R103/T06,CCA1853,NA
eucalyptus camaldulensis subsp. acuta,R103/T07,CCA1854,NA
eucalyptus camaldulensis subsp. acuta,R103/T08,CCA1855,NA
eucalyptus camaldulensis subsp. acuta,R103/T09,CCA1856,NA
eucalyptus camaldulensis subsp. acuta,R103/T10,CCA1857,NA
eucalyptus camaldulensis subsp. acuta,R103/T11,CCA1858,NA
eucalyptus camaldulensis subsp. acuta,R103/T12,CCA1859,NA
eucalyptus camaldulensis subsp. acuta,R103/T13,CCA1860,NA
eucalyptus camaldulensis subsp. acuta,R103/T14,CCA1861,NA
eucalyptus camaldulensis subsp. acuta,R103/T15,CCA1862,NA
eucalyptus camaldulensis subsp. acuta,R103/T16,CCA1863,NA
eucalyptus camaldulensis subsp. acuta,R103/T17,CCA1864,NA
eucalyptus camaldulensis subsp. acuta,R103/T18,CCA1865,NA
eucalyptus camaldulensis subsp. acuta,R103/T19,CCA1866,NA
eucalyptus camaldulensis subsp. acuta,R103/T20,CCA1867,NA
eucalyptus camaldulensis subsp. acuta,R103/T21,CCA1868,NA
eucalyptus camaldulensis subsp. acuta,R103/T22,CCA1869,NA
eucalyptus camaldulensis subsp. acuta,R103/T23,CCA1870,NA
eucalyptus camaldulensis subsp. acuta,R103/T24,CCA1871,NA
eucalyptus camaldulensis subsp. acuta,R103/T25,CCA1872,NA
eucalyptus camaldulensis subsp. acuta,R103/T26,CCA1873,NA
eucalyptus camaldulensis subsp. acuta,R103/T27,CCA1874,NA
eucalyptus camaldulensis subsp. acuta,R103/T28,CCA1875,NA
eucalyptus camaldulensis subsp. acuta,R103/T29,CCA1876,NA
eucalyptus camaldulensis subsp. acuta,R103/T30,CCA1877,NA
eucalyptus camaldulensis subsp. acuta,R103/T31,CCA1878,NA
eucalyptus camaldulensis subsp. acuta,R103/T32,CCA1879,NA
eucalyptus camaldulensis subsp. acuta,R103/T33,CCA1880,NA
eucalyptus camaldulensis subsp. acuta,R103/T34,CCA1881,NA
eucalyptus camaldulensis subsp. acuta,R103/T35,CCA1882,NA
eucalyptus camaldulensis subsp. acuta,R104/T01,CCA1883,NA
eucalyptus camaldulensis subsp. acuta,R104/T02,CCA1884,NA
eucalyptus camaldulensis subsp. acuta,R104/T03,CCA1885,NA
eucalyptus camaldulensis subsp. acuta,R104/T04,CCA1886,NA
eucalyptus camaldulensis subsp. acuta,R104/T05,CCA1887,NA
eucalyptus camaldulensis subsp. acuta,R104/T06,CCA1888,NA
eucalyptus camaldulensis subsp. acuta,R104/T07,CCA1889,NA
eucalyptus camaldulensis subsp. acuta,R104/T08,CCA1890,NA
eucalyptus camaldulensis subsp. acuta,R104/T09,CCA1891,NA
eucalyptus camaldulensis subsp. acuta,R104/T10,CCA1892,NA
eucalyptus camaldulensis subsp. acuta,R104/T11,CCA1893,NA
eucalyptus camaldulensis subsp. acuta,R104/T12,CCA1894,NA
eucalyptus camaldulensis subsp. acuta,R104/T13,CCA1895,NA
eucalyptus camaldulensis subsp. acuta,R104/T14,CCA1896,NA
eucalyptus camaldulensis subsp. acuta,R104/T15,CCA1897,NA
eucalyptus camaldulensis subsp. acuta,R104/T16,CCA1898,NA
eucalyptus camaldulensis subsp. acuta,R104/T17,CCA1899,NA
eucalyptus camaldulensis subsp. acuta,R104/T18,CCA1900,NA
eucalyptus camaldulensis subsp. acuta,R104/T19,CCA1901,NA
eucalyptus camaldulensis subsp. acuta,R104/T20,CCA1902,NA
eucalyptus camaldulensis subsp. acuta,R104/T21,CCA1903,NA
eucalyptus camaldulensis subsp. acuta,R104/T22,CCA1904,NA
eucalyptus camaldulensis subsp. acuta,R104/T23,CCA1905,NA
eucalyptus camaldulensis subsp. acuta,R104/T24,CCA1906,NA
eucalyptus camaldulensis subsp. acuta,R104/T25,CCA1907,NA
eucalyptus camaldulensis subsp. acuta,R104/T26,CCA1908,NA
eucalyptus camaldulensis subsp. acuta,R104/T27,CCA1909,NA
eucalyptus camaldulensis subsp. acuta,R104/T28,CCA1910,NA
eucalyptus camaldulensis subsp. acuta,R104/T29,CCA1911,NA
eucalyptus camaldulensis subsp. acuta,R104/T30,CCA1912,NA
eucalyptus camaldulensis subsp. acuta,R104/T31,CCA1913,NA
eucalyptus camaldulensis subsp. acuta,R104/T32,CCA1914,NA
eucalyptus camaldulensis subsp. acuta,R104/T33,CCA1915,NA
eucalyptus camaldulensis subsp. acuta,R104/T34,CCA1916,NA
eucalyptus camaldulensis subsp. acuta,R104/T35,CCA1917,NA
eucalyptus camaldulensis subsp. acuta,R104/T36,CCA1918,NA
eucalyptus camaldulensis subsp. acuta,R105/T01,CCA1919,NA
eucalyptus camaldulensis subsp. acuta,R105/T02,CCA1920,NA
eucalyptus camaldulensis subsp. acuta,R105/T03,CCA1921,NA
eucalyptus camaldulensis subsp. acuta,R105/T04,CCA1922,NA
eucalyptus camaldulensis subsp. acuta,R105/T05,CCA1923,NA
eucalyptus camaldulensis subsp. acuta,R105/T06,CCA1924,NA
eucalyptus camaldulensis subsp. acuta,R105/T07,CCA1925,NA
eucalyptus camaldulensis subsp. acuta,R105/T08,CCA1926,NA
eucalyptus camaldulensis subsp. acuta,R105/T09,CCA1927,NA
eucalyptus camaldulensis subsp. acuta,R105/T10,CCA1928,NA
eucalyptus camaldulensis subsp. acuta,R105/T11,CCA1929,NA
eucalyptus camaldulensis subsp. acuta,R105/T12,CCA1930,NA
eucalyptus camaldulensis subsp. acuta,R105/T13,CCA1931,NA
eucalyptus camaldulensis subsp. acuta,R105/T14,CCA1932,NA
eucalyptus camaldulensis subsp. acuta,R105/T15,CCA1933,NA
eucalyptus camaldulensis subsp. acuta,R105/T16,CCA1934,NA
eucalyptus camaldulensis subsp. acuta,R105/T17,CCA1935,NA
eucalyptus camaldulensis subsp. acuta,R105/T18,CCA1936,NA
eucalyptus camaldulensis subsp. acuta,R105/T19,CCA1937,NA
eucalyptus camaldulensis subsp. acuta,R105/T20,CCA1938,NA
eucalyptus camaldulensis subsp. acuta,R105/T21,CCA1939,NA
eucalyptus camaldulensis subsp. acuta,R105/T22,CCA1940,NA
eucalyptus camaldulensis subsp. acuta,R105/T23,CCA1941,NA
eucalyptus camaldulensis subsp. acuta,R105/T24,CCA1942,NA
eucalyptus camaldulensis subsp. acuta,R105/T25,CCA1943,NA
eucalyptus camaldulensis subsp. acuta,R105/T26,CCA1944,NA
eucalyptus camaldulensis subsp. acuta,R105/T27,CCA1945,NA
eucalyptus camaldulensis subsp. acuta,R105/T28,CCA1946,NA
eucalyptus camaldulensis subsp. acuta,R105/T29,CCA1947,NA
eucalyptus camaldulensis subsp. acuta,R105/T30,CCA1948,NA
eucalyptus camaldulensis subsp. acuta,R105/T31,CCA1949,NA
eucalyptus camaldulensis subsp. acuta,R105/T32,CCA1950,NA
eucalyptus camaldulensis subsp. acuta,R105/T33,CCA1951,NA
eucalyptus camaldulensis subsp. acuta,R105/T34,CCA1952,NA
eucalyptus camaldulensis subsp. acuta,R105/T35,CCA1953,NA
eucalyptus camaldulensis subsp. acuta,R106/T01,CCA1954,NA
eucalyptus camaldulensis subsp. acuta,R106/T02,CCA1955,NA
eucalyptus camaldulensis subsp. acuta,R106/T03,CCA1956,NA
eucalyptus camaldulensis subsp. acuta,R106/T04,CCA1957,NA
eucalyptus camaldulensis subsp. acuta,R106/T05,CCA1958,NA
eucalyptus camaldulensis subsp. acuta,R106/T06,CCA1959,NA
eucalyptus camaldulensis subsp. acuta,R106/T07,CCA1960,NA
eucalyptus camaldulensis subsp. acuta,R106/T08,CCA1961,NA
eucalyptus camaldulensis subsp. acuta,R106/T09,CCA1962,NA
eucalyptus camaldulensis subsp. acuta,R106/T10,CCA1963,NA
eucalyptus camaldulensis subsp. acuta,R106/T11,CCA1964,NA
eucalyptus camaldulensis subsp. acuta,R106/T12,CCA1965,NA
eucalyptus camaldulensis subsp. acuta,R106/T13,CCA1966,NA
eucalyptus camaldulensis subsp. acuta,R106/T14,CCA1967,NA
eucalyptus camaldulensis subsp. acuta,R106/T15,CCA1968,NA
eucalyptus camaldulensis subsp. acuta,R106/T16,CCA1969,NA
eucalyptus camaldulensis subsp. acuta,R106/T17,CCA1970,NA
eucalyptus camaldulensis subsp. acuta,R106/T18,CCA1971,NA
eucalyptus camaldulensis subsp. acuta,R106/T19,CCA1972,NA
eucalyptus camaldulensis subsp. acuta,R106/T20,CCA1973,NA
eucalyptus camaldulensis subsp. acuta,R106/T21,CCA1974,NA
eucalyptus camaldulensis subsp. acuta,R106/T22,CCA1975,NA
eucalyptus camaldulensis subsp. acuta,R106/T23,CCA1976,NA
eucalyptus camaldulensis subsp. acuta,R106/T24,CCA1977,NA
eucalyptus camaldulensis subsp. acuta,R106/T25,CCA1978,NA
eucalyptus camaldulensis subsp. acuta,R106/T26,CCA1979,NA
eucalyptus camaldulensis subsp. acuta,R106/T27,CCA1980,NA
eucalyptus camaldulensis subsp. acuta,R106/T28,CCA1981,NA
eucalyptus camaldulensis subsp. acuta,R106/T29,CCA1982,NA
eucalyptus camaldulensis subsp. acuta,R106/T30,CCA1983,NA
eucalyptus camaldulensis subsp. acuta,R106/T31,CCA1984,NA
eucalyptus camaldulensis subsp. acuta,R106/T32,CCA1985,NA
eucalyptus camaldulensis subsp. acuta,R106/T33,CCA1986,NA
eucalyptus camaldulensis subsp. acuta,R106/T34,CCA1987,NA
eucalyptus camaldulensis subsp. acuta,R106/T35,CCA1988,NA
eucalyptus camaldulensis subsp. acuta,R106/T36,CCA1989,NA
eucalyptus camaldulensis subsp. camaldulensis,R107/T01,CCA1990,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T02,CCA1991,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T03,CCA1992,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T04,CCA1993,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T05,CCA1994,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T06,CCA1995,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T07,CCA1996,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T08,CCA1997,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T09,CCA1998,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T10,CCA1999,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T11,CCA2000,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T12,CCA2001,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T13,CCA2002,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T14,CCA2003,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T15,CCA2004,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T16,CCA2005,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T17,CCA2006,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T18,CCA2007,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T19,CCA2008,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T20,CCA2009,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T21,CCA2010,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T22,CCA2011,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T23,CCA2012,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T24,CCA2013,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T25,CCA2014,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T26,CCA2015,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T27,CCA2016,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T28,CCA2017,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T29,CCA2018,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T30,CCA2019,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T31,CCA2020,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T32,CCA2021,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T33,CCA2022,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T34,CCA2023,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T35,CCA2024,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T36,CCA2025,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T37,CCA2026,823
eucalyptus camaldulensis subsp. camaldulensis,R107/T38,CCA2027,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T01,CCA2028,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T02,CCA2029,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T03,CCA2030,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T04,CCA2031,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T05,CCA2032,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T06,CCA2033,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T07,CCA2034,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T08,CCA2035,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T09,CCA2036,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T10,CCA2037,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T11,CCA2038,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T12,CCA2039,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T13,CCA2040,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T14,CCA2041,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T15,CCA2042,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T16,CCA2043,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T17,CCA2044,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T18,CCA2045,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T19,CCA2046,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T20,CCA2047,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T21,CCA2048,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T22,CCA2049,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T23,CCA2050,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T24,CCA2051,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T25,CCA2052,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T26,CCA2053,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T27,CCA2054,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T28,CCA2055,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T29,CCA2056,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T30,CCA2057,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T31,CCA2058,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T32,CCA2059,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T33,CCA2060,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T34,CCA2061,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T35,CCA2062,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T36,CCA2063,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T37,CCA2064,823
eucalyptus camaldulensis subsp. camaldulensis,R108/T38,CCA2065,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T01,CCA2066,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T02,CCA2067,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T03,CCA2068,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T04,CCA2069,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T05,CCA2070,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T06,CCA2071,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T07,CCA2072,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T08,CCA2073,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T09,CCA2074,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T10,CCA2075,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T11,CCA2076,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T12,CCA2077,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T13,CCA2078,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T14,CCA2079,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T15,CCA2080,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T16,CCA2081,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T17,CCA2082,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T18,CCA2083,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T19,CCA2084,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T20,CCA2085,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T21,CCA2086,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T22,CCA2087,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T23,CCA2088,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T24,CCA2089,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T25,CCA2090,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T26,CCA2091,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T27,CCA2092,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T28,CCA2093,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T29,CCA2094,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T30,CCA2095,823
