TaxonoriginalDN,Collector,Collector's #,Row #,Tree #,RowTree,Year planted
Corymbia leptoloma,D.Nicolle,1302,095,08,R095/T08,1996
Corymbia leptoloma,D.Nicolle,1302,095,09,R095/T09,1996
Corymbia leptoloma,D.Nicolle,1302,095,10,R095/T10,1996
Corymbia ligans,D.Nicolle,2527,168,05,R168/T05,1999
Corymbia ligans,D.Nicolle,2527,168,06,R168/T06,1999
Corymbia ligans,D.Nicolle,2527,241,19,R241/T19,2002
Corymbia ligans,D.Nicolle,2527,241,20,R241/T20,2002
Corymbia ligans,D.Nicolle,2527,241,21,R241/T21,2002
Corymbia ligans,D.Nicolle,2527,241,22,R241/T22,2002
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,168,31,R168/T31,1999
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,168,32,R168/T32,1999
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,168,33,R168/T33,1999
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,244,01,R244/T01,2002
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,244,02,R244/T02,2002
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,244,03,R244/T03,2002
Corymbia ligans (subsp. novacastrensis),D.Nicolle,2504,244,04,R244/T04,2002
Corymbia maculata,D.Nicolle,1752,140,05,R140/T05,1997
Corymbia maculata,D.Nicolle,1752,140,06,R140/T06,1997
Corymbia maculata,D.Nicolle,1752,140,07,R140/T07,1997
Corymbia maculata,D.Nicolle,1752,140,08,R140/T08,1997
Corymbia maculata (C. henryi),D.Nicolle,1259,091,05,R091/T05,1996
Corymbia maculata (C. henryi),D.Nicolle,1259,091,06,R091/T06,1996
Corymbia maculata (C. henryi),D.Nicolle,1259,091,07,R091/T07,1996
Corymbia maculata (C. henryi),D.Nicolle,1259,091,08,R091/T08,1996
Corymbia maculata (C. henryi),D.Nicolle,2092,159,01,R159/T01,1998
Corymbia maculata (C. henryi),D.Nicolle,2092,159,02,R159/T02,1998
Corymbia maculata (C. henryi),D.Nicolle,2092,159,03,R159/T03,1998
Corymbia maculata (C. henryi),D.Nicolle,2092,159,04,R159/T04,1998
Corymbia nesophila,D.Nicolle,1319,157,33,R157/T33,1998
Corymbia nesophila,D.Nicolle,2515,177,28,R177/T28,1999
Corymbia nesophila,D.Nicolle,2515,177,29,R177/T29,1999
Corymbia nesophila,D.Nicolle,2515,177,30,R177/T30,1999
Corymbia nesophila,D.Nicolle,2515,305,23,R305/T23,2010
Corymbia nesophila,D.Nicolle,2515,305,24,R305/T24,2010
Corymbia nesophila,D.Nicolle,2515,305,25,R305/T25,2010
Corymbia novoguinensis,CSIRO,16616,080,20,R080/T20,1999
Corymbia novoguinensis,CSIRO,16616,080,21,R080/T21,1999
Corymbia novoguinensis,CSIRO,16616,080,22,R080/T22,1999
Corymbia novoguinensis,CSIRO,16616,080,23,R080/T23,1999
Corymbia novoguinensis,CSIRO,16616,080,24,R080/T24,1999
Corymbia oocarpa,D.Nicolle,2479,172,26,R172/T26,1999
Corymbia oocarpa,D.Nicolle,2479,172,27,R172/T27,1999
Corymbia oocarpa,D.Nicolle,2479,172,28,R172/T28,1999
Corymbia oocarpa,D.Nicolle,2479,172,29,R172/T29,1999
Corymbia oocarpa,D.Nicolle,2479,241,24,R241/T24,2002
Corymbia opaca,D.Nicolle,1196,067,36,R067/T36,1995
Corymbia opaca,D.Nicolle,1196,067,37,R067/T37,1995
Corymbia opaca,D.Nicolle,2434,179,13,R179/T13,1999
Corymbia opaca,D.Nicolle,2434,179,14,R179/T14,1999
Corymbia opaca,D.Nicolle,2434,179,15,R179/T15,1999
Corymbia opaca,D.Nicolle,2434,179,16,R179/T16,1999
Corymbia pachycarpa,D.Nicolle,1939,133,31,R133/T31,1997
Corymbia pachycarpa,D.Nicolle,1939,133,32,R133/T32,1997
Corymbia pachycarpa,D.Nicolle,1939,133,33,R133/T33,1997
Corymbia pachycarpa,D.Nicolle,1939,133,34,R133/T34,1997
Corymbia pachycarpa,D.Nicolle,1939,202,28,R202/T28,2002
Corymbia pachycarpa,D.Nicolle,1939,202,29,R202/T29,2002
Corymbia pachycarpa,D.Nicolle,1939,202,30,R202/T30,2002
Corymbia pachycarpa,D.Nicolle,1939,202,31,R202/T31,2002
Corymbia pachycarpa,D.Nicolle,1939,301,20,R301/T20,2010
Corymbia pachycarpa,D.Nicolle,1939,301,21,R301/T21,2010
Corymbia pachycarpa,D.Nicolle,1939,301,22,R301/T22,2010
Corymbia pachycarpa,D.Nicolle,1939,301,23,R301/T23,2010
Corymbia pachycarpa (subsp. glabrescens),D.Nicolle,1198,073,18,R073/T18,1995
Corymbia pachycarpa (subsp. glabrescens),D.Nicolle,1198,073,19,R073/T19,1995
Corymbia papillosa,D.Nicolle,4207,242,24,R242/T24,2002
Corymbia papillosa (subsp. globifera),D.Nicolle,5806,311,05,R311/T05,2011
Corymbia papillosa (subsp. globifera),D.Nicolle,5806,311,06,R311/T06,2011
Corymbia papillosa (subsp. globifera),D.Nicolle,5806,311,07,R311/T07,2011
Corymbia papillosa (subsp. globifera),D.Nicolle,5806,311,08,R311/T08,2011
Corymbia paractia,D.Nicolle,1901,136,21,R136/T21,1997
Corymbia paractia,D.Nicolle,1901,136,22,R136/T22,1997
Corymbia peltata,D.Nicolle,2505,168,27,R168/T27,1999
Corymbia peltata,D.Nicolle,2505,168,28,R168/T28,1999
Corymbia peltata,D.Nicolle,2505,168,29,R168/T29,1999
Corymbia peltata,D.Nicolle,2505,168,30,R168/T30,1999
Corymbia petalophylla,D.Nicolle,1262,089,31,R089/T31,1996
Corymbia petalophylla,D.Nicolle,1262,089,32,R089/T32,1996
Corymbia petalophylla,D.Nicolle,1262,089,33,R089/T33,1996
Corymbia plena,D.Nicolle,2535,171,23,R171/T23,1999
Corymbia plena,D.Nicolle,2535,171,24,R171/T24,1999
Corymbia plena,D.Nicolle,2535,171,25,R171/T25,1999
Corymbia plena,D.Nicolle,2535,171,26,R171/T26,1999
Corymbia pocillum,D.Nicolle,2497,172,05,R172/T05,1999
Corymbia pocillum,D.Nicolle,2497,172,06,R172/T06,1999
Corymbia pocillum,D.Nicolle,2497,172,07,R172/T07,1999
Corymbia pocillum,D.Nicolle,2497,172,08,R172/T08,1999
Corymbia polycarpa,D.Nicolle,1340,340,05,R340/T05,2017
Corymbia polycarpa,D.Nicolle,1340,340,06,R340/T06,2017
Corymbia polycarpa,D.Nicolle,1340,340,07,R340/T07,2017
Corymbia polycarpa,D.Nicolle,1340,340,08,R340/T08,2017
Corymbia polycarpa,D.Nicolle,1902,134,31,R134/T31,1997
Corymbia polycarpa,D.Nicolle,1902,134,32,R134/T32,1997
Corymbia polycarpa,D.Nicolle,1902,134,33,R134/T33,1997
Corymbia polycarpa,D.Nicolle,4197,207,09,R207/T09,2002
Corymbia polycarpa,D.Nicolle,4197,207,10,R207/T10,2002
Corymbia polycarpa,D.Nicolle,4197,207,11,R207/T11,2002
Corymbia polycarpa,D.Nicolle,4197,207,12,R207/T12,2002
Corymbia polysciada,D.Nicolle,2457,173,12,R173/T12,1999
Corymbia polysciada,D.Nicolle,2457,173,13,R173/T13,1999
Corymbia polysciada,D.Nicolle,2457,173,14,R173/T14,1999
Corymbia polysciada,D.Nicolle,4218,247,01,R247/T01,2002
Corymbia polysciada,D.Nicolle,4218,247,02,R247/T02,2002
Corymbia polysciada,D.Nicolle,4218,247,03,R247/T03,2002
Corymbia polysciada,D.Nicolle,4218,247,04,R247/T04,2002
Corymbia polysciada,D.Nicolle,4218,247,05,R247/T05,2002
Corymbia polysciada,D.Nicolle,4218,305,06,R305/T06,2010
Corymbia porrecta,D.Nicolle,2471,174,33,R174/T33,1999
Corymbia porrecta,D.Nicolle,2471,245,28,R245/T28,2002
Corymbia ptychocarpa subsp. aptycha,D.Nicolle,2476,169,20,R169/T20,1999
Corymbia ptychocarpa subsp. aptycha,D.Nicolle,2476,169,21,R169/T21,1999
Corymbia ptychocarpa subsp. aptycha,D.Nicolle,2476,198,28,R198/T28,2000
Corymbia ptychocarpa subsp. aptycha,D.Nicolle,2476,198,29,R198/T29,2000
Corymbia ptychocarpa subsp. aptycha,D.Nicolle,2476,198,30,R198/T30,2000
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1343,091,15,R091/T15,1996
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1343,091,16,R091/T16,1996
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1343,091,17,R091/T17,1996
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1343,091,18,R091/T18,1996
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,139,26,R139/T26,1997
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,139,27,R139/T27,1997
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,139,28,R139/T28,1997
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,244,16,R244/T16,2002
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,244,17,R244/T17,2002
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,244,18,R244/T18,2002
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,244,19,R244/T19,2002
Corymbia ptychocarpa subsp. ptychocarpa,D.Nicolle,1912,340,09,R340/T09,2017
Corymbia rhodops,D.Nicolle,1306,094,22,R094/T22,1996
Corymbia rhodops,D.Nicolle,1306,094,23,R094/T23,1996
Corymbia scabrida,D.Nicolle,1278,089,11,R089/T11,1996
Corymbia scabrida,D.Nicolle,1278,089,12,R089/T12,1996
Corymbia scabrida,D.Nicolle,1278,089,13,R089/T13,1996
Corymbia scabrida,D.Nicolle,1278,089,14,R089/T14,1996
Corymbia serendipita,D.Nicolle,2502,168,25,R168/T25,1999
Corymbia serendipita,D.Nicolle,2502,168,26,R168/T26,1999
Corymbia serendipita,D.Nicolle,2502,241,05,R241/T05,2002
Corymbia serendipita,D.Nicolle,2502,241,06,R241/T06,2002
Corymbia serendipita,D.Nicolle,2502,241,07,R241/T07,2002
Corymbia serendipita,D.Nicolle,2502,241,08,R241/T08,2002
Corymbia serendipita,D.Nicolle,2502,302,18,R302/T18,2010
Corymbia serendipita,D.Nicolle,2502,302,19,R302/T19,2010
Corymbia serendipita,D.Nicolle,2502,302,20,R302/T20,2010
Corymbia serendipita,D.Nicolle,2502,302,21,R302/T21,2010
Corymbia setosa subsp. pedicellaris x C. brachycarpa,D.Nicolle,1286,088,32,R088/T32,1996
Corymbia setosa subsp. setosa,D.Nicolle,2441,206,17,R206/T17,2002
Corymbia setosa subsp. setosa,D.Nicolle,2441,206,18,R206/T18,2002
Corymbia setosa subsp. setosa,D.Nicolle,2441,206,19,R206/T19,2002
Corymbia setosa subsp. setosa,D.Nicolle,2441,206,20,R206/T20,2002
Corymbia setosa subsp. setosa,D.Nicolle,2441,345,13,R345/T13,2017
Corymbia setosa subsp. setosa,D.Nicolle,2441,345,14,R345/T14,2017
Corymbia setosa subsp. setosa,D.Nicolle,2441,345,15,R345/T15,2017
Corymbia sphaerica,D.Nicolle,2437,179,05,R179/T05,1999
Corymbia sphaerica,D.Nicolle,2437,179,06,R179/T06,1999
Corymbia sphaerica,D.Nicolle,2437,179,07,R179/T07,1999
Corymbia sphaerica,D.Nicolle,2437,179,08,R179/T08,1999
Corymbia sphaerica,D.Nicolle,2437,203,17,R203/T17,2002
Corymbia sphaerica,D.Nicolle,2437,203,18,R203/T18,2002
Corymbia sphaerica,D.Nicolle,2437,203,19,R203/T19,2002
Corymbia sphaerica,D.Nicolle,2437,203,20,R203/T20,2002
Corymbia sphaerica,D.Nicolle,2437,345,20,R345/T20,2017
Corymbia stockeri subsp. peninsularis,D.Nicolle,1318,093,30,R093/T30,1996
Corymbia stockeri subsp. peninsularis,D.Nicolle,1318,093,31,R093/T31,1996
Corymbia stockeri subsp. peninsularis,D.Nicolle,1318,093,32,R093/T32,1996
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,170,17,R170/T17,1999
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,170,18,R170/T18,1999
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,170,19,R170/T19,1999
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,245,07,R245/T07,2002
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,245,08,R245/T08,2002
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,245,09,R245/T09,2002
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,245,10,R245/T10,2002
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,305,19,R305/T19,2010
Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,305,20,R305/T20,2010
Corymbia stockeri subsp. stockeri ,D.Nicolle,2507,192,29,R192/T29,2000
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,134,05,R134/T05,1997
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,134,06,R134/T06,1997
Corymbia stockeri subsp. stockeri (C. lamprophylla),D.Nicolle,1290,134,07,R134/T07,1997
Corymbia terminalis,D.Nicolle,2120,082,03,R082/T03,1998
Corymbia terminalis,D.Nicolle,2120,082,04,R082/T04,1998
Corymbia terminalis,D.Nicolle,2120,082,05,R082/T05,1998
Corymbia terminalis,D.Nicolle,2120,082,06,R082/T06,1998
Corymbia terminalis ,D.Nicolle,2449,169,28,R169/T28,1999
Corymbia terminalis ,D.Nicolle,2449,169,29,R169/T29,1999
Corymbia terminalis ,D.Nicolle,2449,169,30,R169/T30,1999
Corymbia terminalis ,D.Nicolle,2449,169,31,R169/T31,1999
Corymbia terminalis ,D.Nicolle,4175,201,32,R201/T32,2002
Corymbia terminalis ,D.Nicolle,4175,201,33,R201/T33,2002
Corymbia terminalis ,D.Nicolle,4175,201,34,R201/T34,2002
Corymbia terminalis ,D.Nicolle,4175,201,35,R201/T35,2002
Corymbia tessellaris,-,-,061,39,R061/T39,1995
Corymbia tessellaris,-,-,341,01,R341/T01,2017
Corymbia tessellaris,-,-,341,02,R341/T02,2017
Corymbia tessellaris,-,-,341,03,R341/T03,2017
Corymbia tessellaris,-,-,341,04,R341/T04,2017
Corymbia torelliana,-,-,209,16,R209/T16,2006
Corymbia torelliana,-,-,209,17,R209/T17,2006
Corymbia torelliana,-,-,209,18,R209/T18,2006
Corymbia torelliana,-,-,209,19,R209/T19,2006
Corymbia torelliana,-,-,211,01,R211/T01,2006
Corymbia torelliana,-,-,211,02,R211/T02,2006
Corymbia torelliana,-,-,211,03,R211/T03,2006
Corymbia torelliana,-,-,211,04,R211/T04,2006
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,684,055,17,R055/T17,1994
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,684,055,18,R055/T18,1994
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,684,055,19,R055/T19,1994
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,2084,084,24,R084/T24,1998
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,2084,084,25,R084/T25,1998
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,2084,084,26,R084/T26,1998
Corymbia trachyphloia subsp. amphistomatica,D.Nicolle,2084,084,27,R084/T27,1998
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,049,18,R049/T18,1994
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,049,19,R049/T19,1994
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,341,09,R341/T09,2017
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,341,10,R341/T10,2017
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,341,11,R341/T11,2017
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,714,341,12,R341/T12,2017
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,2110,159,18,R159/T18,1998
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,2110,159,19,R159/T19,1998
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,2110,159,20,R159/T20,1998
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,2110,159,21,R159/T21,1998
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,5128,305,11,R305/T11,2010
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,5128,305,12,R305/T12,2010
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,5128,305,13,R305/T13,2010
Corymbia trachyphloia subsp. trachyphloia,D.Nicolle,5128,305,14,R305/T14,2010
Corymbia umbonata,D.Nicolle,2488,166,25,R166/T25,1999
Corymbia umbonata,D.Nicolle,2488,166,26,R166/T26,1999
Corymbia umbonata,D.Nicolle,2488,243,14,R243/T14,2002
Corymbia umbonata,D.Nicolle,2488,243,15,R243/T15,2002
Corymbia umbonata,D.Nicolle,2488,243,16,R243/T16,2002
Corymbia umbonata,D.Nicolle,2488,306,25,R306/T25,2010
Corymbia umbonata,D.Nicolle,2488,306,26,R306/T26,2010
Corymbia umbonata,D.Nicolle,2488,306,27,R306/T27,2010
Corymbia umbonata,D.Nicolle,2488,306,28,R306/T28,2010
Corymbia variegata,D.Nicolle,1246,091,12,R091/T12,1996
Corymbia variegata,D.Nicolle,1246,091,13,R091/T13,1996
Corymbia variegata,D.Nicolle,1246,091,14,R091/T14,1996
"Corymbia variegata

",D.Nicolle,721,060,13,R060/T13,1994
Corymbia watsoniana subsp. capillata,D.Nicolle,2547,168,01,R168/T01,1999
Corymbia watsoniana subsp. capillata,D.Nicolle,2547,168,02,R168/T02,1999
Corymbia watsoniana subsp. capillata,D.Nicolle,2547,168,03,R168/T03,1999
Corymbia watsoniana subsp. capillata,D.Nicolle,2547,168,04,R168/T04,1999
Corymbia watsoniana subsp. capillata (C. catenaria),D.Nicolle,700,056,19,R056/T19,1994
Corymbia watsoniana subsp. capillata (C. catenaria),D.Nicolle,700,056,20,R056/T20,1994
Corymbia watsoniana subsp. capillata (C. catenaria),D.Nicolle,700,056,21,R056/T21,1994
Corymbia watsoniana subsp. watsoniana,D.Nicolle,688,055,24,R055/T24,1994
Corymbia watsoniana subsp. watsoniana,D.Nicolle,688,055,25,R055/T25,1994
Corymbia watsoniana subsp. watsoniana,D.Nicolle,688,055,26,R055/T26,1994
Corymbia watsoniana subsp. watsoniana,D.Nicolle,688,055,27,R055/T27,1994
Corymbia x opacula (C. capricornia - C. opaca intergrade),D.Nicolle,4234,240,30,R240/T30,2002
Corymbia x opacula (C. capricornia - C. opaca intergrade),D.Nicolle,4234,240,31,R240/T31,2002
Corymbia x opacula (C. capricornia - C. opaca intergrade),D.Nicolle,4234,240,32,R240/T32,2002
Corymbia x opacula (C. capricornia - C. opaca intergrade),D.Nicolle,4234,240,33,R240/T33,2002
Corymbia xanthope,D.Nicolle,2543,167,05,R167/T05,1999
Corymbia xanthope,D.Nicolle,2543,167,06,R167/T06,1999
Corymbia xanthope,D.Nicolle,2543,167,07,R167/T07,1999
Corymbia zygophylla,D.Nicolle,1185,069,05,R069/T05,1995
Corymbia zygophylla,D.Nicolle,1185,069,06,R069/T06,1995
Corymbia zygophylla,D.Nicolle,1185,186,34,R186/T34,2000
Eucalyptus 'Augusta Wonder' (E. erythronema x E. stricklandii),-,-,041,36,R041/T36,1994
Eucalyptus absita,D.Nicolle,1154,068,08,R068/T08,1995
Eucalyptus absita,D.Nicolle,1154,068,09,R068/T09,1995
Eucalyptus absita,D.Nicolle,1154,068,10,R068/T10,1995
Eucalyptus absita,D.Nicolle,1154,068,11,R068/T11,1995
Eucalyptus acaciiformis,D.Nicolle,657,050,29,R050/T29,1994
Eucalyptus acaciiformis,D.Nicolle,657,050,30,R050/T30,1994
Eucalyptus acaciiformis,D.Nicolle,657,050,31,R050/T31,1994
Eucalyptus acaciiformis,D.Nicolle,657,050,32,R050/T32,1994
Eucalyptus acaciiformis,D.Nicolle,6217,242,21,R242/T21,2013
Eucalyptus acaciiformis,D.Nicolle,6217,242,22,R242/T22,2013
Eucalyptus acaciiformis,D.Nicolle,6217,242,23,R242/T23,2013
Eucalyptus acaciiformis,D.Nicolle,6217,242,24,R242/T24,2013
Eucalyptus accedens,D.Nicolle,1164,066,01,R066/T01,1995
Eucalyptus accedens,D.Nicolle,1164,066,02,R066/T02,1995
Eucalyptus accedens,D.Nicolle,1164,066,03,R066/T03,1995
Eucalyptus accedens,D.Nicolle,1164,066,04,R066/T04,1995
Eucalyptus acies,D.Nicolle,225,042,24,R042/T24,1994
Eucalyptus acies,D.Nicolle,225,042,25,R042/T25,1994
Eucalyptus acies,D.Nicolle,225,042,26,R042/T26,1994
Eucalyptus acies,D.Nicolle,225,345,25,R345/T25,2017
Eucalyptus acies,D.Nicolle,225,345,26,R345/T26,2017
Eucalyptus acies,D.Nicolle,225,345,27,R345/T27,2017
Eucalyptus acies,D.Nicolle,225,345,28,R345/T28,2017
Eucalyptus acmenoides,D.Nicolle,2087,156,05,R156/T05,1998
Eucalyptus acmenoides,D.Nicolle,2087,156,06,R156/T06,1998
Eucalyptus acmenoides,D.Nicolle,2087,156,07,R156/T07,1998
Eucalyptus acmenoides,D.Nicolle,2087,156,08,R156/T08,1998
Eucalyptus acmenoides (E. contracta),D.Nicolle,6456,161,01,R161/T01,2015
Eucalyptus acmenoides (E. contracta),D.Nicolle,6456,161,02,R161/T02,2015
Eucalyptus acmenoides (E. contracta),D.Nicolle,6456,161,03,R161/T03,2015
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,093,20,R093/T20,1996
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,160,05,R160/T05,1998
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,160,06,R160/T06,1998
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,160,07,R160/T07,1998
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,160,08,R160/T08,1998
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,307,16,R307/T16,2010
Eucalyptus acmenoides (E. uvida),D.Nicolle,1299,307,17,R307/T17,2010
Eucalyptus adesmophloia,D.Nicolle,216,021,05,R021/T05,1993
Eucalyptus adesmophloia,D.Nicolle,216,021,06,R021/T06,1993
Eucalyptus adesmophloia,D.Nicolle,216,021,07,R021/T07,1993
Eucalyptus adesmophloia - E. obesa intergrade (E. communalis),D.Nicolle,200,018,27,R018/T27,1993
Eucalyptus adesmophloia - E. obesa intergrade (E. communalis),D.Nicolle,200,018,28,R018/T28,1993
Eucalyptus adesmophloia - E. obesa intergrade (E. communalis),D.Nicolle,200,171,05,R171/T05,1999
Eucalyptus adesmophloia - E. obesa intergrade (E. communalis),D.Nicolle,200,171,06,R171/T06,1999
Eucalyptus adesmophloia - E. obesa intergrade (E. communalis),D.Nicolle,200,171,07,R171/T07,1999
Eucalyptus aenea,D.Nicolle,2083,084,16,R084/T16,1998
Eucalyptus aenea,D.Nicolle,2083,084,17,R084/T17,1998
Eucalyptus aenea,D.Nicolle,2083,084,18,R084/T18,1998
Eucalyptus aenea,D.Nicolle,2083,084,19,R084/T19,1998
Eucalyptus aenea (E. castrensis),D.Nicolle,5263,303,09,R303/T09,2010
Eucalyptus aenea (E. castrensis),D.Nicolle,5263,303,10,R303/T10,2010
Eucalyptus aenea (E. castrensis),D.Nicolle,5263,303,11,R303/T11,2010
Eucalyptus aequioperta,D.Nicolle,3448,223,21,R223/T21,2001
Eucalyptus aequioperta,D.Nicolle,3448,223,22,R223/T22,2001
Eucalyptus aequioperta,D.Nicolle,3448,223,23,R223/T23,2001
Eucalyptus aequioperta,D.Nicolle,3448,223,24,R223/T24,2001
Eucalyptus aequioperta,D.Nicolle,4677,268,11,R268/T11,2004
Eucalyptus aequioperta,D.Nicolle,4677,268,12,R268/T12,2004
Eucalyptus aequioperta,D.Nicolle,5458,319,15,R319/T15,2011
Eucalyptus aequioperta,D.Nicolle,5458,319,16,R319/T16,2011
Eucalyptus aequioperta,D.Nicolle,5458,319,17,R319/T17,2011
Eucalyptus aequioperta,D.Nicolle,5458,319,18,R319/T18,2011
Eucalyptus aequioperta x E. sheathiana,D.Nicolle,307,022,11,R022/T11,1993
Eucalyptus aequioperta x E. sheathiana,D.Nicolle,307,022,12,R022/T12,1993
Eucalyptus aequioperta x E. sheathiana,D.Nicolle,307,022,13,R022/T13,1993
Eucalyptus aequioperta x E. sheathiana,D.Nicolle,307,022,14,R022/T14,1993
Eucalyptus aff. umbra  (?helidonica),D.Nicolle,2934,191,13,R191/T13,2000
Eucalyptus aff. umbra  (?helidonica),D.Nicolle,2934,191,14,R191/T14,2000
Eucalyptus aff. umbra  (?helidonica),D.Nicolle,2934,191,15,R191/T15,2000
Eucalyptus aff. umbra  (?helidonica),D.Nicolle,2934,191,16,R191/T16,2000
Eucalyptus agglomerata,D.Nicolle,1754,140,13,R140/T13,1997
Eucalyptus agglomerata,D.Nicolle,1754,140,14,R140/T14,1997
Eucalyptus agglomerata,D.Nicolle,1754,140,15,R140/T15,1997
Eucalyptus agglomerata,D.Nicolle,1754,140,16,R140/T16,1997
Eucalyptus aggregata,D.Nicolle,1224,092,22,R092/T22,1996
Eucalyptus aggregata,D.Nicolle,1224,092,23,R092/T23,1996
Eucalyptus aggregata,D.Nicolle,1224,092,24,R092/T24,1996
Eucalyptus aggregata,D.Nicolle,1224,092,25,R092/T25,1996
Eucalyptus aggregata,D.Nicolle,7365,405,14,R405/T14,2018
Eucalyptus aggregata,D.Nicolle,7365,405,15,R405/T15,2018
Eucalyptus aggregata,D.Nicolle,7365,405,16,R405/T16,2018
Eucalyptus aggregata,D.Nicolle,7365,405,17,R405/T17,2018
Eucalyptus alaticaulis,D.Nicolle,356,071,32,R071/T32,1995
Eucalyptus alaticaulis,D.Nicolle,356,071,33,R071/T33,1995
Eucalyptus alaticaulis,D.Nicolle,356,071,34,R071/T34,1995
Eucalyptus alaticaulis,D.Nicolle,356,071,35,R071/T35,1995
Eucalyptus alaticaulis ,D.Nicolle,4745,210,10,R210/T10,2006
Eucalyptus alaticaulis ,D.Nicolle,4745,210,11,R210/T11,2006
Eucalyptus alaticaulis ,D.Nicolle,4745,210,12,R210/T12,2006
Eucalyptus alaticaulis ,D.Nicolle,4745,210,13,R210/T13,2006
Eucalyptus alatissima,D.Nicolle,7,009,26,R009/T26,1993
Eucalyptus alatissima,D.Nicolle,7,009,27,R009/T27,1993
Eucalyptus alatissima,D.Nicolle,1530,086,06,R086/T06,1996
Eucalyptus alatissima,D.Nicolle,1530,132,25,R132/T25,1997
