Binomial,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Regeneration Strategy,RowTree,FieldID,binomial
Eucalyptus cladocalyx subsp. crassa,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,crassa,Stem,R075/T10,CCA1353,eucalyptus cladocalyx subsp. crassa
Eucalyptus cladocalyx subsp. crassa,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,crassa,Stem,R075/T12,CCA1354,eucalyptus cladocalyx subsp. crassa
Eucalyptus cladocalyx subsp. crassa,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,crassa,Stem,R075/T13,CCA1355,eucalyptus cladocalyx subsp. crassa
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T01,CCA2439,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T02,CCA2440,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T03,CCA2441,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T04,CCA2442,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T05,CCA2443,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T06,CCA2444,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T07,CCA2445,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T08,CCA2446,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T09,CCA2447,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T10,CCA2448,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T11,CCA2449,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T12,CCA2450,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T13,CCA2451,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T14,CCA2452,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T15,CCA2453,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T16,CCA2454,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T17,CCA2455,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T18,CCA2456,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T19,CCA2457,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T20,CCA2458,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T21,CCA2459,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T22,CCA2460,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T23,CCA2461,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T24,CCA2462,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T25,CCA2463,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T26,CCA2464,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T27,CCA2465,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T28,CCA2466,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T29,CCA2467,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T30,CCA2468,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T31,CCA2469,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T32,CCA2470,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T33,CCA2471,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T34,CCA2472,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T35,CCA2473,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T36,CCA2474,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R119/T37,CCA2475,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R174/T17,CCA3494,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R174/T18,CCA3495,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R174/T19,CCA3496,eucalyptus cladocalyx subsp. petila
Eucalyptus cladocalyx subsp. petila,Eucalyptus,Symphyomyrtus,Sejunctae,,,cladocalyx,petila,Stem,R174/T20,CCA3497,eucalyptus cladocalyx subsp. petila
Eucalyptus patellaris,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,patellaris,,Combination,,,eucalyptus patellaris
Eucalyptus leptophleba,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,leptophleba,,Combination,,,eucalyptus leptophleba
Eucalyptus oligantha,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,oligantha,,Combination,,,eucalyptus oligantha
Eucalyptus koolpinensis,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,koolpinensis,,Combination,,,eucalyptus koolpinensis
Eucalyptus chlorophylla,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,chlorophylla,,Combination,,,eucalyptus chlorophylla
Eucalyptus leucophylla,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,leucophylla,,Combination,,,eucalyptus leucophylla
Eucalyptus xerothermica,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,xerothermica,,Combination,,,eucalyptus xerothermica
Eucalyptus argillacea,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,argillacea,,Combination,,,eucalyptus argillacea
Eucalyptus pruinosa,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,pruinosa,,Combination,,,eucalyptus pruinosa
Eucalyptus pruinosa subsp. pruinosa,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,pruinosa,,Combination,,,eucalyptus pruinosa subsp. pruinosa
Eucalyptus pruinosa subsp. tenuata,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,pruinosa,,Combination,,,eucalyptus pruinosa subsp. tenuata
Eucalyptus obconica,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,obconica,,Combination,,,eucalyptus obconica
Eucalyptus microneura,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,microneura,,Combination,,,eucalyptus microneura
Eucalyptus distans,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,distans,,Combination,,,eucalyptus distans
Eucalyptus tectifica,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,tectifica,,Combination,,,eucalyptus tectifica
Eucalyptus acroleuca,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,acroleuca,,Combination,,,eucalyptus acroleuca
Eucalyptus microtheca,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,microtheca,,Combination,,,eucalyptus microtheca
Eucalyptus coolabah,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,coolabah,,Combination,,,eucalyptus coolabah
Eucalyptus victrix,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,victrix,,Combination,,,eucalyptus victrix
Eucalyptus dawsonii,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,dawsonii,,Combination,,,eucalyptus dawsonii
Eucalyptus rummeryi,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,rummeryi,,Combination,,,eucalyptus rummeryi
Eucalyptus cambageana,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,cambageana,,Combination,,,eucalyptus cambageana
Eucalyptus largeana,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,largeana,,Combination,,,eucalyptus largeana
Eucalyptus largiflorens,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,largiflorens,,Combination,,,eucalyptus largiflorens
Eucalyptus persistens,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,persistens,,Combination,,,eucalyptus persistens
Eucalyptus provecta,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,provecta,,Combination,,,eucalyptus provecta
Eucalyptus tardecidens,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,tardecidens,,Combination,,,eucalyptus tardecidens
Eucalyptus normantonensis,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,normantonensis,,Lignotuber,,,eucalyptus normantonensis
Eucalyptus sparsa,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,sparsa,,Lignotuber,,,eucalyptus sparsa
Eucalyptus populnea,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,,Combination,,,eucalyptus populnea
Eucalyptus populnea subsp. populnea,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,populnea,Combination,,,eucalyptus populnea subsp. populnea
Eucalyptus populnea subsp. bimbil,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,bimbil,Combination,,,eucalyptus populnea subsp. bimbil
Eucalyptus brownii,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,brownii,,Combination,,,eucalyptus brownii
Eucalyptus behriana,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,behriana,,Lignotuber,,,eucalyptus behriana
Eucalyptus intertexta,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,,Combination,,,eucalyptus intertexta
Eucalyptus intertexta subsp. intertexta,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,intertexta,Combination,,,eucalyptus intertexta subsp. intertexta
Eucalyptus intertexta subsp. Central Australia,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,Central Australia,Combination,,,eucalyptus intertexta subsp. central australia
Eucalyptus orgadophila,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,orgadophila,,Combination,,,eucalyptus orgadophila
Eucalyptus lansdowneana,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,lansdowneana,,Lignotuber,,,eucalyptus lansdowneana
Eucalyptus rowleyi,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,rowleyi,,Lignotuber,,,eucalyptus rowleyi
Eucalyptus aridomontana,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,aridomontana,,Lignotuber,,,eucalyptus aridomontana
Eucalyptus lucasii,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,lucasii,,Lignotuber,,,eucalyptus lucasii
Eucalyptus petraea,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,,Lignotuber,,,eucalyptus petraea
Eucalyptus cuprea,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,cuprea,,Lignotuber,,,eucalyptus cuprea
Eucalyptus absita,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,absita,,Lignotuber,,,eucalyptus absita
Eucalyptus albens,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,albens,,Combination,,,eucalyptus albens
Eucalyptus sp. Mt Garnet,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,sp. Mt Garnet,,Combination,,,eucalyptus sp. mt garnet
Eucalyptus moluccana,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,moluccana,,Combination,,,eucalyptus moluccana
Eucalyptus sp. Adelaide,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,sp. Adelaide,,Combination,,,eucalyptus sp. adelaide
Eucalyptus microcarpa,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,microcarpa,,Combination,,,eucalyptus microcarpa
Eucalyptus woollsiana,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,woollsiana,,Combination,,,eucalyptus woollsiana
Eucalyptus albopurpurea,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,albopurpurea,,Lignotuber,,,eucalyptus albopurpurea
Eucalyptus polybractea,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,polybractea,,Lignotuber,,,eucalyptus polybractea
Eucalyptus odorata,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,odorata,,Combination,,,eucalyptus odorata
Eucalyptus cajuputea,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,cajuputea,,Combination,,,eucalyptus cajuputea
Eucalyptus wimmerensis,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,wimmerensis,,Lignotuber,,,eucalyptus wimmerensis
Eucalyptus aenea,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,aenea,,Lignotuber,,,eucalyptus aenea
Eucalyptus viridis,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,viridis,,Lignotuber,,,eucalyptus viridis
Eucalyptus froggattii,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,froggattii,,Lignotuber,,,eucalyptus froggattii
Eucalyptus thozetiana,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,thozetiana,,Combination,,,eucalyptus thozetiana
Eucalyptus ochrophloia,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,ochrophloia,,Combination,,,eucalyptus ochrophloia
Eucalyptus × castrensis,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× castrensis,,Lignotuber,,,eucalyptus × castrensis
Eucalyptus × 'desquamata' ms,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× 'desquamata' ms,,Lignotuber,,,eucalyptus × 'desquamata' ms
Eucalyptus × hawkeri,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× hawkeri,,Lignotuber,,,eucalyptus × hawkeri
Eucalyptus × viridis var. latiuscula,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× viridis var. latiuscula,,Lignotuber,,,eucalyptus × viridis var. latiuscula
Eucalyptus × walshii,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× walshii,,Lignotuber,,,eucalyptus × walshii
Eucalyptus × yarriambiack,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,,× yarriambiack,,Combination,,,eucalyptus × yarriambiack
Eucalyptus argophloia,Eucalyptus,Symphyomyrtus,Adnataria,Submelliodorae,,argophloia,,Combination,,,eucalyptus argophloia
Eucalyptus beaniana,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,beaniana,,Combination,,,eucalyptus beaniana
Eucalyptus decorticans,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,decorticans,,Combination,,,eucalyptus decorticans
Eucalyptus granitica,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,granitica,,Combination,,,eucalyptus granitica
Eucalyptus siderophloia,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,siderophloia,,Combination,,,eucalyptus siderophloia
Eucalyptus fibrosa,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,fibrosa,,Combination,,,eucalyptus fibrosa
Eucalyptus nubilis,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,nubilis,,Combination,,,eucalyptus nubilis
Eucalyptus rhombica,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,rhombica,,Combination,,,eucalyptus rhombica
Eucalyptus ophitica,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,ophitica,,Combination,,,eucalyptus ophitica
Eucalyptus fracta,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,fracta,,Combination,,,eucalyptus fracta
Eucalyptus tholoformis,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,tholoformis,,Combination,,,eucalyptus tholoformis
Eucalyptus taurina,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,taurina,,Combination,,,eucalyptus taurina
Eucalyptus elegans,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,elegans,,Combination,,,eucalyptus elegans
Eucalyptus crebra,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,crebra,,Combination,,,eucalyptus crebra
Eucalyptus beyeri,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,beyeri,,Combination,,,eucalyptus beyeri
Eucalyptus panda,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,panda,,Combination,,,eucalyptus panda
Eucalyptus virens,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,virens,,Combination,,,eucalyptus virens
Eucalyptus scopulorum,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,scopulorum,,Combination,,,eucalyptus scopulorum
Eucalyptus atrata,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,atrata,,Combination,,,eucalyptus atrata
Eucalyptus paedoglauca,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,paedoglauca,,Combination,,,eucalyptus paedoglauca
Eucalyptus drepanophylla,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,drepanophylla,,Combination,,,eucalyptus drepanophylla
Eucalyptus quadricostata,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,quadricostata,,Combination,,,eucalyptus quadricostata
Eucalyptus farinosa,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,farinosa,,Combination,,,eucalyptus farinosa
Eucalyptus caleyi,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,caleyi,,Combination,,,eucalyptus caleyi
Eucalyptus caleyi subsp. ovendenii,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,caleyi,ovendenii,Combination,,,eucalyptus caleyi subsp. ovendenii
Eucalyptus caleyi subsp. caleyi,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,caleyi,caleyi,Combination,,,eucalyptus caleyi subsp. caleyi
Eucalyptus exilipes,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,exilipes,,Combination,,,eucalyptus exilipes
Eucalyptus cullenii,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,cullenii,,Combination,,,eucalyptus cullenii
Eucalyptus staigeriana,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,staigeriana,,Combination,,,eucalyptus staigeriana
Eucalyptus jensenii,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,jensenii,,Combination,,,eucalyptus jensenii
Eucalyptus whitei,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,whitei,,Combination,,,eucalyptus whitei
Eucalyptus melanophloia,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,melanophloia,,Combination,,,eucalyptus melanophloia
Eucalyptus melanophloia subsp. melanophloia,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,melanophloia,melanophloia,Combination,,,eucalyptus melanophloia subsp. melanophloia
Eucalyptus melanophloia subsp. nana,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,melanophloia,nana,Combination,,,eucalyptus melanophloia subsp. nana
Eucalyptus shirleyi,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,,shirleyi,,Combination,,,eucalyptus shirleyi
Eucalyptus 'dorsiventralis' ms,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,'dorsiventralis' ms,,Combination,,,eucalyptus 'dorsiventralis' ms
Eucalyptus paniculata,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,paniculata,,Combination,,,eucalyptus paniculata
Eucalyptus fergusonii,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,fergusonii,,Combination,,,eucalyptus fergusonii
Eucalyptus ancophila,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,ancophila,,Combination,,,eucalyptus ancophila
Eucalyptus decolor,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,decolor,,Combination,,,eucalyptus decolor
Eucalyptus tetrapleura,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,tetrapleura,,Combination,,,eucalyptus tetrapleura
Eucalyptus fusiformis,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,fusiformis,,Combination,,,eucalyptus fusiformis
Eucalyptus sicilifolia,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,sicilifolia,,Combination,,,eucalyptus sicilifolia
Eucalyptus suffulgens,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,suffulgens,,Combination,,,eucalyptus suffulgens
Eucalyptus dura,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,dura,,Combination,,,eucalyptus dura
Eucalyptus melanoleuca,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,melanoleuca,,Combination,,,eucalyptus melanoleuca
Eucalyptus corynodes,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,corynodes,,Combination,,,eucalyptus corynodes
